feature,mean_importance
t,960.5
last_stl_triple_gap,707.75
vt_gap_lag1,544.125
last_coin_triple_gap,513.75
last_shd_triple_gap,488.75
acc_gap_lag3,469.875
acc_gap_lag4,467.5
last_atk_triple_gap,462.5
vt_gap_mean3,453.375
acc_gap_std3,452.375
spn_gap_lag1,444.875
acc_gap_lag1,444.625
spn_gap_lag3,442.125
spn_gap_lag4,441.75
spn_gap_lag2,427.0
spn_gap_std3,420.75
vt_gap_lag4,411.875
last_gs_triple_gap,407.625
vt_gap_lag2,396.875
vt_gap_lag3,396.875
acc_gap_lag2,395.0
cum_any_triples,388.375
vt_gap_std3,384.125
spn_gap_mean3,366.75
acc_gap_mean3,361.5
cum_gs_triple,227.375
cum_atk_triples,214.5
cum_coin_triple,206.625
cum_shd_triples,206.25
cooldown_age,163.875
cum_stl_triples,135.75
density_any_last10,130.5
pvt_ACC,126.375
last_any_triple_gap,83.375
cooldown_last10,78.875
cur_cat_id,72.625
cat_lag3,48.625
cat_lag2,38.125
cat_lag1,35.0
pvt_SPN,24.75
density_any_last5,23.625
cooldown_last5,13.5
last_real_triple_gap,11.5
reel_dup_streak,6.75
reel_dup_last,1.375
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
