seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,mem_sym1,mem_sym2,mem_sym3,res_sym1,res_sym2,res_sym3,cm_balance,profile_name,slot_prob_seg
86755,2026-04-26 19:52:22,30,30,1,accumulation,accumulation,coin,gold,1,false,150000000,32350431192262,64322,5,5,6000,11,0,0,0,0,2,298149,400000,90,12000,74.5,,107,700000,,,,,132,49,48,23,33,50,6,5,5,67,23,25,13,14,28,3,4,3,1,8,8,false,BIG,4,3,1,V2,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86756,2026-04-26 19:52:25,3,3,3,attack,attack,attack,attack,2,true,0,32350431192262,58322,5,5,6000,11,3,0,0,0,0,298149,400000,90,0,74.5,,107,700000,,,,,133,52,48,23,33,50,7,5,5,68,26,25,13,14,28,4,4,3,0,0,0,false,SMALL,-1,-2,1,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86757,2026-04-26 19:52:29,3,1,4,attack,coin,steal,gold,1,false,150000000,32413941192262,52322,5,5,6000,11,1,1,0,0,0,298149,400000,90,0,74.5,,107,700000,,,,,134,53,49,23,33,50,7,5,5,69,27,26,13,14,28,4,4,3,4,1,0,false,NORMAL,2,1,1,V2,3,1,5,3,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86758,2026-04-26 19:52:30,30,2,2,accumulation,goldSack,goldSack,gold,1,false,900000000,32414841192262,46322,5,5,6000,11,0,0,0,0,1,304149,400000,90,6000,76.0,,107,700000,,,,,135,53,49,23,33,51,7,5,5,70,27,26,13,14,29,4,4,3,3,3,8,false,BIG,5,4,1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86759,2026-04-26 19:52:32,2,2,2,goldSack,goldSack,goldSack,gold,1,true,15600000000,32430441192262,40322,5,5,6000,11,0,0,0,0,0,304149,400000,90,0,76.0,,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""60199\/80000@m33""}",136,53,49,23,33,51,7,5,5,71,27,26,13,14,29,4,4,3,7,7,7,false,BIG,5,3,2,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86760,2026-04-26 19:52:33,3,3,2,attack,attack,goldSack,gold,1,false,600000000,32431041192262,34322,5,5,6000,11,2,0,0,0,0,304149,400000,90,0,76.0,,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""66199\/80000@m33""}",137,55,49,23,33,51,7,5,5,72,29,26,13,14,29,4,4,3,3,0,0,false,NORMAL,3,1,2,V2,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86761,2026-04-26 19:52:40,3,3,2,attack,attack,goldSack,gold,1,false,600000000,32431641192262,28322,5,5,6000,11,2,0,0,0,0,304149,400000,90,0,76.0,,107,700000,,,,,138,57,49,23,33,51,7,5,5,73,31,26,13,14,29,4,4,3,3,0,0,false,BIG,4,3,1,V2,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86762,2026-04-26 19:52:42,30,2,2,accumulation,goldSack,goldSack,gold,1,false,900000000,32432541192262,22322,5,5,6000,11,0,0,0,0,1,310149,400000,90,6000,77.5,,107,700000,,,,,139,57,49,23,33,52,7,5,5,74,31,26,13,14,30,4,4,3,3,7,8,false,MAX,8,7,1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86763,2026-04-26 19:52:43,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,32432541192262,16322,5,5,6000,11,0,0,0,0,3,370149,400000,90,60000,92.5,,107,700000,,,,,140,57,49,23,33,55,7,5,5,75,31,26,13,14,33,4,4,3,8,8,8,true,BIG,4,3,1,V2,3,1,5,30,30,30,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86764,2026-04-26 19:52:47,3,6,2,attack,spins,goldSack,gold,1,false,100000,32432541292262,16321,5,5,1,11,1,0,0,1,0,370149,400000,90,0,92.5,,107,700000,,,,,1,1,0,0,1,0,0,0,0,76,32,26,13,15,33,4,4,3,3,6,0,false,NORMAL,3,2,1,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86765,2026-04-26 19:52:48,3,3,2,attack,attack,goldSack,gold,1,false,100000,32432541392262,16320,5,5,1,11,2,0,0,0,0,370149,400000,90,0,92.5,,107,700000,,,,,2,3,0,0,1,0,0,0,0,77,34,26,13,15,33,4,4,3,7,0,0,false,SMALL,-1,-2,1,V2,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86766,2026-04-26 19:52:49,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,32432541542262,16319,5,5,1,11,0,0,0,0,1,370150,400000,90,1,92.5,,107,700000,,,,,3,3,0,0,1,1,0,0,0,78,34,26,13,15,34,4,4,3,7,3,8,false,MAX,9,8,1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86767,2026-04-26 19:52:49,3,6,2,attack,spins,goldSack,gold,1,false,100000,32432541642262,16318,5,5,1,11,1,0,0,1,0,370150,400000,90,0,92.5,,107,700000,,,,,4,4,0,0,2,1,0,0,0,79,35,26,13,16,34,4,4,3,7,6,0,false,NORMAL,0,-1,1,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86768,2026-04-26 21:10:22,3,6,2,attack,spins,goldSack,gold,1,false,100000,32432541742262,33817,2,5,1,11,1,0,0,1,0,370150,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,5,5,0,0,3,1,0,0,0,80,36,26,13,17,34,4,4,3,3,6,0,false,NORMAL,2,2,0,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86769,2026-04-26 21:10:23,3,3,3,attack,attack,attack,attack,2,true,0,32432541742262,33816,2,5,1,11,3,0,0,0,0,370150,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,LongExtraDayReduced,,"{""slot_on_"":""66201\/80000@m33""}",6,8,0,0,3,1,1,0,0,81,39,26,13,17,34,5,4,3,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86770,2026-04-26 21:10:32,4,6,2,steal,spins,goldSack,gold,1,false,100000,32432552402262,33815,2,5,1,11,0,1,0,1,0,370150,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,7,8,1,0,4,1,1,0,0,82,39,27,13,18,34,5,4,3,7,6,4,false,NORMAL,1,1,0,V2,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86771,2026-04-26 21:10:33,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,32432552427262,33814,2,5,1,11,0,0,0,0,2,370152,400000,90,2,92.5,bonus_bs15_gae1_no,107,700000,,,,,8,8,1,0,4,3,1,0,0,83,39,27,13,18,36,5,4,3,5,8,8,false,NORMAL,1,0,1,V2,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86772,2026-04-26 21:10:34,3,3,3,attack,attack,attack,attack,2,true,0,32432552427262,33813,2,5,1,11,3,0,0,0,0,370152,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,9,11,1,0,4,3,2,0,0,84,42,27,13,18,36,6,4,3,0,0,0,false,NORMAL,0,-1,1,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86773,2026-04-26 21:10:38,3,6,2,attack,spins,goldSack,gold,1,false,100000,32432563087262,33812,2,5,1,11,1,0,0,1,0,370152,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,10,12,1,0,5,3,2,0,0,85,43,27,13,19,36,6,4,3,7,6,0,false,NORMAL,0,-1,1,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86774,2026-04-26 21:10:39,3,6,2,attack,spins,goldSack,gold,1,false,100000,32432563187262,33811,2,5,1,11,1,0,0,1,0,370152,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,11,13,1,0,6,3,2,0,0,86,44,27,13,20,36,6,4,3,7,6,0,false,NORMAL,1,0,1,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86775,2026-04-26 21:10:39,1,1,1,coin,coin,coin,gold,1,true,250000,32432563437262,33810,2,5,1,11,0,0,0,0,0,370152,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""66202\/80000@m33""}",12,13,1,0,6,3,2,0,0,87,44,27,13,20,36,6,4,3,1,1,5,false,NORMAL,2,1,1,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86776,2026-04-26 21:10:40,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,32432563587262,33809,2,5,1,11,0,0,0,0,1,370153,400000,90,1,92.5,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""66203\/80000@m33""}",13,13,1,0,6,4,2,0,0,88,44,27,13,20,37,6,4,3,3,7,8,false,BIG,7,6,1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86777,2026-04-26 21:10:42,3,1,5,attack,coin,shield,gold,1,false,25000,32432563612262,33808,2,5,1,11,1,0,1,0,0,370153,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""66204\/80000@m33""}",14,14,1,1,6,4,2,0,0,89,45,27,14,20,37,6,4,3,2,1,0,false,NORMAL,1,0,1,V2,3,1,5,3,1,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86778,2026-04-26 21:10:42,5,2,2,shield,goldSack,goldSack,gold,1,false,150000,32432563762262,33807,2,5,1,11,0,0,1,0,0,370153,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""66205\/80000@m33""}",15,14,1,2,6,4,2,0,0,90,45,27,15,20,37,6,4,3,7,7,2,false,BIG,5,4,1,V2,3,1,5,5,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86779,2026-04-26 21:10:43,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,32432563787262,33806,2,5,1,11,0,0,0,0,2,370155,400000,90,2,92.5,bonus_bs15_gae1_no,107,700000,,,,,16,14,1,2,6,6,2,0,0,91,45,27,15,20,39,6,4,3,5,8,8,false,NORMAL,1,0,1,V2,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86780,2026-04-26 21:10:44,3,1,5,attack,coin,shield,gold,1,false,25000,32432563812262,33805,2,5,1,11,1,0,1,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,LongExtraDayReduced,LongExtraDayReduced,"{""slot_on_"":""66210\/80000@m33""}",17,15,1,3,6,6,2,0,0,92,46,27,16,20,39,6,4,3,2,5,0,false,SMALL,-1,-2,1,V2,3,1,5,3,1,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86781,2026-04-26 21:10:45,1,1,4,coin,coin,steal,gold,1,false,50000,32432563862262,33804,2,5,1,11,0,1,0,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,18,15,2,3,6,6,2,0,0,93,46,28,16,20,39,6,4,3,4,5,1,false,MIN,-9,-7,-2,V2,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86782,2026-04-26 21:10:46,5,5,5,shield,shield,shield,shield,3,true,1,32432563862262,33803,3,5,1,11,0,0,3,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""66211\/80000@m33""}",19,15,2,6,6,6,2,0,1,94,46,28,19,20,39,6,4,4,2,2,2,false,MIN,-3,-1,-2,V2,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86783,2026-04-26 21:10:47,3,3,3,attack,attack,attack,attack,2,true,0,32432563862262,33802,3,5,1,11,3,0,0,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,20,18,2,6,6,6,3,0,1,95,49,28,19,20,39,7,4,4,0,0,0,false,MIN,-6,-4,-2,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86784,2026-04-26 21:10:51,3,6,2,attack,spins,goldSack,gold,1,false,100000,32432574522262,33801,3,5,1,11,1,0,0,1,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,21,19,2,6,7,6,3,0,1,96,50,28,19,21,39,7,4,4,3,6,0,false,NORMAL,3,3,0,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86785,2026-04-26 21:10:51,3,6,2,attack,spins,goldSack,gold,1,false,100000,32432574622262,33800,3,5,1,11,1,0,0,1,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,LongExtraDayReduced,,"{""slot_on_"":""66213\/80000@m33""}",22,20,2,6,8,6,3,0,1,97,51,28,19,22,39,7,4,4,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86786,2026-04-26 21:10:52,3,3,2,attack,attack,goldSack,gold,1,false,100000,32432574722262,33799,3,5,1,11,2,0,0,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,23,22,2,6,8,6,3,0,1,98,53,28,19,22,39,7,4,4,3,0,0,false,NORMAL,2,3,-1,V2,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86787,2026-04-26 21:10:53,1,1,1,coin,coin,coin,gold,1,true,250000,32432574972262,33798,3,5,1,11,0,0,0,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,24,22,2,6,8,6,3,0,1,99,53,28,19,22,39,7,4,4,5,5,1,false,MIN,-12,-9,-3,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86788,2026-04-26 21:10:54,4,4,4,steal,steal,steal,steal,4,true,0,32432574972262,33797,3,5,1,11,0,3,0,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""66214\/80000@m33""}",25,22,5,6,8,6,3,1,1,100,53,31,19,22,39,7,5,4,4,4,4,false,MIN,-8,-5,-3,V2,3,1,5,4,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86789,2026-04-26 21:11:00,1,1,4,coin,coin,steal,gold,1,false,50000,32433147139302,33796,3,5,1,11,0,1,0,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,26,22,6,6,8,6,3,1,1,101,53,32,19,22,39,7,5,4,4,1,5,false,SMALL,-1,2,-3,V2,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86790,2026-04-26 21:11:00,4,4,4,steal,steal,steal,steal,4,true,0,32433147139302,33795,3,5,1,11,0,3,0,0,0,370155,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,27,22,9,6,8,6,3,2,1,102,53,35,19,22,39,7,6,4,4,4,4,false,SMALL,-2,-3,1,V2,3,1,5,4,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86791,2026-04-26 21:11:07,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,32433562848798,33794,3,5,1,11,0,0,0,0,1,370156,400000,90,1,92.5,bonus_bs15_gae1_no,107,700000,,,,,28,22,9,6,8,7,3,2,1,103,53,35,19,22,40,7,6,4,3,3,8,false,BIG,5,4,1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86792,2026-04-26 21:11:08,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2600000,32433565448798,33793,3,5,1,11,0,0,0,0,0,370156,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,29,22,9,6,8,7,3,2,1,104,53,35,19,22,40,7,6,4,3,3,7,false,NORMAL,3,2,1,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86793,2026-04-26 21:11:09,1,4,4,coin,steal,steal,gold,1,false,25000,32433565473798,33792,3,5,1,11,0,2,0,0,0,370156,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,30,22,11,6,8,7,3,2,1,105,53,37,19,22,40,7,6,4,4,4,5,false,NORMAL,1,0,1,V2,3,1,5,1,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86794,2026-04-26 21:11:10,5,5,5,shield,shield,shield,shield,3,true,1,32433565473798,33791,4,5,1,11,0,0,3,0,0,370156,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,31,22,11,9,8,7,3,2,2,106,53,37,22,22,40,7,6,5,2,2,2,false,NORMAL,0,-1,1,V2,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86795,2026-04-26 21:11:11,5,5,5,shield,shield,shield,shield,3,true,1,32433565473798,33790,5,5,1,11,0,0,3,0,0,370156,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,32,22,11,12,8,7,3,2,3,107,53,37,25,22,40,7,6,6,2,2,2,false,NORMAL,0,-1,1,V2,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86796,2026-04-26 21:11:12,1,1,4,coin,coin,steal,gold,1,false,50000,32433565523798,33789,5,5,1,11,0,1,0,0,0,370156,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,33,22,12,12,8,7,3,2,3,108,53,38,25,22,40,7,6,6,4,5,1,false,MIN,-9,-8,-1,V2,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86797,2026-04-26 21:11:13,1,1,4,coin,coin,steal,gold,1,false,50000,32433565573798,33788,5,5,1,11,0,1,0,0,0,370156,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,34,22,13,12,8,7,3,2,3,109,53,39,25,22,40,7,6,6,4,5,1,false,MIN,-5,-4,-1,V2,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86798,2026-04-26 21:11:13,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,32433565723798,33787,5,5,1,11,0,0,0,0,1,370157,400000,90,1,92.5,bonus_bs15_gae1_no,107,700000,,,,,35,22,13,12,8,8,3,2,3,110,53,39,25,22,41,7,6,6,7,7,8,false,BIG,5,8,-3,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86799,2026-04-26 21:11:14,1,4,6,coin,steal,spins,gold,1,false,25000,32433565748798,33786,5,5,1,11,0,1,0,1,0,370157,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""66215\/80000@m33""}",36,22,14,12,9,8,3,2,3,111,53,40,25,23,41,7,6,6,6,4,5,false,NORMAL,2,5,-3,V2,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86800,2026-04-26 21:11:15,3,3,3,attack,attack,attack,attack,2,true,0,32433565748798,33785,5,5,1,11,3,0,0,0,0,370157,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,37,25,14,12,9,8,4,2,3,112,56,40,25,23,41,8,6,6,0,0,0,false,MIN,-3,-2,-1,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86801,2026-04-26 21:11:23,4,6,2,steal,spins,goldSack,gold,1,false,5000000,32433602748798,33735,5,5,50,11,0,1,0,1,0,370157,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,38,25,15,12,10,8,4,2,3,113,56,41,25,24,41,8,6,6,3,6,4,false,NORMAL,2,1,1,V2,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86802,2026-04-26 21:11:24,4,6,2,steal,spins,goldSack,gold,1,false,5000000,32433607748798,33685,5,5,50,11,0,1,0,1,0,370157,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""66265\/80000@m33""}",39,25,16,12,11,8,4,2,3,114,56,42,25,25,41,8,6,6,3,6,4,false,BIG,6,3,3,V2,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86803,2026-04-26 21:11:25,1,6,6,coin,spins,spins,gold,1,false,1250000,32433608998798,33635,5,5,50,11,0,0,0,2,0,370157,400000,90,0,92.5,bonus_bs15_gae1_no,107,700000,,,,,40,25,16,12,13,8,4,2,3,115,56,42,25,27,41,8,6,6,6,6,5,false,BIG,6,3,3,V2,3,1,5,1,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86804,2026-04-26 21:11:26,30,30,1,accumulation,accumulation,coin,gold,1,false,1250000,32433610248798,33585,5,5,50,11,0,0,0,0,2,370257,400000,90,100,92.6,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""66315\/80000@m33""}",41,25,16,12,13,10,4,2,3,116,56,42,25,27,43,8,6,6,5,8,8,false,BIG,4,1,3,V2,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86805,2026-04-26 21:11:27,1,1,1,coin,coin,coin,gold,1,true,12500000,32433622748798,33535,5,5,50,11,0,0,0,0,0,370257,400000,90,0,92.6,bonus_bs15_gae1_no,107,700000,,,,,42,25,16,12,13,10,4,2,3,117,56,42,25,27,43,8,6,6,5,1,5,false,BIG,5,2,3,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86806,2026-04-26 21:11:28,3,3,2,attack,attack,goldSack,gold,1,false,5000000,32433627748798,33485,5,5,50,11,2,0,0,0,0,370257,400000,90,0,92.6,bonus_bs15_gae1_no,107,700000,,,,,43,27,16,12,13,10,4,2,3,118,58,42,25,27,43,8,6,6,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86807,2026-04-26 21:11:29,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,32433635248798,33435,5,5,50,11,0,0,0,0,1,370307,400000,90,50,92.6,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""66365\/80000@m33""}",44,27,16,12,13,11,4,2,3,119,58,42,25,27,44,8,6,6,7,3,8,false,MAX,10,7,3,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86808,2026-04-26 21:11:30,3,5,2,attack,shield,goldSack,gold,1,false,5000000,32433640248798,33385,5,5,50,11,1,0,1,0,0,370307,400000,90,0,92.6,bonus_bs15_gae1_no,107,700000,,,,,45,28,16,13,13,11,4,2,3,120,59,42,26,27,44,8,6,6,7,2,0,false,NORMAL,3,-1,4,V2,3,1,5,3,5,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86809,2026-04-26 21:11:31,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,32433640248798,33335,5,5,50,11,0,0,0,0,3,370807,400000,90,500,92.7,bonus_bs15_gae1_no,107,700000,,,,,46,28,16,13,13,14,4,2,3,121,59,42,26,27,47,8,6,6,8,8,8,true,BIG,6,1,5,V2,3,1,5,30,30,30,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86810,2026-04-26 21:11:34,3,3,3,attack,attack,attack,attack,2,true,0,32433640248798,33334,5,5,1,11,3,0,0,0,0,370807,400000,90,0,92.7,bonus_bs15_gae1_no,107,700000,,,,,1,3,0,0,0,0,1,0,0,122,62,42,26,27,47,9,6,6,0,0,0,false,NORMAL,3,-2,5,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
86811,2026-04-26 21:11:38,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,32433650958798,33333,5,5,1,11,0,0,0,0,1,370808,400000,90,1,92.7,bonus_bs15_gae1_no,107,700000,,,,,2,3,0,0,0,1,1,0,0,123,62,42,26,27,48,9,6,6,3,3,8,false,MAX,8,3,5,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_base1
