seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd
63849,2026-04-06 17:54:46,3,1,5,attack,coin,shield,gold,1,false,25000,50328988814325,36668,5,5,1,8,1,0,1,0,0,4238,4400,32,0,96.3,bonus_as10_gae1_no,107,700000,,,,"{""f9d0b53c"":""976\/1800@m2"",""4fdd0917"":""189\/500@m13""}",8,3,1,1,4,3,0,0,0,86,44,26,19,20,29,7,2,4
63850,2026-04-06 17:54:47,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50328988964325,36667,5,5,1,8,0,0,0,0,1,4239,4400,32,1,96.3,bonus_as10_gae1_no,107,700000,,,,,9,3,1,1,4,4,0,0,0,87,44,26,19,20,30,7,2,4
63851,2026-04-06 17:54:48,3,5,2,attack,shield,goldSack,gold,1,false,100000,50328989064325,36666,5,5,1,8,1,0,1,0,0,4239,4400,32,0,96.3,bonus_as10_gae1_no,107,700000,,,,,10,4,1,2,4,4,0,0,0,88,45,26,20,20,30,7,2,4
63852,2026-04-06 17:54:49,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,50328991064325,36665,5,5,1,8,0,0,0,0,0,4239,4400,32,0,96.3,bonus_as10_gae1_no,107,700000,,,,"{""6cad4489"":""1192\/1400@m5""}",11,4,1,2,4,4,0,0,0,89,45,26,20,20,30,7,2,4
63853,2026-04-06 17:54:50,3,3,1,attack,attack,coin,gold,1,false,25000,50328991089325,36664,5,5,1,8,2,0,0,0,0,4239,4400,32,0,96.3,bonus_as10_gae1_no,107,700000,,,,,12,6,1,2,4,4,0,0,0,90,47,26,20,20,30,7,2,4
63854,2026-04-06 17:54:51,4,4,4,steal,steal,steal,steal,4,true,0,50328991089325,36663,5,5,1,8,0,3,0,0,0,4239,4400,32,0,96.3,bonus_as10_gae1_no,107,700000,,,GCEaster26,"{""slot_on_"":""14808\/35000@m17""}",13,6,4,2,4,4,0,1,0,91,47,29,20,20,30,7,3,4
63855,2026-04-06 17:54:56,1,1,4,coin,coin,steal,gold,1,false,50000,50329163489325,36662,5,5,1,8,0,1,0,0,0,4239,4400,32,0,96.3,bonus_as10_gae1_no,107,700000,,,,"{""6cad4489"":""1194\/1400@m5""}",14,6,5,2,4,4,0,1,0,92,47,30,20,20,30,7,3,4
63856,2026-04-06 17:54:57,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50329163639325,36661,5,5,1,8,0,0,0,0,1,4240,4400,32,1,96.4,bonus_as10_gae1_no,107,700000,,,,,15,6,5,2,4,5,0,1,0,93,47,30,20,20,31,7,3,4
63857,2026-04-06 17:54:58,3,5,2,attack,shield,goldSack,gold,1,false,100000,50329163739325,36660,5,5,1,8,1,0,1,0,0,4240,4400,32,0,96.4,bonus_as10_gae1_no,107,700000,GCEaster26,,,"{""slot_on_"":""14809\/35000@m17""}",16,7,5,3,4,5,0,1,0,94,48,30,21,20,31,7,3,4
63858,2026-04-06 17:54:59,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50329163889325,36659,5,5,1,8,0,0,0,0,1,4241,4400,32,1,96.4,bonus_as10_gae1_no,107,700000,GCEaster26,,,"{""slot_on_"":""14810\/35000@m17""}",17,7,5,3,4,6,0,1,0,95,48,30,21,20,32,7,3,4
63859,2026-04-06 17:55:01,1,1,1,coin,coin,coin,gold,1,true,250000,50329164139325,36658,5,5,1,8,0,0,0,0,0,4241,4400,32,0,96.4,bonus_as10_gae1_no,107,700000,,,,,18,7,5,3,4,6,0,1,0,96,48,30,21,20,32,7,3,4
63860,2026-04-06 17:55:01,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,50329164164325,36657,5,5,1,8,0,0,0,0,2,4243,4400,32,2,96.4,bonus_as10_gae1_no,107,700000,,GCEaster26,,"{""slot_on_"":""14811\/35000@m17""}",19,7,5,3,4,8,0,1,0,97,48,30,21,20,34,7,3,4
63861,2026-04-06 17:55:02,3,4,2,attack,steal,goldSack,gold,1,false,100000,50329164264325,36656,5,5,1,8,1,1,0,0,0,4243,4400,32,0,96.4,bonus_as10_gae1_no,107,700000,,,,,20,8,6,3,4,8,0,1,0,98,49,31,21,20,34,7,3,4
63862,2026-04-06 17:55:03,3,3,2,attack,attack,goldSack,gold,1,false,100000,50329164364325,36655,5,5,1,8,2,0,0,0,0,4243,4400,32,0,96.4,bonus_as10_gae1_no,107,700000,,,,,21,10,6,3,4,8,0,1,0,99,51,31,21,20,34,7,3,4
63863,2026-04-06 17:55:04,3,1,1,attack,coin,coin,gold,1,false,50000,50329164414325,36654,5,5,1,8,1,0,0,0,0,4243,4400,32,0,96.4,bonus_as10_gae1_no,107,700000,,,,,22,11,6,3,4,8,0,1,0,100,52,31,21,20,34,7,3,4
63864,2026-04-06 17:55:04,3,3,2,attack,attack,goldSack,gold,1,false,100000,50329164514325,36653,5,5,1,8,2,0,0,0,0,4243,4400,32,0,96.4,bonus_as10_gae1_no,107,700000,,,,"{""4fdd0917"":""191\/500@m13""}",23,13,6,3,4,8,0,1,0,101,54,31,21,20,34,7,3,4
63865,2026-04-06 17:55:05,6,6,2,spins,spins,goldSack,gold,1,false,100000,50329164614325,36652,5,5,1,8,0,0,0,2,0,4243,4400,32,0,96.4,bonus_as10_gae1_no,107,700000,,,,,24,13,6,3,6,8,0,1,0,102,54,31,21,22,34,7,3,4
63866,2026-04-06 17:55:06,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,50329164639325,36651,5,5,1,8,0,0,0,0,2,4245,4400,32,2,96.5,bonus_as10_gae1_no,107,700000,,,,"{""6cad4489"":""1196\/1400@m5""}",25,13,6,3,6,10,0,1,0,103,54,31,21,22,36,7,3,4
63867,2026-04-06 17:55:08,3,4,2,attack,steal,goldSack,gold,1,false,100000,50329164739325,36650,5,5,1,8,1,1,0,0,0,4245,4400,32,0,96.5,bonus_as10_gae1_no,107,700000,,GCEaster26,,"{""slot_on_"":""14812\/35000@m17""}",26,14,7,3,6,10,0,1,0,104,55,32,21,22,36,7,3,4
63868,2026-04-06 17:55:09,3,3,2,attack,attack,goldSack,gold,1,false,100000,50329164839325,36649,5,5,1,8,2,0,0,0,0,4245,4400,32,0,96.5,bonus_as10_gae1_no,107,700000,,,,,27,16,7,3,6,10,0,1,0,105,57,32,21,22,36,7,3,4
63869,2026-04-06 17:55:10,3,3,3,attack,attack,attack,attack,2,true,0,50329164839325,36648,5,5,1,8,3,0,0,0,0,4245,4400,32,0,96.5,bonus_as10_gae1_no,107,700000,,,,,28,19,7,3,6,10,1,1,0,106,60,32,21,22,36,8,3,4
63870,2026-04-06 17:55:15,4,6,2,steal,spins,goldSack,gold,1,false,100000,50329190939325,36647,5,5,1,8,0,1,0,1,0,4245,4400,32,0,96.5,bonus_as10_gae1_no,107,700000,,,,,29,19,8,3,7,10,1,1,0,107,60,33,21,23,36,8,3,4
63871,2026-04-06 17:55:15,3,1,1,attack,coin,coin,gold,1,false,50000,50329190989325,36646,5,5,1,8,1,0,0,0,0,4245,4400,32,0,96.5,bonus_as10_gae1_no,107,700000,,GCEaster26,GCEaster26,"{""slot_on_"":""14814\/35000@m17""}",30,20,8,3,7,10,1,1,0,108,61,33,21,23,36,8,3,4
63872,2026-04-06 17:55:16,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,50329191014325,36645,5,5,1,8,0,0,0,0,2,4247,4400,32,2,96.5,bonus_as10_gae1_no,107,700000,GCEaster26,GCEaster26,GCEaster26,"{""slot_on_"":""14819\/35000@m17"",""f9d0b53c"":""978\/1800@m2""}",31,20,8,3,7,12,1,1,0,109,61,33,21,23,38,8,3,4
63873,2026-04-06 17:55:18,5,5,2,shield,shield,goldSack,gold,1,false,100000,50329191114325,36644,5,5,1,8,0,0,2,0,0,4247,4400,32,0,96.5,bonus_as10_gae1_no,107,700000,,,,,32,20,8,5,7,12,1,1,0,110,61,33,23,23,38,8,3,4
63874,2026-04-06 17:55:18,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,50329191139325,36643,5,5,1,8,0,0,0,0,2,4249,4400,32,2,96.6,bonus_as10_gae1_no,107,700000,,GCEaster26,,"{""slot_on_"":""14820\/35000@m17""}",33,20,8,5,7,14,1,1,0,111,61,33,23,23,40,8,3,4
63875,2026-04-06 17:55:21,5,5,5,shield,shield,shield,shield,3,true,1,50329191139325,36643,5,5,1,8,0,0,3,0,0,4249,4400,32,0,96.6,bonus_as10_gae1_no,107,700000,,,,,34,20,8,8,7,14,1,1,1,112,61,33,26,23,40,8,3,5
63876,2026-04-06 17:55:23,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50329191289325,36642,5,5,1,8,0,0,0,0,1,4250,4400,32,1,96.6,bonus_as10_gae1_no,107,700000,,GCEaster26,,"{""slot_on_"":""14821\/35000@m17""}",35,20,8,8,7,15,1,1,1,113,61,33,26,23,41,8,3,5
63877,2026-04-06 17:55:28,4,6,2,steal,spins,goldSack,gold,1,false,20000000,50329211289325,36442,5,5,200,8,0,1,0,1,0,4250,4400,32,0,96.6,bonus_as10_gae1_no,107,700000,,,,,36,20,9,8,8,15,1,1,1,114,61,34,26,24,41,8,3,5
63878,2026-04-06 17:55:29,30,2,2,accumulation,goldSack,goldSack,gold,1,false,30000000,50329241289325,36242,5,5,200,8,0,0,0,0,1,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,,,,37,20,9,8,8,16,1,1,1,115,61,34,26,24,42,8,3,5
63879,2026-04-06 17:55:32,1,4,6,coin,steal,spins,gold,1,false,5000000,50329246289325,48142,5,5,200,8,0,1,0,1,0,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,,,,38,20,10,8,9,16,1,1,1,116,61,35,26,25,42,8,3,5
63880,2026-04-06 17:55:33,3,1,1,attack,coin,coin,gold,1,false,10000000,50329256289325,47942,5,5,200,8,1,0,0,0,0,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,,,,39,21,10,8,9,16,1,1,1,117,62,35,26,25,42,8,3,5
63881,2026-04-06 17:55:34,1,4,6,coin,steal,spins,gold,1,false,5000000,50329261289325,47742,5,5,200,8,0,1,0,1,0,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,,,"{""4fdd0917"":""91\/500@m14""}",40,21,11,8,10,16,1,1,1,118,62,36,26,26,42,8,3,5
63882,2026-04-06 17:55:38,1,4,6,coin,steal,spins,gold,1,false,25000,50329261314325,47741,5,5,1,8,0,1,0,1,0,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,,,"{""6cad4489"":""1198\/1400@m5""}",41,21,12,8,11,16,1,1,1,119,62,37,26,27,42,8,3,5
63883,2026-04-06 17:55:39,3,3,3,attack,attack,attack,attack,2,true,0,50329261314325,47740,5,5,1,8,3,0,0,0,0,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,,,"{""f9d0b53c"":""980\/1800@m2""}",42,24,12,8,11,16,2,1,1,120,65,37,26,27,42,9,3,5
63884,2026-04-06 17:55:43,4,6,2,steal,spins,goldSack,gold,1,false,100000,50329269994325,47739,5,5,1,8,0,1,0,1,0,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,GCEaster26,,"{""slot_on_"":""14822\/35000@m17""}",43,24,13,8,12,16,2,1,1,121,65,38,26,28,42,9,3,5
63885,2026-04-06 17:55:44,5,5,5,shield,shield,shield,shield,3,true,1,50329269994325,47739,5,5,1,8,0,0,3,0,0,50,300,33,0,16.7,bonus_as10_gae1_no,107,700000,,,,,44,24,13,11,12,16,2,1,2,122,65,38,29,28,42,9,3,6
63886,2026-04-06 17:55:46,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,50329270019325,47738,5,5,1,8,0,0,0,0,2,52,300,33,2,17.3,bonus_as10_gae1_no,107,700000,,,,,45,24,13,11,12,18,2,1,2,123,65,38,29,28,44,9,3,6
63887,2026-04-06 17:55:47,6,6,6,spins,spins,spins,spins,5,true,10,50329270019325,47747,5,5,1,8,0,0,0,3,0,52,300,33,0,17.3,bonus_as10_gae1_no,107,700000,,,,,46,24,13,11,15,18,2,1,2,124,65,38,29,31,44,9,3,6
63888,2026-04-06 17:55:55,6,6,2,spins,spins,goldSack,gold,1,false,5000000,50329275019325,47697,5,5,50,8,0,0,0,2,0,52,300,33,0,17.3,bonus_as10_gae1_no,107,700000,,,,,47,24,13,11,17,18,2,1,2,1,0,0,0,2,0,0,0,0
63889,2026-04-06 17:55:56,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,50329282519325,47647,5,5,50,8,0,0,0,0,1,102,300,33,50,34.0,bonus_as10_gae1_no,107,700000,,,,"{""6cad4489"":""1298\/1400@m5""}",48,24,13,11,17,19,2,1,2,2,0,0,0,2,1,0,0,0
63890,2026-04-06 17:55:58,5,5,5,shield,shield,shield,shield,3,true,50,50329282519325,47647,5,5,50,8,0,0,3,0,0,102,300,33,0,34.0,bonus_as10_gae1_no,107,700000,,,,,49,24,13,14,17,19,2,1,3,3,0,0,3,2,1,0,0,1
63891,2026-04-06 17:55:58,3,1,1,attack,coin,coin,gold,1,false,2500000,50329285019325,47597,5,5,50,8,1,0,0,0,0,102,300,33,0,34.0,bonus_as10_gae1_no,107,700000,,,,,50,25,13,14,17,19,2,1,3,4,1,0,3,2,1,0,0,1
63892,2026-04-06 17:55:59,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,50329292519325,47547,5,5,50,8,0,0,0,0,1,152,300,33,50,50.7,bonus_as10_gae1_no,107,700000,,,,,51,25,13,14,17,20,2,1,3,5,1,0,3,2,2,0,0,1
63893,2026-04-06 17:56:01,4,6,2,steal,spins,goldSack,gold,1,false,5000000,50329297519325,47497,5,5,50,8,0,1,0,1,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,,,,52,25,14,14,18,20,2,1,3,6,1,1,3,3,2,0,0,1
63894,2026-04-06 17:56:01,1,1,1,coin,coin,coin,gold,1,true,12500000,50329310019325,47447,5,5,50,8,0,0,0,0,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,,,,53,25,14,14,18,20,2,1,3,7,1,1,3,3,2,0,0,1
63895,2026-04-06 17:56:02,2,2,2,goldSack,goldSack,goldSack,gold,1,true,100000000,50329410019325,47397,5,5,50,8,0,0,0,0,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,,,,54,25,14,14,18,20,2,1,3,8,1,1,3,3,2,0,0,1
63896,2026-04-06 17:56:03,4,6,2,steal,spins,goldSack,gold,1,false,5000000,50329415019325,47347,5,5,50,8,0,1,0,1,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,,,,55,25,15,14,19,20,2,1,3,9,1,2,3,4,2,0,0,1
63897,2026-04-06 17:56:04,2,2,2,goldSack,goldSack,goldSack,gold,1,true,100000000,50329515019325,47297,5,5,50,8,0,0,0,0,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,,,,56,25,15,14,19,20,2,1,3,10,1,2,3,4,2,0,0,1
63898,2026-04-06 17:56:05,3,1,1,attack,coin,coin,gold,1,false,2500000,50329517519325,47247,5,5,50,8,1,0,0,0,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,,,,57,26,15,14,19,20,2,1,3,11,2,2,3,4,2,0,0,1
63899,2026-04-06 17:56:07,2,2,2,goldSack,goldSack,goldSack,gold,1,true,100000000,50329617519325,47197,5,5,50,8,0,0,0,0,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,GCEaster26,,"{""slot_on_"":""14872\/35000@m17"",""4fdd0917"":""191\/500@m14""}",58,26,15,14,19,20,2,1,3,12,2,2,3,4,2,0,0,1
63900,2026-04-06 17:56:07,1,4,4,coin,steal,steal,gold,1,false,1250000,50329618769325,47147,5,5,50,8,0,2,0,0,0,152,300,33,0,50.7,bonus_as10_gae1_no,107,700000,,,,,59,26,17,14,19,20,2,1,3,13,2,4,3,4,2,0,0,1
63901,2026-04-06 17:56:09,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,50329626269325,47097,5,5,50,8,0,0,0,0,1,202,300,33,50,67.3,bonus_as10_gae1_no,107,700000,,,,,60,26,17,14,19,21,2,1,3,14,2,4,3,4,3,0,0,1
63902,2026-04-06 17:56:10,1,4,6,coin,steal,spins,gold,1,false,1250000,50329627519325,47047,5,5,50,8,0,1,0,1,0,202,300,33,0,67.3,bonus_as10_gae1_no,107,700000,,,,,61,26,18,14,20,21,2,1,3,15,2,5,3,5,3,0,0,1
63903,2026-04-06 17:56:11,3,1,1,attack,coin,coin,gold,1,false,2500000,50329630019325,46997,5,5,50,8,1,0,0,0,0,202,300,33,0,67.3,bonus_as10_gae1_no,107,700000,,,,,62,27,18,14,20,21,2,1,3,16,3,5,3,5,3,0,0,1
63904,2026-04-06 17:56:12,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,50329637519325,46947,5,5,50,8,0,0,0,0,1,252,300,33,50,84.0,bonus_as10_gae1_no,107,700000,,GCEaster26,,"{""slot_on_"":""14922\/35000@m17""}",63,27,18,14,20,22,2,1,3,17,3,5,3,5,4,0,0,1
63905,2026-04-06 17:56:13,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,50329637519325,46897,5,5,50,8,0,0,0,0,3,127,225,36,0,56.4,,107,700000,,GCEaster26,,"{""slot_on_"":""14972\/35000@m17""}",64,27,18,14,20,25,2,1,3,18,3,5,3,5,7,0,0,1
63906,2026-04-06 17:56:25,1,1,1,coin,coin,coin,gold,1,true,12500000,50331625019325,46847,5,5,50,8,0,0,0,0,0,127,225,36,0,56.4,,107,700000,,,,,1,0,0,0,0,0,0,0,0,19,3,5,3,5,7,0,0,1
63907,2026-04-06 17:56:25,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,50331632519325,46797,5,5,50,8,0,0,0,0,1,177,225,36,50,78.7,,107,700000,,,,,2,0,0,0,0,1,0,0,0,20,3,5,3,5,8,0,0,1
63908,2026-04-06 17:56:30,3,4,2,attack,steal,goldSack,gold,1,false,100000,50331632619325,46796,5,5,1,8,1,1,0,0,0,177,225,36,0,78.7,,107,700000,,,,"{""6cad4489"":""1300\/1400@m5""}",3,1,1,0,0,1,0,0,0,21,4,6,3,5,8,0,0,1
63909,2026-04-06 17:56:31,3,1,5,attack,coin,shield,gold,1,false,25000,50331632644325,46795,5,5,1,8,1,0,1,0,0,177,225,36,0,78.7,,107,700000,,,,,4,2,1,1,0,1,0,0,0,22,5,6,4,5,8,0,0,1
63910,2026-04-06 17:56:31,1,4,6,coin,steal,spins,gold,1,false,25000,50331632669325,46794,5,5,1,8,0,1,0,1,0,177,225,36,0,78.7,,107,700000,,,,,5,2,2,1,1,1,0,0,0,23,5,7,4,6,8,0,0,1
63911,2026-04-06 17:56:32,1,1,1,coin,coin,coin,gold,1,true,250000,50331632919325,46793,5,5,1,8,0,0,0,0,0,177,225,36,0,78.7,,107,700000,,,,,6,2,2,1,1,1,0,0,0,24,5,7,4,6,8,0,0,1
63912,2026-04-06 17:56:33,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50331633069325,46792,5,5,1,8,0,0,0,0,1,178,225,36,1,79.1,,107,700000,,,,,7,2,2,1,1,2,0,0,0,25,5,7,4,6,9,0,0,1
63913,2026-04-06 17:56:34,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,50331633094325,46791,5,5,1,8,0,0,0,0,2,180,225,36,2,80.0,,107,700000,,,,,8,2,2,1,1,4,0,0,0,26,5,7,4,6,11,0,0,1
63914,2026-04-06 17:56:35,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50331633244325,46790,5,5,1,8,0,0,0,0,1,181,225,36,1,80.4,,107,700000,,GCEaster26,,"{""slot_on_"":""14973\/35000@m17""}",9,2,2,1,1,5,0,0,0,27,5,7,4,6,12,0,0,1
63915,2026-04-06 17:56:37,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,50331635244325,46789,5,5,1,8,0,0,0,0,0,181,225,36,0,80.4,,107,700000,,,,"{""f9d0b53c"":""982\/1800@m2""}",10,2,2,1,1,5,0,0,0,28,5,7,4,6,12,0,0,1
63916,2026-04-06 17:56:38,4,6,2,steal,spins,goldSack,gold,1,false,100000,50331635344325,46788,5,5,1,8,0,1,0,1,0,181,225,36,0,80.4,,107,700000,,,,,11,2,3,1,2,5,0,0,0,29,5,8,4,7,12,0,0,1
63917,2026-04-06 17:56:39,1,1,1,coin,coin,coin,gold,1,true,250000,50331635594325,46787,5,5,1,8,0,0,0,0,0,181,225,36,0,80.4,,107,700000,,,,,12,2,3,1,2,5,0,0,0,30,5,8,4,7,12,0,0,1
63918,2026-04-06 17:56:39,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,50331635619325,46786,5,5,1,8,0,0,0,0,2,183,225,36,2,81.3,,107,700000,,,,"{""4fdd0917"":""193\/500@m14""}",13,2,3,1,2,7,0,0,0,31,5,8,4,7,14,0,0,1
63919,2026-04-06 17:56:41,4,6,2,steal,spins,goldSack,gold,1,false,100000,50331635719325,46785,5,5,1,8,0,1,0,1,0,183,225,36,0,81.3,,107,700000,,,GCEaster26,"{""slot_on_"":""14974\/35000@m17""}",14,2,4,1,3,7,0,0,0,32,5,9,4,8,14,0,0,1
63920,2026-04-06 17:56:42,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,50331637719325,46784,5,5,1,8,0,0,0,0,0,183,225,36,0,81.3,,107,700000,,,,,15,2,4,1,3,7,0,0,0,33,5,9,4,8,14,0,0,1
63921,2026-04-06 17:56:43,3,3,3,attack,attack,attack,attack,2,true,0,50331637719325,46783,5,5,1,8,3,0,0,0,0,183,225,36,0,81.3,,107,700000,,,,"{""6cad4489"":""1302\/1400@m5""}",16,5,4,1,3,7,1,0,0,34,8,9,4,8,14,1,0,1
63922,2026-04-06 17:56:47,1,1,1,coin,coin,coin,gold,1,true,250000,50331663969325,46782,5,5,1,8,0,0,0,0,0,183,225,36,0,81.3,,107,700000,,,,,17,5,4,1,3,7,1,0,0,35,8,9,4,8,14,1,0,1
63923,2026-04-06 17:56:51,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50331664119325,46781,5,5,1,8,0,0,0,0,1,184,225,36,1,81.8,,107,700000,,,,,18,5,4,1,3,8,1,0,0,36,8,9,4,8,15,1,0,1
63924,2026-04-06 17:56:52,4,6,2,steal,spins,goldSack,gold,1,false,100000,50331664219325,46780,5,5,1,8,0,1,0,1,0,184,225,36,0,81.8,,107,700000,,,,,19,5,5,1,4,8,1,0,0,37,8,10,4,9,15,1,0,1
63925,2026-04-06 17:56:52,3,3,3,attack,attack,attack,attack,2,true,0,50331664219325,46779,5,5,1,8,3,0,0,0,0,184,225,36,0,81.8,,107,700000,,,,,20,8,5,1,4,8,2,0,0,38,11,10,4,9,15,2,0,1
63926,2026-04-06 17:56:56,3,3,3,attack,attack,attack,attack,2,true,0,50331690219325,46778,5,5,1,8,3,0,0,0,0,184,225,36,0,81.8,,107,700000,,,,,21,11,5,1,4,8,3,0,0,39,14,10,4,9,15,3,0,1
63927,2026-04-06 17:57:00,6,6,2,spins,spins,goldSack,gold,1,false,100000,50331698899325,46777,5,5,1,8,0,0,0,2,0,184,225,36,0,81.8,,107,700000,,,,,22,11,5,1,6,8,3,0,0,40,14,10,4,11,15,3,0,1
63928,2026-04-06 17:57:01,3,3,3,attack,attack,attack,attack,2,true,0,50331698899325,46776,5,5,1,8,3,0,0,0,0,184,225,36,0,81.8,,107,700000,,,,,23,14,5,1,6,8,4,0,0,41,17,10,4,11,15,4,0,1
63929,2026-04-06 17:57:04,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,50331726899325,46775,5,5,1,8,0,0,0,0,0,184,225,36,0,81.8,,107,700000,,,,,24,14,5,1,6,8,4,0,0,42,17,10,4,11,15,4,0,1
63930,2026-04-06 17:57:05,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50331727049325,46774,5,5,1,8,0,0,0,0,1,185,225,36,1,82.2,,107,700000,,,GCEaster26,"{""slot_on_"":""14975\/35000@m17""}",25,14,5,1,6,9,4,0,0,43,17,10,4,11,16,4,0,1
63931,2026-04-06 17:57:06,5,5,5,shield,shield,shield,shield,3,true,1,50331727049325,46774,5,5,1,8,0,0,3,0,0,185,225,36,0,82.2,,107,700000,,,,,26,14,5,4,6,9,4,0,1,44,17,10,7,11,16,4,0,2
63932,2026-04-06 17:57:07,4,4,4,steal,steal,steal,steal,4,true,0,50331727049325,46773,5,5,1,8,0,3,0,0,0,185,225,36,0,82.2,,107,700000,,,,,27,14,8,4,6,9,4,1,1,45,17,13,7,11,16,4,1,2
63933,2026-04-06 17:57:14,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50331864581325,46772,5,5,1,8,0,0,0,0,1,186,225,36,1,82.7,,107,700000,,,,,28,14,8,4,6,10,4,1,1,46,17,13,7,11,17,4,1,2
63934,2026-04-06 17:57:15,3,3,2,attack,attack,goldSack,gold,1,false,100000,50331864681325,46771,5,5,1,8,2,0,0,0,0,186,225,36,0,82.7,,107,700000,,,,,29,16,8,4,6,10,4,1,1,47,19,13,7,11,17,4,1,2
63935,2026-04-06 17:57:16,3,1,1,attack,coin,coin,gold,1,false,50000,50331864731325,46770,5,5,1,8,1,0,0,0,0,186,225,36,0,82.7,,107,700000,,,,,30,17,8,4,6,10,4,1,1,48,20,13,7,11,17,4,1,2
63936,2026-04-06 17:57:16,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,50331864881325,46769,5,5,1,8,0,0,0,0,1,187,225,36,1,83.1,,107,700000,,,,,31,17,8,4,6,11,4,1,1,49,20,13,7,11,18,4,1,2
63937,2026-04-06 17:57:18,3,1,5,attack,coin,shield,gold,1,false,25000,50331864906325,46768,5,5,1,8,1,0,1,0,0,187,225,36,0,83.1,,107,700000,,,,"{""6cad4489"":""1304\/1400@m5""}",32,18,8,5,6,11,4,1,1,50,21,13,8,11,18,4,1,2
63938,2026-04-06 17:57:18,3,3,3,attack,attack,attack,attack,2,true,0,50331864906325,46767,5,5,1,8,3,0,0,0,0,187,225,36,0,83.1,,107,700000,,,,,33,21,8,5,6,11,5,1,1,51,24,13,8,11,18,5,1,2
63939,2026-04-06 17:57:22,4,4,4,steal,steal,steal,steal,4,true,0,50331890906325,46766,5,5,1,8,0,3,0,0,0,187,225,36,0,83.1,,107,700000,,,,,34,21,11,5,6,11,5,2,1,52,24,16,8,11,18,5,2,2
63940,2026-04-06 17:57:28,3,1,1,attack,coin,coin,gold,1,false,50000,50332009006325,46765,5,5,1,8,1,0,0,0,0,187,225,36,0,83.1,,107,700000,,,,,35,22,11,5,6,11,5,2,1,53,25,16,8,11,18,5,2,2
63941,2026-04-06 17:57:28,3,1,6,attack,coin,spins,gold,1,false,25000,50332009031325,46764,5,5,1,8,1,0,0,1,0,187,225,36,0,83.1,,107,700000,GCEaster26,,,"{""slot_on_"":""14976\/35000@m17""}",36,23,11,5,7,11,5,2,1,54,26,16,8,12,18,5,2,2
63942,2026-04-06 17:57:29,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,50332011031325,46763,5,5,1,8,0,0,0,0,0,187,225,36,0,83.1,,107,700000,,,,,37,23,11,5,7,11,5,2,1,55,26,16,8,12,18,5,2,2
