feature,mean_importance
t,985.8333333333334
last_shd_triple_gap,605.1666666666666
last_stl_triple_gap,605.1666666666666
last_coin_triple_gap,514.5
acc_gap_lag4,497.8333333333333
spn_gap_lag3,478.3333333333333
vt_gap_lag1,467.5
last_gs_triple_gap,466.0
vt_gap_std3,456.6666666666667
spn_gap_lag4,452.1666666666667
spn_gap_lag2,448.3333333333333
last_atk_triple_gap,441.1666666666667
vt_gap_lag4,440.6666666666667
spn_gap_std3,432.8333333333333
spn_gap_lag1,422.8333333333333
acc_gap_lag3,415.8333333333333
acc_gap_lag2,407.8333333333333
acc_gap_lag1,404.8333333333333
vt_gap_mean3,399.8333333333333
acc_gap_std3,383.0
cum_any_triples,371.1666666666667
vt_gap_lag2,364.3333333333333
vt_gap_lag3,363.3333333333333
spn_gap_mean3,337.5
acc_gap_mean3,310.8333333333333
cum_gs_triple,264.3333333333333
cum_atk_triples,232.5
cum_coin_triple,224.16666666666666
cooldown_age,218.66666666666666
cum_shd_triples,199.0
cum_stl_triples,131.16666666666666
pvt_ACC,122.83333333333333
density_any_last10,120.0
last_any_triple_gap,115.16666666666667
cur_cat_id,97.16666666666667
cooldown_last10,55.5
cat_lag1,46.166666666666664
cat_lag2,41.0
cat_lag3,39.666666666666664
density_any_last5,33.5
pvt_SPN,31.833333333333332
cooldown_last5,19.0
last_real_triple_gap,18.166666666666668
reel_dup_last,13.0
reel_dup_streak,3.6666666666666665
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
