feature,mean_importance
t,893.1666666666666
last_coin_triple_gap,805.8333333333334
last_stl_triple_gap,738.1666666666666
last_gs_triple_gap,702.3333333333334
last_shd_triple_gap,678.5
last_atk_triple_gap,615.3333333333334
acc_gap_lag4,387.1666666666667
vt_gap_lag1,381.0
cooldown_age,379.1666666666667
vt_gap_lag4,378.1666666666667
vt_gap_std3,377.8333333333333
spn_gap_lag3,367.0
spn_gap_lag4,361.3333333333333
spn_gap_std3,356.5
spn_gap_lag1,352.1666666666667
acc_gap_lag2,347.3333333333333
acc_gap_lag3,336.1666666666667
spn_gap_lag2,330.6666666666667
vt_gap_mean3,330.1666666666667
acc_gap_std3,312.8333333333333
vt_gap_lag2,309.6666666666667
acc_gap_lag1,308.8333333333333
vt_gap_lag3,302.3333333333333
spn_gap_mean3,291.8333333333333
cur_cat_id,289.1666666666667
cum_any_triples,272.6666666666667
acc_gap_mean3,269.8333333333333
last_any_triple_gap,237.66666666666666
cat_lag3,187.16666666666666
cat_lag1,184.83333333333334
density_any_last10,168.0
cum_atk_triples,167.16666666666666
cat_lag2,163.66666666666666
cum_coin_triple,150.83333333333334
cooldown_last10,132.16666666666666
cum_gs_triple,129.5
cum_shd_triples,99.0
pvt_ACC,84.83333333333333
density_any_last5,84.33333333333333
cum_stl_triples,82.83333333333333
cooldown_last5,61.333333333333336
last_real_triple_gap,38.666666666666664
pvt_SPN,23.333333333333332
reel_dup_last,17.5
reel_dup_streak,12.0
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
