feature,mean_importance
t,943.8333333333334
last_stl_triple_gap,598.6666666666666
vt_gap_lag1,571.0
last_shd_triple_gap,560.0
acc_gap_lag4,511.1666666666667
vt_gap_lag4,508.5
spn_gap_lag4,499.3333333333333
acc_gap_lag3,473.8333333333333
spn_gap_std3,473.8333333333333
acc_gap_lag2,454.0
spn_gap_lag2,450.3333333333333
vt_gap_std3,448.1666666666667
spn_gap_lag3,443.8333333333333
vt_gap_lag3,435.8333333333333
last_gs_triple_gap,433.5
last_atk_triple_gap,429.6666666666667
last_coin_triple_gap,429.6666666666667
acc_gap_std3,426.5
vt_gap_mean3,424.5
vt_gap_lag2,411.8333333333333
cum_any_triples,399.6666666666667
spn_gap_lag1,398.3333333333333
acc_gap_lag1,381.1666666666667
acc_gap_mean3,375.8333333333333
spn_gap_mean3,337.3333333333333
cum_gs_triple,282.3333333333333
cum_atk_triples,260.6666666666667
cum_coin_triple,241.5
cum_shd_triples,175.33333333333334
cooldown_age,169.0
cum_stl_triples,107.83333333333333
density_any_last10,100.33333333333333
last_any_triple_gap,70.66666666666667
cooldown_last10,57.833333333333336
cur_cat_id,43.833333333333336
pvt_ACC,38.166666666666664
density_any_last5,25.333333333333332
cat_lag3,24.0
cooldown_last5,23.166666666666668
cat_lag2,21.166666666666668
cat_lag1,14.833333333333334
pvt_SPN,13.166666666666666
last_real_triple_gap,8.0
reel_dup_last,2.0
reel_dup_streak,0.5
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
