feature,mean_importance
t,816.6666666666666
last_stl_triple_gap,712.6666666666666
last_shd_triple_gap,706.1666666666666
last_coin_triple_gap,686.5
last_gs_triple_gap,672.3333333333334
last_atk_triple_gap,613.5
vt_gap_lag1,447.3333333333333
vt_gap_lag4,414.0
spn_gap_lag4,403.8333333333333
spn_gap_std3,400.5
acc_gap_lag4,399.5
spn_gap_lag2,385.8333333333333
spn_gap_lag3,382.3333333333333
acc_gap_lag2,377.6666666666667
vt_gap_std3,376.6666666666667
acc_gap_lag3,375.5
acc_gap_std3,361.5
vt_gap_lag3,359.1666666666667
vt_gap_lag2,352.0
spn_gap_lag1,351.6666666666667
cooldown_age,345.8333333333333
vt_gap_mean3,338.3333333333333
acc_gap_lag1,319.8333333333333
acc_gap_mean3,313.8333333333333
spn_gap_mean3,310.0
cum_any_triples,301.6666666666667
cur_cat_id,203.33333333333334
last_any_triple_gap,196.0
cum_atk_triples,179.16666666666666
cum_coin_triple,172.5
cum_gs_triple,169.83333333333334
cat_lag3,137.33333333333334
cat_lag1,131.66666666666666
density_any_last10,129.66666666666666
cum_shd_triples,127.16666666666667
cat_lag2,120.5
cooldown_last10,109.66666666666667
density_any_last5,83.16666666666667
cum_stl_triples,74.5
cooldown_last5,43.833333333333336
pvt_ACC,35.0
last_real_triple_gap,32.666666666666664
pvt_SPN,12.5
reel_dup_streak,10.5
reel_dup_last,6.166666666666667
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
