feature,mean_importance
t,981.5
last_shd_triple_gap,884.0
last_stl_triple_gap,813.5
last_atk_triple_gap,670.6666666666666
last_gs_triple_gap,643.0
last_coin_triple_gap,577.1666666666666
vt_gap_lag1,429.3333333333333
acc_gap_lag4,409.5
spn_gap_lag2,405.0
vt_gap_lag4,402.5
acc_gap_lag2,386.0
cooldown_age,370.3333333333333
acc_gap_std3,367.3333333333333
spn_gap_lag4,361.0
spn_gap_lag1,359.3333333333333
spn_gap_std3,344.3333333333333
vt_gap_lag3,338.6666666666667
vt_gap_mean3,336.1666666666667
spn_gap_lag3,319.5
vt_gap_std3,312.6666666666667
vt_gap_lag2,310.3333333333333
acc_gap_lag3,302.8333333333333
acc_gap_mean3,301.3333333333333
cum_any_triples,294.1666666666667
spn_gap_mean3,283.8333333333333
acc_gap_lag1,261.8333333333333
cum_atk_triples,199.66666666666666
cur_cat_id,195.66666666666666
cum_gs_triple,178.0
last_any_triple_gap,166.5
cat_lag2,152.83333333333334
cat_lag3,152.0
cum_coin_triple,144.5
density_any_last10,132.5
cooldown_last10,121.83333333333333
cum_shd_triples,119.16666666666667
cat_lag1,109.5
pvt_ACC,105.5
cum_stl_triples,92.33333333333333
density_any_last5,46.833333333333336
cooldown_last5,38.833333333333336
last_real_triple_gap,25.0
reel_dup_last,24.833333333333332
pvt_SPN,24.333333333333332
reel_dup_streak,4.333333333333333
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
