feature,mean_importance
t,864.0
last_shd_triple_gap,850.8333333333334
last_stl_triple_gap,774.3333333333334
last_atk_triple_gap,728.6666666666666
last_coin_triple_gap,692.6666666666666
last_gs_triple_gap,674.0
cooldown_age,408.3333333333333
acc_gap_lag4,406.0
vt_gap_lag1,391.0
spn_gap_lag2,382.6666666666667
vt_gap_lag4,382.3333333333333
acc_gap_lag2,360.0
acc_gap_std3,352.5
spn_gap_lag1,341.1666666666667
spn_gap_lag4,339.5
spn_gap_std3,328.6666666666667
acc_gap_lag3,323.8333333333333
spn_gap_lag3,310.3333333333333
vt_gap_lag3,308.3333333333333
vt_gap_lag2,304.0
vt_gap_std3,292.1666666666667
cur_cat_id,292.0
acc_gap_mean3,289.6666666666667
spn_gap_mean3,277.0
acc_gap_lag1,275.6666666666667
vt_gap_mean3,265.3333333333333
cum_any_triples,255.83333333333334
last_any_triple_gap,254.0
cat_lag3,210.0
cat_lag2,208.5
cat_lag1,200.0
cum_atk_triples,157.16666666666666
cum_gs_triple,131.66666666666666
cum_coin_triple,129.5
density_any_last10,126.66666666666667
cooldown_last10,110.5
density_any_last5,107.66666666666667
pvt_ACC,99.0
cum_shd_triples,98.33333333333333
cum_stl_triples,77.66666666666667
cooldown_last5,40.166666666666664
last_real_triple_gap,39.5
pvt_SPN,23.0
reel_dup_last,9.666666666666666
reel_dup_streak,6.166666666666667
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
