acct,session,round_idx,spins,cost,shields_or_hammers,catch_bet,catch_level,breakdown
Ahmed,0,142,111,948,4,50,4,68@1 13@2 13@3 1@15 16@50
Ahmed,0,143,59,135,2,3,2,8@1 26@2 25@3
Ahmed,0,144,147,590346,8,20000,8,13@1 26@2 2@3 25@15 20@50 1@400 27@1500 8@6000 25@20000
Ahmed,0,145,69,1174,4,50,4,18@1 9@2 16@3 6@15 20@50
Ahmed,0,146,127,1660,4,50,4,40@1 15@2 10@3 44@15 18@50
Ahmed,0,147,49,63,2,3,2,38@1 8@2 3@3
Ahmed,0,148,117,9492,5,400,5,5@1 45@2 24@3 15@15 6@50 22@400
Ahmed,0,149,48,58,1,2,1,38@1 10@2
Ahmed,0,150,151,104210,7,6000,7,27@1 1@2 7@3 54@15 7@50 10@400 38@1500 7@6000
Ahmed,0,151,128,4546,5,400,5,20@1 34@2 1@3 57@15 8@50 8@400
Ahmed,0,152,42,71,1,2,1,13@1 29@2
Ahmed,0,153,170,221361,8,20000,8,7@1 20@2 18@3 24@15 62@50 2@400 26@1500 3@6000 8@20000
Ahmed,0,154,49,261,3,15,3,7@1 16@2 14@3 12@15
Ahmed,0,155,101,2602,5,400,5,2@1 55@2 5@3 5@15 32@50 2@400
Ahmed,0,156,123,1419,4,50,4,33@1 39@2 16@3 14@15 21@50
Ahmed,0,157,40,50,1,2,1,30@1 10@2
Ahmed,0,158,108,27282,6,1500,6,8@1 10@2 33@3 7@15 5@50 37@400 8@1500
Ahmed,0,159,141,40921,6,1500,6,40@1 19@2 1@3 46@15 7@50 2@400 26@1500
Ahmed,0,160,137,3793,5,400,5,2@1 43@2 60@3 15@15 10@50 7@400
Ahmed,0,161,86,678,4,50,4,1@1 61@2 10@3 5@15 9@50
Ahmed,0,162,29,48,1,2,1,10@1 19@2
Ahmed,0,163,141,11705,6,1500,6,9@1 14@2 41@3 23@15 36@50 16@400 2@1500
Ahmed,0,164,132,20340,6,1500,6,19@1 29@2 11@3 2@15 58@50 2@400 11@1500
Ahmed,0,165,84,177,2,3,2,21@1 33@2 30@3
Ahmed,0,166,83,1539,4,50,4,2@1 6@2 25@3 30@15 20@50
Ahmed,0,167,72,174,2,3,2,4@1 34@2 34@3
Ahmed,0,168,135,132608,7,6000,7,9@1 4@2 12@3 17@15 8@50 41@400 33@1500 11@6000
Ahmed,0,169,81,1528,4,50,4,15@1 4@2 25@3 12@15 25@50
Ahmed,0,170,117,12238,6,1500,6,4@1 39@2 17@3 7@15 26@50 23@400 1@1500
Ahmed,0,171,140,242595,7,6000,7,8@1 8@2 47@3 2@15 20@50 11@400 6@1500 38@6000
Ahmed,0,172,27,27,0,1,0,27@1
Ahmed,0,173,78,458,4,50,4,11@1 40@2 9@3 16@15 2@50
Ahmed,0,174,104,11347,5,400,5,19@1 2@2 3@3 41@15 14@50 25@400
Ahmed,0,175,130,14894,6,1500,6,11@1 24@2 35@3 22@15 18@50 15@400 5@1500
Ahmed,0,176,148,6682,5,400,5,22@1 6@2 51@3 33@15 24@50 12@400
Ahmed,0,177,58,101,2,3,2,16@1 41@2 1@3
Ahmed,0,178,153,279388,7,6000,7,6@1 22@2 16@3 26@15 10@50 6@400 28@1500 39@6000
Ahmed,0,179,44,135,3,15,3,19@1 19@2 1@3 5@15
Ahmed,0,180,78,112,1,2,1,44@1 34@2
Ahmed,0,181,140,11921,6,1500,6,30@1 16@2 18@3 7@15 58@50 7@400 4@1500
Ahmed,0,182,101,9400,5,400,5,35@1 6@2 16@3 7@15 16@50 21@400
Ahmed,0,183,140,2413,5,400,5,13@1 33@2 63@3 13@15 15@50 3@400
Ahmed,0,184,37,53,1,2,1,21@1 16@2
Ahmed,0,185,89,2202,4,50,4,1@1 28@2 10@3 11@15 39@50
Ahmed,0,186,134,36523,6,1500,6,45@1 4@2 10@3 6@15 41@50 7@400 21@1500
Ahmed,0,187,54,451,3,15,3,12@1 11@2 4@3 27@15
Ahmed,0,188,139,143958,7,6000,7,32@1 2@2 4@3 24@15 25@50 7@400 29@1500 16@6000
Ahmed,0,189,79,1389,4,50,4,24@1 3@2 13@3 18@15 21@50
Ahmed,0,190,123,5696,5,400,5,28@1 28@2 4@3 30@15 23@50 10@400
Ahmed,0,191,120,163697,7,6000,7,2@1 5@2 30@3 33@15 10@50 9@400 6@1500 25@6000
Ahmed,0,192,30,30,0,1,0,30@1
Ahmed,1,193,134,21445,7,6000,7,32@1 37@2 23@3 28@15 1@50 7@400 4@1500 2@6000
Ahmed,1,194,124,1283,4,50,4,45@1 13@2 34@3 14@15 18@50
Ahmed,1,195,78,1202,4,50,4,8@1 19@2 17@3 17@15 17@50
Ahmed,1,196,57,89,1,2,1,25@1 32@2
Ahmed,1,197,176,589432,9,20000,8,9@1 12@2 18@3 3@15 28@50 21@400 25@1500 47@6000 13@20000
Ahmed,1,198,105,21525,5,400,5,14@1 17@2 9@3 10@15 2@50 53@400
Ahmed,1,199,85,1482,4,50,4,18@1 1@2 19@3 27@15 20@50
Ahmed,1,200,118,16990,5,400,5,21@1 9@2 7@3 2@15 42@50 37@400
Ahmed,1,201,35,172,3,15,3,18@1 5@2 3@3 9@15
Ahmed,1,202,157,4609,5,400,5,19@1 16@2 41@3 59@15 15@50 7@400
Ahmed,1,203,25,44,1,2,1,6@1 19@2
Ahmed,1,204,133,420985,8,20000,8,8@1 9@2 28@3 5@15 12@50 23@400 10@1500 26@6000 12@20000
Ahmed,1,205,86,141,2,3,2,49@1 19@2 18@3
Ahmed,1,206,260,1364931,10,20000,8,23@1 8@2 29@3 37@15 13@50 4@400 4@1500 106@6000 36@20000
Ahmed,1,207,75,162,2,3,2,12@1 39@2 24@3
Ahmed,1,208,117,67566,7,6000,7,7@1 27@2 5@3 46@15 8@50 1@400 16@1500 7@6000
Ahmed,1,209,79,143,2,3,2,38@1 18@2 23@3
Ahmed,1,210,97,2158,4,50,4,13@1 35@2 5@3 4@15 40@50
Ahmed,1,211,103,2560,4,50,4,20@1 4@2 19@3 15@15 45@50
Ahmed,1,212,163,200974,7,6000,7,1@1 32@2 28@3 25@15 13@50 12@400 26@1500 26@6000
Ahmed,1,213,193,1423811,9,20000,8,42@1 20@2 3@3 8@15 12@50 5@400 2@1500 43@6000 58@20000
Ahmed,1,214,121,9934,5,400,5,2@1 40@2 4@3 46@15 7@50 22@400
Ahmed,1,215,149,55290,6,1500,6,11@1 4@2 32@3 35@15 21@50 14@400 32@1500
Ahmed,1,216,123,20323,5,400,5,34@1 2@2 5@3 8@15 27@50 47@400
Ahmed,1,217,94,2798,4,50,4,5@1 4@2 20@3 15@15 50@50
Ahmed,1,218,142,238361,7,6000,7,2@1 7@2 10@3 21@15 8@50 39@400 24@1500 31@6000
Ahmed,1,219,53,106,2,3,2,12@1 29@2 12@3
Ahmed,1,220,163,225650,8,20000,8,32@1 3@2 39@3 3@15 1@50 26@400 34@1500 24@6000 1@20000
Ahmed,1,221,97,1054,4,50,4,16@1 16@2 47@3 1@15 17@50
Ahmed,1,222,46,305,3,15,3,17@1 3@2 9@3 17@15
Ahmed,1,223,181,96643,7,6000,7,46@1 1@2 35@3 26@15 4@50 56@400 1@1500 12@6000
Ahmed,1,224,16,16,0,1,0,16@1
Ahmed,1,225,101,1823,4,50,4,34@1 6@2 4@3 31@15 26@50
Ahmed,1,226,101,17826,6,1500,6,24@1 17@2 6@3 20@15 11@50 16@400 7@1500
Ahmed,1,227,153,10576,5,400,5,46@1 17@2 2@3 56@15 9@50 23@400
Ahmed,1,228,69,172,2,3,2,10@1 15@2 44@3
Ahmed,1,229,69,1862,5,400,5,6@1 11@2 23@3 21@15 5@50 3@400
Ahmed,1,230,162,205557,8,20000,8,15@1 9@2 13@3 9@15 47@50 35@400 22@1500 6@6000 6@20000
Ahmed,1,231,44,44,0,1,0,44@1
Ahmed,1,232,118,27420,6,1500,6,8@1 5@2 4@3 6@15 62@50 23@400 10@1500
Ahmed,1,233,149,997016,8,20000,8,30@1 14@2 1@3 37@15 12@50 2@400 2@1500 2@6000 49@20000
Ahmed,1,234,110,1984,4,50,4,22@1 6@2 45@3 1@15 36@50
Ahmed,1,235,84,639,3,15,3,33@1 3@2 10@3 38@15
Ahmed,1,236,40,164,3,15,3,7@1 2@2 26@3 5@15
Ahmed,1,237,158,99953,6,1500,6,14@1 26@2 9@3 34@15 3@50 8@400 64@1500
Ahmed,1,238,52,221,3,15,3,3@1 1@2 42@3 6@15
Ahmed,1,239,114,36782,6,1500,6,8@1 8@2 31@3 31@15 10@50 3@400 23@1500
Ahmed,1,240,86,1322,5,400,5,10@1 51@2 15@3 1@15 7@50 2@400
Ahmed,1,241,99,302,3,15,3,71@1 9@2 6@3 13@15
Nick,0,242,85,1564,4,50,4,26@1 4@2 20@3 8@15 27@50
Nick,0,243,197,211792,7,6000,7,13@1 26@2 4@3 31@15 13@50 24@400 70@1500 16@6000
Nick,0,244,219,1697719,12,20000,8,4@1 5@2 65@3 14@15 8@50 11@400 19@1500 14@6000 79@20000
Nick,0,245,136,77627,7,6000,7,31@1 1@2 8@3 38@15 2@50 31@400 19@1500 6@6000
Nick,0,246,116,19473,5,400,5,30@1 7@2 8@3 7@15 18@50 46@400
Nick,0,247,139,30340,5,400,5,11@1 25@2 3@3 18@15 8@50 74@400
Nick,0,248,19,32,1,2,1,6@1 13@2
Nick,0,249,110,1099,4,50,4,27@1 4@2 13@3 65@15 1@50
Nick,0,250,163,24215,6,1500,6,2@1 44@2 10@3 73@15 14@50 7@400 13@1500
Nick,0,251,19,28,1,2,1,10@1 9@2
Nick,0,252,250,2572646,13,20000,8,12@1 8@2 1@3 31@15 9@50 18@400 19@1500 36@6000 116@20000
Nick,0,253,154,660747,8,20000,8,1@1 49@2 1@3 23@15 8@50 6@400 1@1500 46@6000 19@20000
Nick,0,254,18,24,2,3,2,14@1 2@2 2@3
Nick,0,255,40,40,0,1,0,40@1
Nick,0,256,340,4297573,14,20000,8,44@1 5@2 8@3 13@15 4@50 24@400 17@1500 17@6000 208@20000
Nick,0,257,90,195431,7,6000,7,15@1 3@2 10@3 2@15 19@50 6@400 4@1500 31@6000
Nick,0,258,159,32834,6,1500,6,24@1 7@2 47@3 7@15 1@50 70@400 3@1500
Nick,1,259,103,3808,5,400,5,3@1 44@2 14@3 25@15 10@50 7@400
Nick,1,260,76,139,2,3,2,36@1 17@2 23@3
Nick,1,261,122,15071,5,400,5,11@1 20@2 20@3 4@15 34@50 33@400
Nick,1,262,149,447941,8,20000,8,9@1 27@2 6@3 24@15 40@50 5@400 5@1500 16@6000 17@20000
Nick,1,263,64,294,3,15,3,34@1 10@2 5@3 15@15
Nick,1,264,74,122,1,2,1,26@1 48@2
