seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,cm_balance,profile_name,slot_prob_seg
67708,2026-04-13 05:27:47,3,3,3,attack,attack,attack,attack,2,true,0,11105035713801,161185,5,5,1,11,3,0,0,0,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,1,3,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67709,2026-04-13 05:27:55,3,3,3,attack,attack,attack,attack,2,true,0,11105042313801,161184,5,5,1,11,3,0,0,0,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,2,6,0,0,0,0,2,0,0,2,6,0,0,0,0,2,0,0,0,0,0,false,NORMAL,1,0,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67710,2026-04-13 05:27:59,3,3,3,attack,attack,attack,attack,2,true,0,11105064313801,161183,5,5,1,11,3,0,0,0,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,3,9,0,0,0,0,3,0,0,3,9,0,0,0,0,3,0,0,0,0,0,false,NORMAL,1,0,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67711,2026-04-13 05:28:04,3,4,2,attack,steal,goldSack,gold,1,false,100000,11105071013801,161182,5,5,1,11,1,1,0,0,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""32430\/56000@m25""}",4,10,1,0,0,0,3,0,0,4,10,1,0,0,0,3,0,0,3,4,0,false,BIG,5,4,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67712,2026-04-13 05:28:05,1,4,4,coin,steal,steal,gold,1,false,25000,11105071038801,161181,5,5,1,11,0,2,0,0,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,5,10,3,0,0,0,3,0,0,5,10,3,0,0,0,3,0,0,4,4,1,false,MIN,-7,-4,-3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67713,2026-04-13 05:28:06,4,6,2,steal,spins,goldSack,gold,1,false,100000,11105071138801,161180,5,5,1,11,0,1,0,1,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,6,10,4,0,1,0,3,0,0,6,10,4,0,1,0,3,0,0,3,6,4,false,SMALL,-1,1,-2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67714,2026-04-13 05:28:06,3,1,1,attack,coin,coin,gold,1,false,50000,11105071188801,161179,5,5,1,11,1,0,0,0,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""32431\/56000@m25""}",7,11,4,0,1,0,3,0,0,7,11,4,0,1,0,3,0,0,5,1,0,false,NORMAL,2,0,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67715,2026-04-13 05:28:07,3,3,3,attack,attack,attack,attack,2,true,0,11105071188801,161178,5,5,1,11,3,0,0,0,0,65166,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,8,14,4,0,1,0,4,0,0,8,14,4,0,1,0,4,0,0,0,0,0,false,NORMAL,1,-1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67716,2026-04-13 05:28:11,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,11105077938801,161177,5,5,1,11,0,0,0,0,1,65167,250000,76,1,26.1,bonus_bs15_gae1_no,107,700000,,,,,9,14,4,0,1,1,4,0,0,9,14,4,0,1,1,4,0,0,3,3,8,false,BIG,7,4,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67717,2026-04-13 05:28:12,6,6,6,spins,spins,spins,spins,5,true,10,11105077938801,161186,5,5,1,11,0,0,0,3,0,65167,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,LongExtraDayReduced,LongExtraDayReduced,"{""slot_on_"":""32436\/56000@m25""}",10,14,4,0,4,1,4,0,0,10,14,4,0,4,1,4,0,0,6,6,6,true,NORMAL,3,0,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67718,2026-04-13 05:28:14,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,11105077963801,161185,5,5,1,11,0,0,0,0,2,65169,250000,76,2,26.1,bonus_bs15_gae1_no,107,700000,,,,,11,14,4,0,4,3,4,0,0,1,0,0,0,0,2,0,0,0,5,8,8,false,NORMAL,1,-1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67719,2026-04-13 05:28:15,4,6,2,steal,spins,goldSack,gold,1,false,100000,11105078063801,161184,5,5,1,11,0,1,0,1,0,65169,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,12,14,5,0,5,3,4,0,0,2,0,1,0,1,2,0,0,0,3,6,4,false,BIG,4,1,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67720,2026-04-13 05:28:16,1,4,4,coin,steal,steal,gold,1,false,25000,11105078088801,161183,5,5,1,11,0,2,0,0,0,65169,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,13,14,7,0,5,3,4,0,0,3,0,3,0,1,2,0,0,0,4,4,5,false,BIG,5,1,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67721,2026-04-13 05:28:17,3,1,1,attack,coin,coin,gold,1,false,50000,11105078138801,161182,5,5,1,11,1,0,0,0,0,65169,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,14,15,7,0,5,3,4,0,0,4,1,3,0,1,2,0,0,0,5,1,0,false,NORMAL,2,-1,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67722,2026-04-13 05:28:17,1,4,6,coin,steal,spins,gold,1,false,25000,11105078163801,161181,5,5,1,11,0,1,0,1,0,65169,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,15,15,8,0,6,3,4,0,0,5,1,4,0,2,2,0,0,0,6,4,5,false,BIG,7,4,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67723,2026-04-13 05:28:18,1,4,6,coin,steal,spins,gold,1,false,25000,11105078188801,161180,5,5,1,11,0,1,0,1,0,65169,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,16,15,9,0,7,3,4,0,0,6,1,5,0,3,2,0,0,0,6,4,5,false,MAX,10,7,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67724,2026-04-13 05:28:19,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,11105078338801,161179,5,5,1,11,0,0,0,0,1,65170,250000,76,1,26.1,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""32437\/56000@m25""}",17,15,9,0,7,4,4,0,0,7,1,5,0,3,3,0,0,0,7,7,8,false,MAX,10,8,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67725,2026-04-13 05:28:25,1,1,6,coin,coin,spins,gold,1,false,20000000,11105098338801,160779,5,5,400,11,0,0,0,1,0,65170,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,18,15,9,0,8,4,4,0,0,8,1,5,0,4,3,0,0,0,6,1,5,false,BIG,4,3,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67726,2026-04-13 05:28:26,3,4,2,attack,steal,goldSack,gold,1,false,40000000,11105138338801,160379,5,5,400,11,1,1,0,0,0,65170,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,19,16,10,0,8,4,4,0,0,9,2,6,0,4,3,0,0,0,3,4,0,false,BIG,4,3,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67727,2026-04-13 05:28:27,3,1,5,attack,coin,shield,gold,1,false,10000000,11105148338801,159979,5,5,400,11,1,0,1,0,0,65170,250000,76,0,26.1,bonus_bs15_gae1_no,107,700000,,,,,20,17,10,1,8,4,4,0,0,10,3,6,1,4,3,0,0,0,2,1,0,false,NORMAL,1,1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67728,2026-04-13 05:28:28,30,2,2,accumulation,goldSack,goldSack,gold,1,false,60000000,11105208338801,159579,5,5,400,11,0,0,0,0,1,65570,250000,76,400,26.2,bonus_bs15_gae1_no,107,700000,,,,,21,17,10,1,8,5,4,0,0,11,3,6,1,4,4,0,0,0,3,7,8,false,BIG,6,5,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67729,2026-04-13 05:28:30,5,5,5,shield,shield,shield,shield,3,true,400,11105208338801,159579,5,5,400,11,0,0,3,0,0,65570,250000,76,0,26.2,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""32837\/56000@m25""}",22,17,10,4,8,5,4,0,1,12,3,6,4,4,4,0,0,1,2,2,2,false,NORMAL,0,-1,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67730,2026-04-13 05:33:24,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,11105708488801,159578,5,5,1,11,0,0,0,0,1,65571,250000,76,1,26.2,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""32838\/56000@m25""}",23,17,10,4,8,6,4,0,1,13,3,6,4,4,5,0,0,1,3,7,8,false,BIG,7,7,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67731,2026-04-13 05:33:42,1,1,1,coin,coin,coin,gold,1,true,12500000,11105720988801,159528,5,5,50,11,0,0,0,0,0,65571,250000,76,0,26.2,bonus_bs15_gae1_no,107,700000,,,,,24,17,10,4,8,6,4,0,1,14,3,6,4,4,5,0,0,1,1,5,1,false,MIN,-10,-7,-3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67732,2026-04-13 05:33:44,3,3,3,attack,attack,attack,attack,2,true,0,11105720988801,159478,5,5,50,11,3,0,0,0,0,65571,250000,76,0,26.2,bonus_bs15_gae1_no,107,700000,,,,,25,20,10,4,8,6,5,0,1,15,6,6,4,4,5,1,0,1,0,0,0,false,MIN,-5,-2,-3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67733,2026-04-13 05:33:49,3,1,4,attack,coin,steal,gold,1,false,1250000,11106052238801,159428,5,5,50,11,1,1,0,0,0,65571,250000,76,0,26.2,bonus_bs15_gae1_no,107,700000,,,,,26,21,11,4,8,6,5,0,1,16,7,7,4,4,5,1,0,1,4,5,0,false,SMALL,-2,-1,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67734,2026-04-13 05:33:50,3,3,2,attack,attack,goldSack,gold,1,false,5000000,11106057238801,159378,5,5,50,11,2,0,0,0,0,65571,250000,76,0,26.2,bonus_bs15_gae1_no,107,700000,,,,,27,23,11,4,8,6,5,0,1,17,9,7,4,4,5,1,0,1,3,0,0,false,NORMAL,1,2,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67735,2026-04-13 05:33:51,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,11106064738801,159328,5,5,50,11,0,0,0,0,1,65621,250000,76,50,26.2,bonus_bs15_gae1_no,107,700000,,,,,28,23,11,4,8,7,5,0,1,18,9,7,4,4,6,1,0,1,7,7,8,false,MAX,8,8,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67736,2026-04-13 05:33:52,3,1,1,attack,coin,coin,gold,1,false,2500000,11106067238801,159278,5,5,50,11,1,0,0,0,0,65621,250000,76,0,26.2,bonus_bs15_gae1_no,107,700000,,,,,29,24,11,4,8,7,5,0,1,19,10,7,4,4,6,1,0,1,5,1,0,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67737,2026-04-13 05:33:54,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,11106074738801,159228,5,5,50,11,0,0,0,0,1,65671,250000,76,50,26.3,bonus_bs15_gae1_no,107,700000,,,,,30,24,11,4,8,8,5,0,1,20,10,7,4,4,7,1,0,1,3,7,8,false,BIG,7,6,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67738,2026-04-13 05:33:55,1,1,1,coin,coin,coin,gold,1,true,12500000,11106087238801,159178,5,5,50,11,0,0,0,0,0,65671,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,,,,,31,24,11,4,8,8,5,0,1,21,10,7,4,4,7,1,0,1,5,5,1,false,MIN,-11,-9,-2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67739,2026-04-13 05:33:56,3,1,6,attack,coin,spins,gold,1,false,1250000,11106088488801,159128,5,5,50,11,1,0,0,1,0,65671,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,,,,,32,25,11,4,9,8,5,0,1,22,11,7,4,5,7,1,0,1,6,1,0,false,SMALL,-2,0,-2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67740,2026-04-13 05:33:58,6,6,2,spins,spins,goldSack,gold,1,false,5000000,11106093488801,159078,5,5,50,11,0,0,0,2,0,65671,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,,,,,33,25,11,4,11,8,5,0,1,23,11,7,4,7,7,1,0,1,7,6,6,false,NORMAL,1,1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67741,2026-04-13 05:33:59,3,1,4,attack,coin,steal,gold,1,false,1250000,11106094738801,159028,5,5,50,11,1,1,0,0,0,65671,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""32888\/56000@m25""}",34,26,12,4,11,8,5,0,1,24,12,8,4,7,7,1,0,1,4,1,0,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67742,2026-04-13 05:34:00,30,30,2,accumulation,accumulation,goldSack,gold,1,false,5000000,11106099738801,158978,5,5,50,11,0,0,0,0,2,65771,250000,76,100,26.3,bonus_bs15_gae1_no,107,700000,,,,,35,26,12,4,11,10,5,0,1,25,12,8,4,7,9,1,0,1,3,8,8,false,NORMAL,3,2,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67743,2026-04-13 05:34:02,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,11106107238801,158928,5,5,50,11,0,0,0,0,1,65821,250000,76,50,26.3,bonus_bs15_gae1_no,107,700000,,,,,36,26,12,4,11,11,5,0,1,26,12,8,4,7,10,1,0,1,3,3,8,false,BIG,6,6,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67744,2026-04-13 05:34:06,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,11106114738801,158878,5,5,50,11,0,0,0,0,1,65871,250000,76,50,26.3,bonus_bs15_gae1_no,107,700000,,,,,37,26,12,4,11,12,5,0,1,27,12,8,4,7,11,1,0,1,7,7,8,false,MAX,10,9,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67745,2026-04-13 05:34:09,2,2,2,goldSack,goldSack,goldSack,gold,1,true,720000000,11106834738801,158478,5,5,400,11,0,0,0,0,0,65871,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,LongExtraDayReduced,,"{""slot_on_"":""33688\/56000@m25""}",38,26,12,4,11,12,5,0,1,28,12,8,4,7,11,1,0,1,3,7,7,false,BIG,4,3,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67746,2026-04-13 05:34:11,4,4,4,steal,steal,steal,steal,4,true,0,11106834738801,158078,5,5,400,11,0,3,0,0,0,65871,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,,,,,39,26,15,4,11,12,5,1,1,29,12,11,4,7,11,1,1,1,4,4,4,false,MIN,-4,-5,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67747,2026-04-13 05:34:17,2,2,2,goldSack,goldSack,goldSack,gold,1,true,720000000,11133277938801,157678,5,5,400,11,0,0,0,0,0,65871,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,,,,,40,26,15,4,11,12,5,1,1,30,12,11,4,7,11,1,1,1,7,7,3,false,MAX,9,7,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67748,2026-04-13 05:34:20,2,2,2,goldSack,goldSack,goldSack,gold,1,true,720000000,11133997938801,157278,5,5,400,11,0,0,0,0,0,65871,250000,76,0,26.3,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""34088\/56000@m25""}",41,26,15,4,11,12,5,1,1,31,12,11,4,7,11,1,1,1,3,7,7,false,BIG,5,3,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67749,2026-04-13 05:34:22,30,2,2,accumulation,goldSack,goldSack,gold,1,false,60000000,11134057938801,156878,5,5,400,11,0,0,0,0,1,66271,250000,76,400,26.5,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""34488\/56000@m25""}",42,26,15,4,11,13,5,1,1,32,12,11,4,7,12,1,1,1,7,3,8,false,MAX,10,8,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67750,2026-04-13 05:34:26,1,1,1,coin,coin,coin,gold,1,true,375000000,11134432938801,155378,5,5,1500,11,0,0,0,0,0,66271,250000,76,0,26.5,bonus_bs15_gae1_no,107,700000,,,,,43,26,15,4,11,13,5,1,1,33,12,11,4,7,12,1,1,1,5,1,1,false,MIN,-5,-4,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67751,2026-04-13 05:34:29,3,1,1,attack,coin,coin,gold,1,false,2500000,11134435438801,155328,5,5,50,11,1,0,0,0,0,66271,250000,76,0,26.5,bonus_bs15_gae1_no,107,700000,,,,,44,27,15,4,11,13,5,1,1,34,13,11,4,7,12,1,1,1,1,5,0,false,MIN,-5,-2,-3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67752,2026-04-13 05:34:30,2,2,2,goldSack,goldSack,goldSack,gold,1,true,90000000,11134525438801,155278,5,5,50,11,0,0,0,0,0,66271,250000,76,0,26.5,bonus_bs15_gae1_no,107,700000,,,,,45,27,15,4,11,13,5,1,1,35,13,11,4,7,12,1,1,1,7,3,7,false,NORMAL,0,1,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67753,2026-04-13 05:34:32,3,3,2,attack,attack,goldSack,gold,1,false,5000000,11134530438801,155228,5,5,50,11,2,0,0,0,0,66271,250000,76,0,26.5,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""34538\/56000@m25""}",46,29,15,4,11,13,5,1,1,36,15,11,4,7,12,1,1,1,3,0,0,false,NORMAL,1,1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67754,2026-04-13 05:34:35,3,3,3,attack,attack,attack,attack,2,true,0,11134530438801,155178,5,5,50,11,3,0,0,0,0,66271,250000,76,0,26.5,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,LongExtraDayReduced,"{""slot_on_"":""34638\/56000@m25""}",47,32,15,4,11,13,6,1,1,37,18,11,4,7,12,2,1,1,0,0,0,false,SMALL,-2,-1,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67755,2026-04-13 05:34:39,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,11134860438801,155128,5,5,50,11,0,0,0,0,3,66771,250000,76,500,26.7,bonus_bs15_gae1_no,107,700000,,,,,48,32,15,4,11,16,6,1,1,38,18,11,4,7,15,2,1,1,8,8,8,true,NORMAL,1,1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67756,2026-04-13 05:34:41,1,1,6,coin,coin,spins,gold,1,false,2500000,11134862938801,155078,5,5,50,11,0,0,0,1,0,66771,250000,76,0,26.7,bonus_bs15_gae1_no,107,700000,,,,,1,0,0,0,1,0,0,0,0,39,18,11,4,8,15,2,1,1,6,1,5,false,NORMAL,3,2,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67757,2026-04-13 05:34:42,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,11134870438801,155028,5,5,50,11,0,0,0,0,1,66821,250000,76,50,26.7,bonus_bs15_gae1_no,107,700000,,,,,2,0,0,0,1,1,0,0,0,40,18,11,4,8,16,2,1,1,3,3,8,false,BIG,5,4,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67758,2026-04-13 05:34:46,1,6,6,coin,spins,spins,gold,1,false,25000,11134870463801,155027,5,5,1,11,0,0,0,2,0,66821,250000,76,0,26.7,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""34639\/56000@m25""}",3,0,0,0,3,1,0,0,0,41,18,11,4,10,16,2,1,1,6,6,5,false,BIG,4,3,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67759,2026-04-13 05:34:47,2,2,2,goldSack,goldSack,goldSack,gold,1,true,1800000,11134872263801,155026,5,5,1,11,0,0,0,0,0,66821,250000,76,0,26.7,bonus_bs15_gae1_no,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""34640\/56000@m25""}",4,0,0,0,3,1,0,0,0,42,18,11,4,10,16,2,1,1,7,7,7,false,BIG,4,3,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67760,2026-04-13 05:34:48,5,5,5,shield,shield,shield,shield,3,true,1,11134872263801,155026,5,5,1,11,0,0,3,0,0,66821,250000,76,0,26.7,bonus_bs15_gae1_no,107,700000,,,,,5,0,0,3,3,1,0,0,1,43,18,11,7,10,16,2,1,2,2,2,2,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67761,2026-04-13 05:34:49,5,5,5,shield,shield,shield,shield,3,true,1,11134872263801,155028,5,5,1,11,0,0,3,0,0,66821,250000,76,0,26.7,bonus_bs15_gae1_no,107,700000,,,,,6,0,0,6,3,1,0,0,2,44,18,11,10,10,16,2,1,3,2,2,2,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67762,2026-04-13 05:34:50,3,3,3,attack,attack,attack,attack,2,true,0,11134872263801,155027,5,5,1,11,3,0,0,0,0,66821,250000,76,0,26.7,bonus_bs15_gae1_no,107,700000,,,,,7,3,0,6,3,1,1,0,2,45,21,11,10,10,16,3,1,3,0,0,0,false,MIN,-3,-4,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67763,2026-04-13 05:34:55,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,11134878888801,155026,5,5,1,11,0,0,0,0,2,66823,250000,76,2,26.7,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,LongExtraDayReduced,,"{""slot_on_"":""34642\/56000@m25""}",8,3,0,6,3,3,1,0,2,46,21,11,10,10,18,3,1,3,5,8,8,false,NORMAL,2,0,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67764,2026-04-13 05:34:56,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,11134878913801,155025,5,5,1,11,0,0,0,0,2,66825,250000,76,2,26.7,bonus_bs15_gae1_no,107,700000,,,,,9,3,0,6,3,5,1,0,2,47,21,11,10,10,20,3,1,3,1,8,8,false,BIG,4,2,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67765,2026-04-13 05:34:58,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,11134878938801,155024,5,5,1,11,0,0,0,0,2,66827,250000,76,2,26.7,bonus_bs15_gae1_no,107,700000,,,,,10,3,0,6,3,7,1,0,2,48,21,11,10,10,22,3,1,3,5,8,8,false,NORMAL,3,1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
67766,2026-04-13 05:34:59,1,1,1,coin,coin,coin,gold,1,true,250000,11134879188801,155023,5,5,1,11,0,0,0,0,0,66827,250000,76,0,26.7,bonus_bs15_gae1_no,107,700000,,,,,11,3,0,6,3,7,1,0,2,49,21,11,10,10,22,3,1,3,5,5,1,false,MIN,-9,-8,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
