seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,cm_balance,profile_name,slot_prob_seg
68780,2026-04-13 14:18:43,3,1,1,attack,coin,coin,gold,1,false,2500000,12115609712801,129,5,5,50,2,1,0,0,0,0,146165,250000,76,0,58.5,bonus_ds25_gae1_no,107,700000,,,,,14,3,8,3,5,5,0,1,1,17,6,8,3,5,9,1,1,1,1,1,0,false,MIN,-3,0,-3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68781,2026-04-13 14:18:45,3,3,3,attack,attack,attack,attack,2,true,0,12115609712801,110,5,5,50,2,3,0,0,0,0,146165,250000,76,0,58.5,bonus_ds25_gae1_no,107,700000,,,,,15,6,8,3,5,5,1,1,1,18,9,8,3,5,9,2,1,1,0,0,0,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68782,2026-04-13 14:19:00,3,1,1,attack,coin,coin,gold,1,false,2500000,12115942212801,60,5,5,50,2,1,0,0,0,0,146165,250000,76,0,58.5,bonus_ds25_gae1_no,107,700000,,,,,16,7,8,3,5,5,1,1,1,19,10,8,3,5,9,2,1,1,1,5,0,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68783,2026-04-13 14:19:03,3,6,2,attack,spins,goldSack,gold,1,false,5000000,12115947212801,10,5,5,50,0,1,0,0,1,0,146165,250000,76,0,58.5,bonus_ds25_gae1_no,107,700000,,,,,17,8,8,3,6,5,1,1,1,20,11,8,3,6,9,2,1,1,7,6,0,false,SMALL,-1,-1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68784,2026-04-13 15:55:32,4,6,2,steal,spins,goldSack,gold,1,false,300000,12115911776301,113,5,5,3,2,0,1,0,1,0,0,7,0,0,0.0,,107,700000,,,,,18,8,9,3,7,5,1,1,1,21,11,9,3,7,9,2,1,1,3,6,4,false,NORMAL,2,2,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68785,2026-04-13 18:24:41,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,42573716601,106247,5,5,3,10,0,0,0,0,1,3,7,0,0,42.9,,107,700000,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,3,8,false,BIG,7,7,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68786,2026-04-13 18:24:42,4,6,2,steal,spins,goldSack,gold,1,false,300000,42574016601,106244,5,5,3,10,0,1,0,1,0,3,7,0,0,42.9,,107,700000,,,,,2,0,1,0,1,1,0,0,0,2,0,1,0,1,1,0,0,0,3,6,4,false,NORMAL,3,1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68787,2026-04-13 18:24:43,3,1,5,attack,coin,shield,gold,1,false,75000,42574091601,106241,5,5,3,10,1,0,1,0,0,3,7,0,0,42.9,,107,700000,,,,,3,1,1,1,1,1,0,0,0,3,1,1,1,1,1,0,0,0,2,5,0,false,NORMAL,0,-2,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68788,2026-04-13 18:24:44,3,3,1,attack,attack,coin,gold,1,false,75000,42574166601,106238,5,5,3,10,2,0,0,0,0,3,7,0,0,42.9,,107,700000,,,,"{""820004c2"":""6\/350@m0""}",4,3,1,1,1,1,0,0,0,4,3,1,1,1,1,0,0,0,1,0,0,false,NORMAL,1,-1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68789,2026-04-13 18:24:44,3,3,1,attack,attack,coin,gold,1,false,75000,42574241601,106235,5,5,3,10,2,0,0,0,0,3,7,0,0,42.9,,107,700000,,,,,5,5,1,1,1,1,0,0,0,5,5,1,1,1,1,0,0,0,1,0,0,false,NORMAL,3,1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68790,2026-04-13 18:24:45,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,42574241601,106232,5,5,3,10,0,0,0,0,3,11,25,2,0,44.0,,107,700000,,,,,6,5,1,1,1,4,0,0,0,6,5,1,1,1,4,0,0,0,8,8,8,true,BIG,5,1,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68791,2026-04-13 18:24:48,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,42574691601,106349,5,5,3,10,0,0,0,0,1,14,25,2,3,56.0,,107,700000,,,,,1,0,0,0,0,1,0,0,0,7,5,1,1,1,5,0,0,0,3,3,8,false,BIG,7,4,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68792,2026-04-13 18:24:50,3,1,1,attack,coin,coin,gold,1,false,150000,42574841601,106346,5,5,3,10,1,0,0,0,0,14,25,2,0,56.0,,107,700000,,,,"{""820004c2"":""12\/350@m0""}",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,false,SMALL,-1,-2,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68793,2026-04-13 18:24:51,4,6,2,steal,spins,goldSack,gold,1,false,300000,42575141601,106343,5,5,3,10,0,1,0,1,0,14,25,2,0,56.0,,107,700000,,,,,2,1,1,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,3,6,4,false,NORMAL,3,1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68794,2026-04-13 18:24:52,4,6,2,steal,spins,goldSack,gold,1,false,300000,42575441601,106340,5,5,3,10,0,1,0,1,0,14,25,2,0,56.0,,107,700000,,,,"{""68171e9b"":""3\/10@m0""}",3,1,2,0,2,0,0,0,0,3,1,2,0,2,0,0,0,0,3,6,4,false,MAX,9,4,5,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68795,2026-04-13 18:24:53,3,1,1,attack,coin,coin,gold,1,false,150000,42575591601,106337,5,5,3,10,1,0,0,0,0,14,25,2,0,56.0,,107,700000,,,,,4,2,2,0,2,0,0,0,0,4,2,2,0,2,0,0,0,0,5,1,0,false,BIG,4,0,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68796,2026-04-13 18:24:53,30,30,1,accumulation,accumulation,coin,gold,1,false,75000,42575666601,106334,5,5,3,10,0,0,0,0,2,20,25,2,6,80.0,,107,700000,,,,,5,2,2,0,2,2,0,0,0,5,2,2,0,2,2,0,0,0,1,8,8,false,BIG,6,1,5,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68797,2026-04-13 18:24:54,3,4,2,attack,steal,goldSack,gold,1,false,300000,42575966601,106331,5,5,3,10,1,1,0,0,0,20,25,2,0,80.0,,107,700000,,,,,6,3,3,0,2,2,0,0,0,6,3,3,0,2,2,0,0,0,3,4,0,false,MAX,8,3,5,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68798,2026-04-13 18:24:55,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,42576416601,106328,5,5,3,10,0,0,0,0,1,23,25,2,3,92.0,,107,700000,,,,"{""68171e9b"":""6\/10@m0""}",7,3,3,0,2,3,0,0,0,7,3,3,0,2,3,0,0,0,3,3,8,false,MAX,9,5,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68799,2026-04-13 18:24:57,1,1,1,coin,coin,coin,gold,1,true,750000,42577166601,106325,5,5,3,10,0,0,0,0,0,23,25,2,0,92.0,,107,700000,,,,,8,3,3,0,2,3,0,0,0,8,3,3,0,2,3,0,0,0,1,1,5,false,BIG,4,2,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68800,2026-04-13 18:24:57,3,1,1,attack,coin,coin,gold,1,false,150000,42577316601,106322,5,5,3,10,1,0,0,0,0,23,25,2,0,92.0,,107,700000,,,,,9,4,3,0,2,3,0,0,0,9,4,3,0,2,3,0,0,0,1,5,0,false,NORMAL,0,-1,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68801,2026-04-13 18:24:58,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,42577766601,106319,5,5,3,10,0,0,0,0,1,1,90,3,0,1.1,bonus_bs15_gae1_no,107,700000,,,,,10,4,3,0,2,4,0,0,0,10,4,3,0,2,4,0,0,0,3,7,8,false,BIG,7,6,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68802,2026-04-13 18:25:01,3,4,2,attack,steal,goldSack,gold,1,false,300000,42578066601,106316,5,5,3,10,1,1,0,0,0,1,90,3,0,1.1,bonus_bs15_gae1_no,107,700000,,,,,11,5,4,0,2,4,0,0,0,11,5,4,0,2,4,0,0,0,7,4,0,false,NORMAL,0,-1,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68803,2026-04-13 18:25:03,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,42578516601,106313,5,5,3,10,0,0,0,0,1,4,90,3,3,4.4,bonus_bs15_gae1_no,107,700000,,,,,12,5,4,0,2,5,0,0,0,12,5,4,0,2,5,0,0,0,7,3,8,false,MAX,9,8,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68804,2026-04-13 18:25:05,3,3,3,attack,attack,attack,attack,2,true,0,42578516601,106310,5,5,3,10,3,0,0,0,0,4,90,3,0,4.4,bonus_bs15_gae1_no,107,700000,,,,,13,8,4,0,2,5,1,0,0,13,8,4,0,2,5,1,0,0,0,0,0,false,SMALL,-1,-2,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68805,2026-04-13 18:25:11,3,6,2,attack,spins,goldSack,gold,1,false,300000,42656816601,106307,5,5,3,10,1,0,0,1,0,4,90,3,0,4.4,bonus_bs15_gae1_no,107,700000,,,,,14,9,4,0,3,5,1,0,0,14,9,4,0,3,5,1,0,0,3,6,0,false,BIG,4,3,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68806,2026-04-13 18:25:12,1,4,4,coin,steal,steal,gold,1,false,75000,42656891601,106304,5,5,3,10,0,2,0,0,0,4,90,3,0,4.4,bonus_bs15_gae1_no,107,700000,,,,,15,9,6,0,3,5,1,0,0,15,9,6,0,3,5,1,0,0,4,4,1,false,MIN,-6,-4,-2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68807,2026-04-13 18:25:13,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,42657341601,106301,5,5,3,10,0,0,0,0,1,7,90,3,3,7.8,bonus_bs15_gae1_no,107,700000,,,,,16,9,6,0,3,6,1,0,0,16,9,6,0,3,6,1,0,0,3,3,8,false,NORMAL,2,4,-2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68808,2026-04-13 18:25:14,3,1,1,attack,coin,coin,gold,1,false,150000,42657491601,106298,5,5,3,10,1,0,0,0,0,7,90,3,0,7.8,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""9\/10@m0""}",17,10,6,0,3,6,1,0,0,17,10,6,0,3,6,1,0,0,5,1,0,false,SMALL,-2,-1,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68809,2026-04-13 18:25:16,1,5,5,coin,shield,shield,gold,1,false,1250000,42658741601,106248,5,5,50,10,0,0,2,0,0,7,90,3,0,7.8,bonus_bs15_gae1_no,107,700000,,,,,18,10,6,2,3,6,1,0,0,18,10,6,2,3,6,1,0,0,2,2,1,false,MIN,-6,-3,-3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68810,2026-04-13 18:25:17,1,4,4,coin,steal,steal,gold,1,false,1250000,42659991601,106198,5,5,50,10,0,2,0,0,0,7,90,3,0,7.8,bonus_bs15_gae1_no,107,700000,,,,,19,10,8,2,3,6,1,0,0,19,10,8,2,3,6,1,0,0,4,4,5,false,MIN,-4,-1,-3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68811,2026-04-13 18:25:18,5,2,2,shield,goldSack,goldSack,gold,1,false,7500000,42667491601,106148,5,5,50,10,0,0,1,0,0,7,90,3,0,7.8,bonus_bs15_gae1_no,107,700000,,,,"{""820004c2"":""112\/350@m0""}",20,10,8,3,3,6,1,0,0,20,10,8,3,3,6,1,0,0,7,7,2,false,BIG,4,5,-1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68812,2026-04-13 18:25:19,1,6,6,coin,spins,spins,gold,1,false,1250000,42668741601,106098,5,5,50,10,0,0,0,2,0,7,90,3,0,7.8,bonus_bs15_gae1_no,107,700000,,,,,21,10,8,3,5,6,1,0,0,21,10,8,3,5,6,1,0,0,6,6,5,false,NORMAL,1,1,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68813,2026-04-13 18:25:21,4,4,4,steal,steal,steal,steal,4,true,0,42668741601,106048,5,5,50,10,0,3,0,0,0,7,90,3,0,7.8,bonus_bs15_gae1_no,107,700000,,,,,22,10,11,3,5,6,1,1,0,22,10,11,3,5,6,1,1,0,4,4,4,false,MIN,-5,-5,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68814,2026-04-13 18:25:35,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,44316241601,105998,5,5,50,10,0,0,0,0,1,57,90,3,50,63.3,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""49\/50@m1""}",23,10,11,3,5,7,1,1,0,23,10,11,3,5,7,1,1,0,3,3,8,false,BIG,7,5,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68815,2026-04-13 18:25:40,1,1,1,coin,coin,coin,gold,1,true,750000,44316991601,105995,5,5,3,10,0,0,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,,24,10,11,3,5,7,1,1,0,24,10,11,3,5,7,1,1,0,5,1,5,false,NORMAL,3,1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68816,2026-04-13 18:25:40,4,6,2,steal,spins,goldSack,gold,1,false,300000,44317291601,105992,5,5,3,10,0,1,0,1,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,"{""c8bff241"":""6\/350@m0""}",25,10,12,3,6,7,1,1,0,25,10,12,3,6,7,1,1,0,3,6,4,false,BIG,5,1,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68817,2026-04-13 18:25:41,3,1,1,attack,coin,coin,gold,1,false,150000,44317441601,105989,5,5,3,10,1,0,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,,26,11,12,3,6,7,1,1,0,26,11,12,3,6,7,1,1,0,1,1,0,false,BIG,5,1,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68818,2026-04-13 18:25:43,2,2,2,goldSack,goldSack,goldSack,gold,1,true,6000000,44323441601,105986,5,5,3,10,0,0,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,"{""820004c2"":""118\/350@m0""}",27,11,12,3,6,7,1,1,0,27,11,12,3,6,7,1,1,0,3,7,3,false,MAX,8,5,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68819,2026-04-13 18:25:44,3,3,3,attack,attack,attack,attack,2,true,0,44323441601,105983,5,5,3,10,3,0,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""2\/140@m2""}",28,14,12,3,6,7,2,1,0,28,14,12,3,6,7,2,1,0,0,0,0,false,NORMAL,1,-2,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68820,2026-04-13 18:25:50,3,3,1,attack,attack,coin,gold,1,false,75000,44401516601,105980,5,5,3,10,2,0,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,,29,16,12,3,6,7,2,1,0,29,16,12,3,6,7,2,1,0,1,0,0,false,NORMAL,3,0,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68821,2026-04-13 18:25:51,4,6,2,steal,spins,goldSack,gold,1,false,300000,44401816601,105977,5,5,3,10,0,1,0,1,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,,30,16,13,3,7,7,2,1,0,30,16,13,3,7,7,2,1,0,7,6,4,false,NORMAL,3,1,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68822,2026-04-13 18:25:53,2,2,2,goldSack,goldSack,goldSack,gold,1,true,6000000,44407816601,105974,5,5,3,10,0,0,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,,31,16,13,3,7,7,2,1,0,31,16,13,3,7,7,2,1,0,7,7,7,false,BIG,7,5,2,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68823,2026-04-13 18:25:54,3,3,3,attack,attack,attack,attack,2,true,0,44407816601,105971,5,5,3,10,3,0,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,,32,19,13,3,7,7,3,1,0,32,19,13,3,7,7,3,1,0,0,0,0,false,NORMAL,1,-2,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68824,2026-04-13 18:25:58,3,4,2,attack,steal,goldSack,gold,1,false,300000,44486116601,105968,5,5,3,10,1,1,0,0,0,57,90,3,0,63.3,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""5\/140@m2""}",33,20,14,3,7,7,3,1,0,33,20,14,3,7,7,3,1,0,3,4,0,false,BIG,7,4,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68825,2026-04-13 18:25:59,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,44486566601,105965,5,5,3,10,0,0,0,0,1,60,90,3,3,66.7,bonus_bs15_gae1_no,107,700000,,,,,34,20,14,3,7,8,3,1,0,34,20,14,3,7,8,3,1,0,3,3,8,false,MAX,8,5,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68826,2026-04-13 18:26:00,5,5,5,shield,shield,shield,shield,3,true,3,44486566601,105965,5,5,3,10,0,0,3,0,0,60,90,3,0,66.7,bonus_bs15_gae1_no,107,700000,,,,"{""c8bff241"":""12\/350@m0""}",35,20,14,6,7,8,3,1,1,35,20,14,6,7,8,3,1,1,2,2,2,false,NORMAL,0,-1,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68827,2026-04-13 18:26:02,1,6,6,coin,spins,spins,gold,1,false,75000,44486641601,105962,5,5,3,10,0,0,0,2,0,60,90,3,0,66.7,bonus_bs15_gae1_no,107,700000,,,,,36,20,14,6,9,8,3,1,1,36,20,14,6,9,8,3,1,1,6,6,5,false,NORMAL,1,0,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68828,2026-04-13 18:26:03,30,2,2,accumulation,goldSack,goldSack,gold,1,false,450000,44487091601,105959,5,5,3,10,0,0,0,0,1,63,90,3,3,70.0,bonus_bs15_gae1_no,107,700000,,,,,37,20,14,6,9,9,3,1,1,37,20,14,6,9,9,3,1,1,3,7,8,false,BIG,7,6,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68829,2026-04-13 18:26:05,2,2,2,goldSack,goldSack,goldSack,gold,1,true,6000000,44493091601,105956,5,5,3,10,0,0,0,0,0,63,90,3,0,70.0,bonus_bs15_gae1_no,107,700000,,,,"{""820004c2"":""124\/350@m0""}",38,20,14,6,9,9,3,1,1,38,20,14,6,9,9,3,1,1,3,3,7,false,NORMAL,2,1,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68830,2026-04-13 18:26:07,3,3,3,attack,attack,attack,attack,2,true,0,44493091601,105906,5,5,50,10,3,0,0,0,0,63,90,3,0,70.0,bonus_bs15_gae1_no,107,700000,,,,,39,23,14,6,9,9,4,1,1,39,23,14,6,9,9,4,1,1,0,0,0,false,SMALL,-2,-2,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68831,2026-04-13 18:26:12,3,3,3,attack,attack,attack,attack,2,true,0,44922091601,105856,5,5,50,10,3,0,0,0,0,63,90,3,0,70.0,bonus_bs15_gae1_no,107,700000,,,,,40,26,14,6,9,9,5,1,1,40,26,14,6,9,9,5,1,1,0,0,0,false,NORMAL,0,0,0,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68832,2026-04-13 18:26:17,30,2,2,accumulation,goldSack,goldSack,gold,1,false,7500000,45358591601,105806,5,5,50,10,0,0,0,0,1,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,41,26,14,6,9,10,5,1,1,41,26,14,6,9,10,5,1,1,7,3,8,false,MAX,8,7,1,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68833,2026-04-13 18:26:19,4,6,2,steal,spins,goldSack,gold,1,false,5000000,45363591601,105986,5,5,50,10,0,1,0,1,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,42,26,15,6,10,10,5,1,1,42,26,15,6,10,10,5,1,1,3,6,4,false,BIG,4,1,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68834,2026-04-13 18:26:20,3,3,1,attack,attack,coin,gold,1,false,1250000,45364841601,105936,5,5,50,10,2,0,0,0,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,43,28,15,6,10,10,5,1,1,43,28,15,6,10,10,5,1,1,1,0,0,false,BIG,4,0,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68835,2026-04-13 18:26:21,3,1,1,attack,coin,coin,gold,1,false,2500000,45367341601,105886,5,5,50,10,1,0,0,0,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,44,29,15,6,10,10,5,1,1,44,29,15,6,10,10,5,1,1,5,1,0,false,BIG,4,0,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68836,2026-04-13 18:26:22,4,6,2,steal,spins,goldSack,gold,1,false,5000000,45372341601,105836,5,5,50,10,0,1,0,1,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""55\/140@m2""}",45,29,16,6,11,10,5,1,1,45,29,16,6,11,10,5,1,1,7,6,4,false,BIG,6,1,5,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68837,2026-04-13 18:26:24,5,5,5,shield,shield,shield,shield,3,true,400,45372341601,105836,5,5,400,10,0,0,3,0,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,46,29,16,9,11,10,5,1,2,46,29,16,9,11,10,5,1,2,2,2,2,false,BIG,4,0,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68838,2026-04-13 18:26:28,2,2,2,goldSack,goldSack,goldSack,gold,1,true,800000000,46172341601,105436,5,5,400,10,0,0,0,0,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,"{""820004c2"":""24\/750@m2""}",47,29,16,9,11,10,5,1,2,47,29,16,9,11,10,5,1,2,3,3,7,false,NORMAL,2,-2,4,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68839,2026-04-13 18:26:32,4,6,2,steal,spins,goldSack,gold,1,false,40000000,46212341601,105036,5,5,400,10,0,1,0,1,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,48,29,17,9,12,10,5,1,2,48,29,17,9,12,10,5,1,2,7,6,4,false,BIG,4,1,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68840,2026-04-13 18:26:33,4,6,2,steal,spins,goldSack,gold,1,false,40000000,46252341601,104636,5,5,400,10,0,1,0,1,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,49,29,18,9,13,10,5,1,2,49,29,18,9,13,10,5,1,2,7,6,4,false,BIG,7,4,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
68841,2026-04-13 18:26:34,3,3,1,attack,attack,coin,gold,1,false,10000000,46262341601,104236,5,5,400,10,2,0,0,0,0,23,30,4,0,76.7,bonus_bs15_gae1_no,107,700000,,,,,50,31,18,9,13,10,5,1,2,50,31,18,9,13,10,5,1,2,1,0,0,false,NORMAL,3,0,3,V2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
