sn,csv_seq,r1_idx,r2_idx,r3_idx,s1,s2,s3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,is_valuable,se_hash,bet_state
65751,65752,6,5,5,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,3
65753,65754,4,4,5,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,3
65755,65756,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,3
65756,65757,0,8,8,30,30,3,accumulation,accumulation,attack,gold,6,False,False,9b0002fd,3
65757,65758,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,3
65758,65759,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,3
65759,65760,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,3
65762,65763,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,3
65763,65764,6,5,5,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,3
65764,65765,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,3
65767,65768,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,3
65768,65769,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,3
65769,65770,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,3
65770,65771,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,3
65771,65772,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,3
65773,65774,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,3
65774,65775,3,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,3
65776,65777,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,3
65777,65778,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,3
65778,65779,7,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,3
65779,65780,3,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,3
65783,65784,1,5,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,3
65784,65785,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,3
65785,65786,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,3
65786,65787,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,3
65787,65788,2,5,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,3
65789,65790,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,3
65790,65791,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,3
65791,65792,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,3
65792,65793,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,3
65793,65794,6,1,1,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,3
65794,65795,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,3
65795,65796,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,3
65797,65798,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,3
65799,65800,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,3
65800,65801,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,3
65801,65802,1,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,3
65802,65803,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,3
65803,65804,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
65805,65806,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
65806,65807,6,5,1,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,1
65807,65808,3,3,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65810,65811,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65811,65812,7,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,1
65812,65813,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
65813,65814,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65814,65815,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65815,65816,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65816,65817,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65817,65818,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65818,65819,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65819,65820,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65820,65821,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,1
65822,65823,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65823,65824,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65825,65826,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65826,65827,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65827,65828,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65828,65829,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65829,65830,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65832,65833,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65835,65836,3,7,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65836,65837,3,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
65837,65838,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65838,65839,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65839,65840,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65840,65841,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
65842,65843,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65844,65845,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65845,65846,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65846,65847,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65849,65850,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65850,65851,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65851,65852,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65852,65853,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
65853,65854,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65854,65855,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65856,65857,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65857,65858,7,3,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65859,65860,4,1,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
65860,65861,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65863,65864,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65864,65865,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
65865,65866,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65866,65867,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65869,65870,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65871,65872,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65873,65874,1,0,0,3,3,1,attack,attack,coin,gold,1,False,False,9b0002fd,1
65874,65875,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
65875,65876,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65878,65879,4,1,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
65879,65880,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65883,65884,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65885,65886,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65886,65887,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65887,65888,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65889,65890,1,0,0,3,3,1,attack,attack,coin,gold,1,False,False,9b0002fd,1
65890,65891,3,7,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65891,65892,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65893,65894,1,0,0,3,3,1,attack,attack,coin,gold,1,False,False,9b0002fd,1
65894,65895,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65895,65896,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65896,65897,4,1,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
65897,65898,3,7,2,5,2,2,shield,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65898,65899,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65899,65900,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65900,65901,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65901,65902,1,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
65902,65903,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65903,65904,4,4,1,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
65907,65908,5,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
65909,65910,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65912,65913,6,6,1,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
65915,65916,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
65918,65919,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65920,65921,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65923,65924,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
65924,65925,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65925,65926,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65927,65928,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65928,65929,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65930,65931,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65931,65932,4,5,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
65933,65934,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65934,65935,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65937,65938,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
65938,65939,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
65939,65940,3,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
65941,65942,1,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
65942,65943,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
65943,65944,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65944,65945,1,5,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
65946,65947,2,2,5,1,5,5,coin,shield,shield,gold,1,False,False,9b0002fd,1
65947,65948,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65948,65949,4,5,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
65949,65950,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
65951,65952,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
65952,65953,4,1,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
65953,65954,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65954,65955,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
65956,65957,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65960,65961,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
65961,65962,2,5,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,1
65962,65963,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65964,65965,0,8,8,30,30,3,accumulation,accumulation,attack,gold,6,False,False,9b0002fd,1
65966,65967,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65967,65968,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
65968,65969,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65969,65970,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
65970,65971,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65971,65972,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
65972,65973,4,5,0,3,1,4,attack,coin,steal,gold,1,False,False,9b0002fd,1
65974,65975,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65977,65978,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65978,65979,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65979,65980,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65980,65981,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65981,65982,4,1,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
65983,65984,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65984,65985,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
65986,65987,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65988,65989,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
65990,65991,4,4,1,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
65995,65996,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
65996,65997,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
65997,65998,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
65998,65999,1,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
65999,66000,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66000,66001,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66002,66003,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,1
66003,66004,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66008,66009,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66010,66011,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66011,66012,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66012,66013,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,1
66013,66014,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66014,66015,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66019,66020,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66021,66022,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66022,66023,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66023,66024,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66024,66025,4,1,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
66025,66026,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66026,66027,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66028,66029,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66029,66030,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66030,66031,4,1,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,1
66031,66032,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66032,66033,6,6,1,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66033,66034,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66034,66035,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66035,66036,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66038,66039,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66039,66040,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66040,66041,7,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66042,66043,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66044,66045,0,8,8,30,30,3,accumulation,accumulation,attack,gold,6,False,False,9b0002fd,1
66045,66046,6,6,1,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66046,66047,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66047,66048,7,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66049,66050,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66050,66051,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66051,66052,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66053,66054,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66055,66056,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66057,66058,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66059,66060,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66060,66061,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66061,66062,3,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66062,66063,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66063,66064,1,5,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66065,66066,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66066,66067,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66067,66068,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66069,66070,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66071,66072,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66072,66073,4,4,1,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
66074,66075,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66077,66078,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66078,66079,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66079,66080,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66080,66081,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66081,66082,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66083,66084,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66084,66085,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66085,66086,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
66087,66088,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66088,66089,1,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66089,66090,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66090,66091,2,2,1,1,5,5,coin,shield,shield,gold,1,False,False,9b0002fd,1
66091,66092,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66092,66093,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66095,66096,5,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66096,66097,3,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,1
66097,66098,3,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66099,66100,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66100,66101,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66101,66102,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66102,66103,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66103,66104,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66104,66105,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66105,66106,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66106,66107,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66107,66108,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,1
66108,66109,1,1,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66111,66112,4,4,5,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,1
66113,66114,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66114,66115,7,2,0,3,5,2,attack,shield,goldSack,gold,1,False,False,9b0002fd,1
66116,66117,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66120,66121,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66122,66123,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66124,66125,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66126,66127,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,1
66127,66128,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66128,66129,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,1
66130,66131,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66132,66133,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,1
66133,66134,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66135,66136,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
66137,66138,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66140,66141,3,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66141,66142,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66142,66143,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66143,66144,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66146,66147,1,1,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66147,66148,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66148,66149,1,5,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66151,66152,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,1
66154,66155,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66155,66156,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66157,66158,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66159,66160,5,1,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,1
66160,66161,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66161,66162,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66163,66164,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66164,66165,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66165,66166,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,1
66166,66167,5,0,0,3,3,1,attack,attack,coin,gold,1,False,False,9b0002fd,1
66167,66168,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66170,66171,1,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,1
66172,66173,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66173,66174,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66174,66175,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66176,66177,3,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,1
66177,66178,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66179,66180,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,1
66180,66181,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66181,66182,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,1
66182,66183,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,1
66183,66184,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,1
66185,66186,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,1
66186,66187,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,1
