sn,csv_seq,r1_idx,r2_idx,r3_idx,s1,s2,s3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,is_valuable,se_hash,bet_state
66657,66658,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66658,66659,7,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66659,66660,4,4,5,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,15
66660,66661,1,1,5,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,15
66662,66663,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66664,66665,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,15
66666,66667,3,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66667,66668,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
66668,66669,6,5,1,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,15
66670,66671,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66671,66672,6,1,5,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,15
66672,66673,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66673,66674,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66674,66675,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
66675,66676,7,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66676,66677,3,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66678,66679,3,3,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66679,66680,5,5,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,15
66680,66681,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66681,66682,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66682,66683,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66683,66684,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66684,66685,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66685,66686,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66686,66687,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66687,66688,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
66691,66692,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66692,66693,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,15
66693,66694,3,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66696,66697,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66697,66698,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66700,66701,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66702,66703,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66703,66704,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
66704,66705,3,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66705,66706,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66706,66707,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,15
66707,66708,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66709,66710,4,4,1,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,15
66710,66711,2,2,1,1,5,5,coin,shield,shield,gold,1,False,False,9b0002fd,15
66712,66713,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,15
66714,66715,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66715,66716,1,5,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,15
66716,66717,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66717,66718,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66718,66719,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,15
66719,66720,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,15
66720,66721,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,15
66721,66722,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66722,66723,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66723,66724,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
66724,66725,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66725,66726,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,15
66726,66727,7,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66727,66728,7,7,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66728,66729,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66729,66730,2,5,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,15
66730,66731,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,15
66731,66732,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66732,66733,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66733,66734,3,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,15
66734,66735,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,15
66735,66736,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,15
66737,66738,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66739,66740,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66742,66743,5,5,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,15
66743,66744,7,4,0,3,4,2,attack,steal,goldSack,gold,1,False,False,9b0002fd,15
66745,66746,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
66746,66747,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66748,66749,5,5,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,15
66750,66751,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66752,66753,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66754,66755,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,15
66755,66756,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66756,66757,7,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,15
66757,66758,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,15
66761,66762,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66764,66765,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66766,66767,6,4,5,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66767,66768,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,15
66769,66770,1,1,0,3,1,1,attack,coin,coin,gold,1,False,False,9b0002fd,15
66770,66771,7,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66771,66772,6,6,6,6,6,6,spins,spins,spins,spins,5,True,True,9b0002fd,15
66772,66773,6,4,1,1,4,6,coin,steal,spins,gold,1,False,False,9b0002fd,15
66775,66776,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66777,66778,3,3,2,5,2,2,shield,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66778,66779,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66779,66780,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66780,66781,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,15
66781,66782,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66782,66783,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,15
66784,66785,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66785,66786,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,15
66786,66787,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,15
66787,66788,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66788,66789,4,5,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,15
66789,66790,7,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,15
66791,66792,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,15
66792,66793,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,15
66793,66794,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,50
66795,66796,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,50
66796,66797,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66798,66799,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,50
66800,66801,2,2,1,1,5,5,coin,shield,shield,gold,1,False,False,9b0002fd,50
66802,66803,4,1,0,3,1,4,attack,coin,steal,gold,1,False,False,9b0002fd,50
66803,66804,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66804,66805,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,50
66805,66806,4,1,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,50
66809,66810,4,4,4,4,4,4,steal,steal,steal,steal,4,True,False,9b0002fd,50
66810,66811,7,3,2,5,2,2,shield,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66811,66812,6,1,1,1,1,6,coin,coin,spins,gold,1,False,False,9b0002fd,50
66813,66814,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,50
66814,66815,7,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,50
66815,66816,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,50
66816,66817,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,50
66817,66818,3,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,50
66818,66819,4,4,5,1,4,4,coin,steal,steal,gold,1,False,False,9b0002fd,50
66819,66820,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,50
66820,66821,4,5,1,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,50
66823,66824,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66824,66825,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,50
66825,66826,7,3,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,50
66826,66827,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66827,66828,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,50
66828,66829,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,50
66829,66830,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,50
66830,66831,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,50
66831,66832,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,50
66832,66833,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66833,66834,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66834,66835,6,6,5,1,6,6,coin,spins,spins,gold,1,False,False,9b0002fd,50
66835,66836,7,3,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,50
66836,66837,4,5,0,3,1,4,attack,coin,steal,gold,1,False,False,9b0002fd,50
66837,66838,7,7,3,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,50
66839,66840,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,50
66840,66841,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,50
66841,66842,3,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66844,66845,3,7,7,2,2,2,goldSack,goldSack,goldSack,gold,1,True,False,9b0002fd,50
66845,66846,3,6,0,3,6,2,attack,spins,goldSack,gold,1,False,False,9b0002fd,50
66846,66847,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66847,66848,8,8,8,30,30,30,accumulation,accumulation,accumulation,gold,10,True,False,9b0002fd,50
66849,66850,1,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,50
66853,66854,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,50
66854,66855,3,6,4,4,6,2,steal,spins,goldSack,gold,1,False,False,9b0002fd,50
66855,66856,5,8,8,30,30,1,accumulation,accumulation,coin,gold,1,False,False,9b0002fd,50
66856,66857,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,50
66857,66858,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66858,66859,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66859,66860,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66860,66861,5,5,1,1,1,1,coin,coin,coin,gold,1,True,False,9b0002fd,50
66861,66862,2,1,0,3,1,5,attack,coin,shield,gold,1,False,False,9b0002fd,50
66862,66863,4,1,0,3,1,4,attack,coin,steal,gold,1,False,False,9b0002fd,50
66863,66864,4,1,5,1,1,4,coin,coin,steal,gold,1,False,False,9b0002fd,50
66865,66866,2,2,2,5,5,5,shield,shield,shield,shield,3,True,True,9b0002fd,50
66869,66870,3,7,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66870,66871,7,0,0,3,3,2,attack,attack,goldSack,gold,1,False,False,9b0002fd,50
66872,66873,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
66877,66878,0,0,0,3,3,3,attack,attack,attack,attack,2,True,False,9b0002fd,50
66878,66879,7,3,8,30,2,2,accumulation,goldSack,goldSack,gold,1,False,False,9b0002fd,50
