seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,mem_sym1,mem_sym2,mem_sym3,res_sym1,res_sym2,res_sym3,cm_balance,profile_name,slot_prob_seg
74403,2026-04-20 07:06:50,3,1,1,attack,coin,coin,gold,1,false,50000,25582068040154,6199,5,5,1,6,1,0,0,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,41,20,17,4,8,13,2,1,1,41,20,17,4,8,13,2,1,1,5,5,0,false,SMALL,-1,-1,0,V1,3,1,5,3,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74404,2026-04-20 07:06:51,1,4,6,coin,steal,spins,gold,1,false,25000,25582068065154,6198,5,5,1,6,0,1,0,1,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,42,20,18,4,9,13,2,1,1,42,20,18,4,9,13,2,1,1,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74405,2026-04-20 07:06:51,5,5,5,shield,shield,shield,shield,3,true,1,25582068065154,6198,5,5,1,6,0,0,3,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""17117\/48000@m22"",""2bd8e5f9"":""10949\/11000@m34""}",43,20,18,7,9,13,2,1,2,43,20,18,7,9,13,2,1,2,2,2,2,false,SMALL,-1,-1,0,V1,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74406,2026-04-20 07:06:53,1,4,6,coin,steal,spins,gold,1,false,25000,25582068090154,6197,5,5,1,6,0,1,0,1,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,LongExtraDayReduced,"{""slot_on_"":""17118\/48000@m22""}",44,20,19,7,10,13,2,1,2,44,20,19,7,10,13,2,1,2,6,4,1,false,SMALL,-2,-2,0,V1,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74407,2026-04-20 07:06:54,1,4,6,coin,steal,spins,gold,1,false,25000,25582068115154,6196,5,5,1,6,0,1,0,1,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,LongExtraDayReduced,,LongExtraDayReduced,"{""slot_on_"":""17120\/48000@m22""}",45,20,20,7,11,13,2,1,2,45,20,20,7,11,13,2,1,2,6,4,1,false,MIN,-4,-2,-2,V1,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74408,2026-04-20 07:06:55,3,3,3,attack,attack,attack,attack,2,true,0,25582068115154,6195,5,5,1,6,3,0,0,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,46,23,20,7,11,13,3,1,2,46,23,20,7,11,13,3,1,2,0,0,0,false,MIN,-4,-2,-2,V1,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74409,2026-04-20 07:08:26,1,1,1,coin,coin,coin,gold,1,true,250000,25582094365154,6194,5,5,1,6,0,0,0,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,47,23,20,7,11,13,3,1,2,47,23,20,7,11,13,3,1,2,5,1,1,false,MIN,-5,-3,-2,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74410,2026-04-20 07:08:27,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,25582094365154,6193,5,5,1,6,0,0,0,0,3,137615,200000,71,10,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,48,23,20,7,11,16,3,1,2,48,23,20,7,11,16,3,1,2,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74411,2026-04-20 07:08:28,3,3,2,attack,attack,goldSack,gold,1,false,100000,25582094465154,6192,5,5,1,6,2,0,0,0,0,137615,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,1,2,0,0,0,0,0,0,0,49,25,20,7,11,16,3,1,2,3,0,0,false,SMALL,-2,0,-2,V1,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74412,2026-04-20 07:08:29,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25582094615154,6191,5,5,1,6,0,0,0,0,1,137616,200000,71,1,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,"{""2bd8e5f9"":""10950\/11000@m34""}",2,2,0,0,0,1,0,0,0,50,25,20,7,11,17,3,1,2,3,7,8,false,MAX,5,5,0,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74413,2026-04-20 07:08:30,3,3,3,attack,attack,attack,attack,2,true,0,25582094615154,6190,5,5,1,6,3,0,0,0,0,137616,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,3,5,0,0,0,1,1,0,0,51,28,20,7,11,17,4,1,2,0,0,0,false,NORMAL,1,-2,3,V1,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74414,2026-04-20 07:08:36,4,4,4,steal,steal,steal,steal,4,true,0,25582120615154,6189,5,5,1,6,0,3,0,0,0,137616,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,4,5,3,0,0,1,1,1,0,52,28,23,7,11,17,4,2,2,4,4,4,false,NORMAL,0,-3,3,V1,3,1,5,4,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
