seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,mem_sym1,mem_sym2,mem_sym3,res_sym1,res_sym2,res_sym3,cm_balance,profile_name,slot_prob_seg
74358,2026-04-19 06:16:00,3,3,2,attack,attack,goldSack,gold,1,false,100000,26314333270137,5298,5,5,1,6,2,0,0,0,0,137590,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,false,NORMAL,0,0,0,V1,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74359,2026-04-19 06:16:02,3,3,3,attack,attack,attack,attack,2,true,0,26314333270137,5297,5,5,1,6,3,0,0,0,0,137590,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,2,5,0,0,0,0,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,false,SMALL,-2,-2,0,V1,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74360,2026-04-19 06:16:52,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,26314342000137,5296,5,5,1,6,0,0,0,0,1,137591,200000,71,1,68.8,bonus_bs15_gae1_no,107,700000,,,,,3,5,0,0,0,1,1,0,0,3,5,0,0,0,1,1,0,0,7,3,8,false,MAX,5,3,2,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74361,2026-04-19 06:16:54,3,1,1,attack,coin,coin,gold,1,false,50000,26314342050137,5295,5,5,1,6,1,0,0,0,0,137591,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,LongExtraDayReduced,"{""slot_on_"":""17102\/48000@m22""}",4,6,0,0,0,1,1,0,0,4,6,0,0,0,1,1,0,0,5,1,0,false,NORMAL,1,-1,2,V1,3,1,5,3,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74362,2026-04-19 06:16:57,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,26314344050137,5294,5,5,1,6,0,0,0,0,0,137591,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,5,6,0,0,0,1,1,0,0,5,6,0,0,0,1,1,0,0,3,3,7,false,MAX,4,2,2,V1,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74363,2026-04-19 06:16:58,3,4,2,attack,steal,goldSack,gold,1,false,100000,26314344150137,5293,5,5,1,6,1,1,0,0,0,137591,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,,LongExtraDayReduced,"{""slot_on_"":""17104\/48000@m22"",""2bd8e5f9"":""10943\/11000@m34""}",6,7,1,0,0,1,1,0,0,6,7,1,0,0,1,1,0,0,7,4,0,false,NORMAL,1,-1,2,V1,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74364,2026-04-19 06:17:00,1,6,6,coin,spins,spins,gold,1,false,25000,26314344175137,5292,5,5,1,6,0,0,0,2,0,137591,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,7,7,1,0,2,1,1,0,0,7,7,1,0,2,1,1,0,0,6,6,5,false,BIG,3,0,3,V1,3,1,5,1,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74365,2026-04-19 06:17:02,1,4,6,coin,steal,spins,gold,1,false,25000,26314344200137,5291,5,5,1,6,0,1,0,1,0,137591,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,8,7,2,0,3,1,1,0,0,8,7,2,0,3,1,1,0,0,6,4,1,false,SMALL,-1,-2,1,V1,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74366,2026-04-19 06:17:03,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,26314344350137,5290,5,5,1,6,0,0,0,0,1,137592,200000,71,1,68.8,bonus_bs15_gae1_no,107,700000,,,,,9,7,2,0,3,2,1,0,0,9,7,2,0,3,2,1,0,0,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74367,2026-04-19 06:17:05,3,4,2,attack,steal,goldSack,gold,1,false,100000,26314344450137,5289,5,5,1,6,1,1,0,0,0,137592,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,10,8,3,0,3,2,1,0,0,10,8,3,0,3,2,1,0,0,3,4,0,false,BIG,3,2,1,V1,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74368,2026-04-19 06:17:07,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,26314344475137,5288,5,5,1,6,0,0,0,0,2,137594,200000,71,2,68.8,bonus_bs15_gae1_no,107,700000,,,,,11,8,3,0,3,4,1,0,0,11,8,3,0,3,4,1,0,0,5,8,8,false,NORMAL,0,-1,1,V1,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74369,2026-04-19 06:17:08,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,26314344625137,5287,5,5,1,6,0,0,0,0,1,137595,200000,71,1,68.8,bonus_bs15_gae1_no,107,700000,,,,,12,8,3,0,3,5,1,0,0,12,8,3,0,3,5,1,0,0,3,3,8,false,MAX,5,2,3,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74370,2026-04-19 06:28:13,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,26314188033137,5286,5,5,1,6,0,0,0,0,0,137595,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,13,8,3,0,3,5,1,0,0,13,8,3,0,3,5,1,0,0,3,7,7,false,MAX,4,4,0,V1,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74371,2026-04-19 06:28:15,1,1,1,coin,coin,coin,gold,1,true,250000,26314188283137,5285,5,5,1,6,0,0,0,0,0,137595,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,"{""2bd8e5f9"":""10944\/11000@m34""}",14,8,3,0,3,5,1,0,0,14,8,3,0,3,5,1,0,0,1,1,5,false,NORMAL,0,0,0,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74372,2026-04-19 06:28:16,1,4,6,coin,steal,spins,gold,1,false,25000,26314188308137,5284,5,5,1,6,0,1,0,1,0,137595,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,15,8,4,0,4,5,1,0,0,15,8,4,0,4,5,1,0,0,6,4,1,false,MIN,-3,-2,-1,V1,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74373,2026-04-19 06:28:17,4,4,4,steal,steal,steal,steal,4,true,0,26314188308137,5283,5,5,1,6,0,3,0,0,0,137595,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,"{""eb883353"":""24748\/40000@m18""}",16,8,7,0,4,5,1,1,0,16,8,7,0,4,5,1,1,0,4,4,4,false,MIN,-4,-3,-1,V1,3,1,5,4,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74374,2026-04-19 06:28:28,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,26314225683137,5282,5,5,1,6,0,0,0,0,2,137597,200000,71,2,68.8,bonus_bs15_gae1_no,107,700000,,,,,17,8,7,0,4,7,1,1,0,17,8,7,0,4,7,1,1,0,1,8,8,false,SMALL,-1,0,-1,V1,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74375,2026-04-19 06:28:30,1,1,1,coin,coin,coin,gold,1,true,250000,26314225933137,5281,5,5,1,6,0,0,0,0,0,137597,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,"{""eb883353"":""24750\/40000@m18""}",18,8,7,0,4,7,1,1,0,18,8,7,0,4,7,1,1,0,1,1,5,false,NORMAL,1,0,1,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74376,2026-04-19 06:28:31,1,4,4,coin,steal,steal,gold,1,false,25000,26314225958137,5280,5,5,1,6,0,2,0,0,0,137597,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,19,8,9,0,4,7,1,1,0,19,8,9,0,4,7,1,1,0,4,4,5,false,SMALL,-2,-2,0,V1,3,1,5,1,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74377,2026-04-19 06:28:32,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,26314226108137,5279,5,5,1,6,0,0,0,0,1,137598,200000,71,1,68.8,bonus_bs15_gae1_no,107,700000,,,,"{""2bd8e5f9"":""10945\/11000@m34""}",20,8,9,0,4,8,1,1,0,20,8,9,0,4,8,1,1,0,7,7,8,false,MAX,8,7,1,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74378,2026-04-19 06:28:34,3,6,2,attack,spins,goldSack,gold,1,false,100000,26314226208137,5278,5,5,1,6,1,0,0,1,0,137598,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,21,9,9,0,5,8,1,1,0,21,9,9,0,5,8,1,1,0,7,6,0,false,NORMAL,1,-1,2,V1,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74379,2026-04-19 06:28:40,5,2,2,shield,goldSack,goldSack,gold,1,false,150000,26314226358137,5277,5,5,1,6,0,0,1,0,0,137598,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,LongExtraDayReduced,LongExtraDayReduced,LongExtraDayReduced,"{""slot_on_"":""17109\/48000@m22""}",22,9,9,1,5,8,1,1,0,22,9,9,1,5,8,1,1,0,3,3,2,false,MAX,4,2,2,V1,3,1,5,5,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74380,2026-04-19 06:28:41,3,4,2,attack,steal,goldSack,gold,1,false,100000,26314226458137,5276,5,5,1,6,1,1,0,0,0,137598,200000,71,0,68.8,bonus_bs15_gae1_no,107,700000,,,,,23,10,10,1,5,8,1,1,0,23,10,10,1,5,8,1,1,0,3,4,0,false,MAX,5,2,3,V1,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74381,2026-04-19 06:28:42,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,26314226608137,5275,5,5,1,6,0,0,0,0,1,137599,200000,71,1,68.8,bonus_bs15_gae1_no,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""17110\/48000@m22""}",24,10,10,1,5,9,1,1,0,24,10,10,1,5,9,1,1,0,7,7,8,false,MAX,11,7,4,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74387,2026-04-20 07:06:16,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,25582056235154,6214,5,5,1,6,0,0,0,0,2,137603,200000,71,4,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,"{""eb883353"":""24752\/40000@m18""}",25,10,10,1,5,11,1,1,0,25,10,10,1,5,11,1,1,0,1,8,8,false,NORMAL,0,0,0,V1,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74388,2026-04-20 07:06:18,3,6,2,attack,spins,goldSack,gold,1,false,100000,25582056335154,6213,5,5,1,6,1,0,0,1,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,"{""2bd8e5f9"":""10946\/11000@m34""}",26,11,10,1,6,11,1,1,0,26,11,10,1,6,11,1,1,0,7,6,0,false,SMALL,-1,-1,0,V1,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74389,2026-04-20 07:06:19,1,1,4,coin,coin,steal,gold,1,false,50000,25582056385154,6212,5,5,1,6,0,1,0,0,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,27,11,11,1,6,11,1,1,0,27,11,11,1,6,11,1,1,0,4,5,5,false,BIG,3,0,3,V1,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74390,2026-04-20 07:06:19,3,3,2,attack,attack,goldSack,gold,1,false,100000,25582056485154,6211,5,5,1,6,2,0,0,0,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,"{""eb883353"":""24754\/40000@m18""}",28,13,11,1,6,11,1,1,0,28,13,11,1,6,11,1,1,0,3,0,0,false,BIG,3,0,3,V1,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74391,2026-04-20 07:06:21,1,4,6,coin,steal,spins,gold,1,false,25000,25582056510154,6210,5,5,1,6,0,1,0,1,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,29,13,12,1,7,11,1,1,0,29,13,12,1,7,11,1,1,0,6,4,5,false,BIG,3,0,3,V1,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74392,2026-04-20 07:06:21,3,4,2,attack,steal,goldSack,gold,1,false,100000,25582056610154,6209,5,5,1,6,1,1,0,0,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,30,14,13,1,7,11,1,1,0,30,14,13,1,7,11,1,1,0,3,4,0,false,MAX,5,2,3,V1,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74393,2026-04-20 07:06:22,3,4,2,attack,steal,goldSack,gold,1,false,100000,25582056710154,6208,5,5,1,6,1,1,0,0,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,LongExtraDayReduced,,,"{""slot_on_"":""17113\/48000@m22"",""2bd8e5f9"":""10947\/11000@m34""}",31,15,14,1,7,11,1,1,0,31,15,14,1,7,11,1,1,0,3,4,0,false,MAX,5,2,3,V1,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74394,2026-04-20 07:06:23,5,5,5,shield,shield,shield,shield,3,true,1,25582056710154,6208,5,5,1,6,0,0,3,0,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""17114\/48000@m22""}",32,15,14,4,7,11,1,1,1,32,15,14,4,7,11,1,1,1,2,2,2,false,BIG,3,-1,4,V1,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74395,2026-04-20 07:06:24,3,4,2,attack,steal,goldSack,gold,1,false,100000,25582056810154,6207,5,5,1,6,1,1,0,0,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,33,16,15,4,7,11,1,1,1,33,16,15,4,7,11,1,1,1,7,4,0,false,BIG,2,-1,3,V1,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74396,2026-04-20 07:06:25,1,1,1,coin,coin,coin,gold,1,true,250000,25582057060154,6206,5,5,1,6,0,0,0,0,0,137603,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,34,16,15,4,7,11,1,1,1,34,16,15,4,7,11,1,1,1,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74397,2026-04-20 07:06:26,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,25582057085154,6205,5,5,1,6,0,0,0,0,2,137605,200000,71,2,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,35,16,15,4,7,13,1,1,1,35,16,15,4,7,13,1,1,1,1,8,8,false,MAX,4,0,4,V1,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74398,2026-04-20 07:06:42,1,4,6,coin,steal,spins,gold,1,false,25000,25582057110154,6204,5,5,1,6,0,1,0,1,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,LongExtraDayReduced,,"{""slot_on_"":""17115\/48000@m22""}",36,16,16,4,8,13,1,1,1,36,16,16,4,8,13,1,1,1,6,4,1,false,SMALL,-1,-2,1,V1,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74399,2026-04-20 07:06:43,3,3,3,attack,attack,attack,attack,2,true,0,25582057110154,6203,5,5,1,6,3,0,0,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,LongExtraDayReduced,,,"{""eb883353"":""24756\/40000@m18"",""slot_on_"":""17116\/48000@m22""}",37,19,16,4,8,13,2,1,1,37,19,16,4,8,13,2,1,1,0,0,0,false,SMALL,-1,-2,1,V1,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74400,2026-04-20 07:06:48,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,25582067690154,6202,5,5,1,6,0,0,0,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,38,19,16,4,8,13,2,1,1,38,19,16,4,8,13,2,1,1,3,7,7,false,MAX,5,4,1,V1,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74401,2026-04-20 07:06:49,1,1,4,coin,coin,steal,gold,1,false,50000,25582067740154,6201,5,5,1,6,0,1,0,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,"{""2bd8e5f9"":""10948\/11000@m34""}",39,19,17,4,8,13,2,1,1,39,19,17,4,8,13,2,1,1,4,1,1,false,SMALL,-1,-2,1,V1,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74402,2026-04-20 07:06:49,1,1,1,coin,coin,coin,gold,1,true,250000,25582067990154,6200,5,5,1,6,0,0,0,0,0,137605,200000,71,0,68.8,bonus_ctng_gae1_no_village_over_90,107,700000,,,,,40,19,17,4,8,13,2,1,1,40,19,17,4,8,13,2,1,1,5,1,1,false,MIN,-3,-3,0,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
