seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,full_strip1,full_strip2,full_strip3,repl_map1,repl_map2,repl_map3,cm_balance,profile_name,slot_prob_seg
70310,2026-04-14 05:45:39,1,1,4,coin,coin,steal,gold,1,false,20000000,503562312681,104193,5,5,400,10,0,1,0,0,0,5142,20000,42,0,25.7,bonus_bs15_gae1_no,107,700000,,,,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,false,SMALL,-2,-2,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70311,2026-04-14 05:45:41,4,4,4,steal,steal,steal,steal,4,true,0,503562312681,103793,5,5,400,10,0,3,0,0,0,5142,20000,42,0,25.7,bonus_bs15_gae1_no,107,700000,,,,,2,0,4,0,0,0,0,1,0,2,0,4,0,0,0,0,1,0,4,4,4,false,MIN,-4,-4,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70312,2026-04-14 05:45:47,3,6,2,attack,spins,goldSack,gold,1,false,40000000,574032712681,103393,5,5,400,10,1,0,0,1,0,5142,20000,42,0,25.7,bonus_bs15_gae1_no,107,700000,,,,,3,1,4,0,1,0,0,1,0,3,1,4,0,1,0,0,1,0,3,6,0,false,NORMAL,0,2,-2,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70313,2026-04-14 05:45:48,3,6,2,attack,spins,goldSack,gold,1,false,40000000,574072712681,102993,5,5,400,10,1,0,0,1,0,5142,20000,42,0,25.7,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""2891\/3500@m7""}",4,2,4,0,2,0,0,1,0,4,2,4,0,2,0,0,1,0,3,6,0,false,BIG,4,5,-1,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70314,2026-04-14 05:45:49,30,2,2,accumulation,goldSack,goldSack,gold,1,false,60000000,574132712681,102593,5,5,400,10,0,0,0,0,1,5542,20000,42,400,27.7,bonus_bs15_gae1_no,107,700000,,,,,5,2,4,0,2,1,0,1,0,5,2,4,0,2,1,0,1,0,3,7,8,false,BIG,7,7,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70315,2026-04-14 05:45:50,2,2,2,goldSack,goldSack,goldSack,gold,1,true,800000000,574932712681,102193,5,5,400,10,0,0,0,0,0,5542,20000,42,0,27.7,bonus_bs15_gae1_no,107,700000,,,,,6,2,4,0,2,1,0,1,0,6,2,4,0,2,1,0,1,0,3,3,7,false,NORMAL,1,1,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70316,2026-04-14 05:45:51,3,3,1,attack,attack,coin,gold,1,false,10000000,574942712681,101793,5,5,400,10,2,0,0,0,0,5542,20000,42,0,27.7,bonus_bs15_gae1_no,107,700000,,,,"{""820004c2"":""1190\/2500@m7""}",7,4,4,0,2,1,0,1,0,7,4,4,0,2,1,0,1,0,1,0,0,false,SMALL,-1,-1,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70317,2026-04-14 05:45:52,30,30,1,accumulation,accumulation,coin,gold,1,false,10000000,574952712681,101393,5,5,400,10,0,0,0,0,2,6342,20000,42,800,31.7,bonus_bs15_gae1_no,107,700000,,,,,8,4,4,0,2,3,0,1,0,8,4,4,0,2,3,0,1,0,5,8,8,false,NORMAL,0,0,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70318,2026-04-14 05:45:53,2,2,2,goldSack,goldSack,goldSack,gold,1,true,800000000,575752712681,100993,5,5,400,10,0,0,0,0,0,6342,20000,42,0,31.7,bonus_bs15_gae1_no,107,700000,,,,,9,4,4,0,2,3,0,1,0,9,4,4,0,2,3,0,1,0,3,7,7,false,NORMAL,3,3,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70319,2026-04-14 05:45:54,30,2,2,accumulation,goldSack,goldSack,gold,1,false,60000000,575812712681,100593,5,5,400,10,0,0,0,0,1,6742,20000,42,400,33.7,bonus_bs15_gae1_no,107,700000,,,,,10,4,4,0,2,4,0,1,0,10,4,4,0,2,4,0,1,0,3,7,8,false,MAX,8,8,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70320,2026-04-14 05:45:57,30,2,2,accumulation,goldSack,goldSack,gold,1,false,60000000,575872712681,100193,5,5,400,10,0,0,0,0,1,7142,20000,42,400,35.7,bonus_bs15_gae1_no,107,700000,,,,,11,4,4,0,2,5,0,1,0,11,4,4,0,2,5,0,1,0,3,3,8,false,MAX,8,7,1,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70321,2026-04-14 05:46:00,4,6,2,steal,spins,goldSack,gold,1,false,40000000,575912712681,99793,5,5,400,10,0,1,0,1,0,7142,20000,42,0,35.7,bonus_bs15_gae1_no,107,700000,,,,,12,4,5,0,3,5,0,1,0,12,4,5,0,3,5,0,1,0,7,6,4,false,NORMAL,3,1,2,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70322,2026-04-14 05:46:02,30,2,2,accumulation,goldSack,goldSack,gold,1,false,60000000,575972712681,99393,5,5,400,10,0,0,0,0,1,7542,20000,42,400,37.7,bonus_bs15_gae1_no,107,700000,,,,"{""c8bff241"":""2596\/3500@m3""}",13,4,5,0,3,6,0,1,0,13,4,5,0,3,6,0,1,0,3,7,8,false,MAX,8,6,2,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70323,2026-04-14 05:46:03,1,6,6,coin,spins,spins,gold,1,false,10000000,575982712681,98993,5,5,400,10,0,0,0,2,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,,14,4,5,0,5,6,0,1,0,14,4,5,0,5,6,0,1,0,6,6,5,false,BIG,6,4,2,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70324,2026-04-14 05:46:04,1,4,4,coin,steal,steal,gold,1,false,10000000,575992712681,98593,5,5,400,10,0,2,0,0,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,,15,4,7,0,5,6,0,1,0,15,4,7,0,5,6,0,1,0,4,4,1,false,MIN,-5,-4,-1,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70325,2026-04-14 05:46:05,3,3,3,attack,attack,attack,attack,2,true,0,575992712681,98193,5,5,400,10,3,0,0,0,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""3291\/3500@m7""}",16,7,7,0,5,6,1,1,0,16,7,7,0,5,6,1,1,0,0,0,0,false,MIN,-3,-2,-1,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70326,2026-04-14 05:52:38,1,1,4,coin,coin,steal,gold,1,false,50000,586392762681,98192,5,5,1,10,0,1,0,0,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,,17,7,8,0,5,6,1,1,0,17,7,8,0,5,6,1,1,0,4,1,5,false,NORMAL,1,1,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70327,2026-04-14 05:52:51,3,3,3,attack,attack,attack,attack,2,true,0,586392762681,98191,5,5,1,10,3,0,0,0,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,,18,10,8,0,5,6,2,1,0,18,10,8,0,5,6,2,1,0,0,0,0,false,SMALL,-2,-2,0,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70328,2026-04-14 05:56:45,1,1,1,coin,coin,coin,gold,1,true,250000,586401592681,98190,5,5,1,10,0,0,0,0,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,,19,10,8,0,5,6,2,1,0,19,10,8,0,5,6,2,1,0,1,1,1,false,MIN,-6,-4,-2,V2,,,,,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70329,2026-04-14 05:58:56,5,5,5,shield,shield,shield,shield,3,true,1,586401592681,98190,5,5,1,10,0,0,3,0,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,,20,10,8,3,5,6,2,1,1,20,10,8,3,5,6,2,1,1,2,2,2,false,SMALL,-1,-1,0,V2,"-1,-1,455940835,-1,0,-1,-1,-1,456693596","-1,-1,455740541,-1,0,-1,-1,-1,455740541","-1,-1,455740541,-1,0,-1,-1,-1,455740541",,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70330,2026-04-14 06:06:50,3,1,4,attack,coin,steal,gold,1,false,25000,586402117681,98714,5,5,1,10,1,1,0,0,0,7542,20000,42,0,37.7,bonus_bs15_gae1_no,107,700000,,,,,21,11,9,3,5,6,2,1,1,21,11,9,3,5,6,2,1,1,4,5,0,false,SMALL,-2,-2,0,V2,"0,0,655896384,0,1261654016,0,0,0,611223264","0,0,604072592,0,1342611600,0,0,0,604072592","0,0,604072592,0,1374709136,0,0,0,604072592",,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70331,2026-04-14 06:06:51,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,586402267681,98713,5,5,1,10,0,0,0,0,1,7543,20000,42,1,37.7,bonus_bs15_gae1_no,107,700000,,,,,22,11,9,3,5,7,2,1,1,22,11,9,3,5,7,2,1,1,3,3,8,false,BIG,4,4,0,V2,"0,0,655896384,0,1261654016,0,0,0,611223264","0,0,604072592,0,1342611600,0,0,0,604072592","0,0,604072592,0,1374709136,0,0,0,604072592",,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70334,2026-04-14 06:48:57,1,1,4,coin,coin,steal,gold,1,false,50000,586124987681,98714,5,5,1,10,0,1,0,0,0,7544,20000,42,1,37.7,bonus_bs15_gae1_no,107,700000,,,,"{""820004c2"":""1192\/2500@m7""}",23,11,10,3,5,7,2,1,1,23,11,10,3,5,7,2,1,1,4,1,1,false,SMALL,-2,-2,0,V2,"-1,-1,253311883,-1,978581456,988219408,-1,-1,253515612","-1,-1,252562557,-1,0,-1,-1,-1,252562557","-1,-1,252562557,-1,0,-1,-1,-1,252562557",,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70335,2026-04-14 06:55:34,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,586125012681,98713,5,5,1,10,0,0,0,0,2,7546,20000,42,2,37.7,bonus_bs15_gae1_no,107,700000,,,,"{""68171e9b"":""3292\/3500@m7""}",24,11,10,3,5,9,2,1,1,24,11,10,3,5,9,2,1,1,5,8,8,false,NORMAL,0,0,0,V2,"-1,-1,452064809,-1,0,-1,-1,-1,452499292","-1,-1,451546237,-1,0,-1,-1,-1,451546237","-1,-1,451546237,-1,0,-1,-1,-1,451546237",,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70339,2026-04-14 07:18:53,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,586125087681,98709,5,5,1,10,0,0,0,0,2,7548,20000,42,2,37.7,bonus_as10_gae1_no,107,700000,,,,,25,11,10,3,5,11,2,1,1,25,11,10,3,5,11,2,1,1,5,8,8,false,NORMAL,0,0,0,V2,"-1,-1,424763459,-1,36,1562694672,-1,-1,425751148","-1,-1,426721485,-1,0,-1,-1,-1,425751148","-1,-1,426675325,-1,0,-1,-1,-1,426675325",,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70340,2026-04-14 07:19:08,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,586125237681,98708,5,5,1,10,0,0,0,0,1,7549,20000,42,1,37.7,bonus_as10_gae1_no,107,700000,,,,,26,11,10,3,5,12,2,1,1,26,11,10,3,5,12,2,1,1,7,3,8,false,MAX,8,8,0,V2,"-1,-1,424763459,-1,36,1562694672,-1,-1,426875619","-1,-1,426875619,-1,0,-1,-1,-1,427424651","-1,-1,426675325,-1,0,-1,-1,-1,426675325",,,,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70341,2026-04-14 07:27:58,1,1,4,coin,coin,steal,gold,1,false,50000,586125287681,98707,5,5,1,10,0,1,0,0,0,7549,20000,42,0,37.7,bonus_as10_gae1_no,107,700000,,,,,27,11,11,3,5,12,2,1,1,27,11,11,3,5,12,2,1,1,4,5,5,false,SMALL,-1,-1,0,V2,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70342,2026-04-14 07:28:00,4,6,2,steal,spins,goldSack,gold,1,false,100000,586125387681,98706,5,5,1,10,0,1,0,1,0,7549,20000,42,0,37.7,bonus_as10_gae1_no,107,700000,,,,"{""68171e9b"":""3293\/3500@m7""}",28,11,12,3,6,12,2,1,1,28,11,12,3,6,12,2,1,1,3,6,4,false,NORMAL,1,1,0,V2,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70343,2026-04-14 07:28:02,3,5,2,attack,shield,goldSack,gold,1,false,100000,586125487681,98705,5,5,1,10,1,0,1,0,0,7549,20000,42,0,37.7,bonus_as10_gae1_no,107,700000,,,,,29,12,12,4,6,12,2,1,1,29,12,12,4,6,12,2,1,1,7,2,0,false,NORMAL,0,-2,2,V2,3,1,5,3,5,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70344,2026-04-14 07:28:03,3,5,2,attack,shield,goldSack,gold,1,false,100000,586125587681,98704,5,5,1,10,1,0,1,0,0,7549,20000,42,0,37.7,bonus_as10_gae1_no,107,700000,,,,,30,13,12,5,6,12,2,1,1,30,13,12,5,6,12,2,1,1,7,2,0,false,NORMAL,3,1,2,V2,3,1,5,3,5,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70345,2026-04-14 07:28:05,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,586125737681,98703,5,5,1,10,0,0,0,0,1,7550,20000,42,1,37.8,bonus_as10_gae1_no,107,700000,,,,,31,13,12,5,6,13,2,1,1,31,13,12,5,6,13,2,1,1,3,7,8,false,MAX,9,6,3,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70346,2026-04-14 07:28:06,1,1,1,coin,coin,coin,gold,1,true,250000,586125987681,98702,5,5,1,10,0,0,0,0,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,32,13,12,5,6,13,2,1,1,32,13,12,5,6,13,2,1,1,5,5,5,false,NORMAL,2,-1,3,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70347,2026-04-14 07:28:07,3,6,2,attack,spins,goldSack,gold,1,false,100000,586126087681,98701,5,5,1,10,1,0,0,1,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,33,14,12,5,7,13,2,1,1,33,14,12,5,7,13,2,1,1,3,6,0,false,BIG,5,2,3,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70348,2026-04-14 07:28:08,3,5,2,attack,shield,goldSack,gold,1,false,100000,586126187681,98700,5,5,1,10,1,0,1,0,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,34,15,12,6,7,13,2,1,1,34,15,12,6,7,13,2,1,1,7,2,0,false,NORMAL,2,-1,3,V2,3,1,5,3,5,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70349,2026-04-14 07:28:09,1,6,6,coin,spins,spins,gold,1,false,25000,586126212681,98699,5,5,1,10,0,0,0,2,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,35,15,12,6,9,13,2,1,1,35,15,12,6,9,13,2,1,1,6,6,5,false,BIG,5,2,3,V2,3,1,5,1,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70350,2026-04-14 07:28:10,3,6,2,attack,spins,goldSack,gold,1,false,100000,586126312681,98698,5,5,1,10,1,0,0,1,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,"{""68171e9b"":""3294\/3500@m7""}",36,16,12,6,10,13,2,1,1,36,16,12,6,10,13,2,1,1,7,6,0,false,NORMAL,1,-2,3,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70351,2026-04-14 07:28:12,3,6,2,attack,spins,goldSack,gold,1,false,100000,586126412681,98697,5,5,1,10,1,0,0,1,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,37,17,12,6,11,13,2,1,1,37,17,12,6,11,13,2,1,1,3,6,0,false,BIG,6,3,3,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70352,2026-04-14 07:28:13,5,5,5,shield,shield,shield,shield,3,true,1,586126412681,98697,5,5,1,10,0,0,3,0,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,38,17,12,9,11,13,2,1,2,38,17,12,9,11,13,2,1,2,2,2,2,false,NORMAL,1,-1,2,V2,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70353,2026-04-14 08:08:10,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,585187432681,98696,5,5,1,10,0,0,0,0,0,7550,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,39,17,12,9,11,13,2,1,2,39,17,12,9,11,13,2,1,2,7,3,3,false,BIG,5,5,0,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70354,2026-04-14 08:08:11,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,585187432681,98695,5,5,1,10,0,0,0,0,3,7560,20000,42,10,37.8,bonus_as10_gae1_no,107,700000,,,,,40,17,12,9,11,16,2,1,2,40,17,12,9,11,16,2,1,2,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70355,2026-04-14 08:08:13,3,5,2,attack,shield,goldSack,gold,1,false,100000,585187532681,98694,5,5,1,10,1,0,1,0,0,7560,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,"{""820004c2"":""1198\/2500@m7""}",1,1,0,1,0,0,0,0,0,41,18,12,10,11,16,2,1,2,3,2,0,false,NORMAL,1,1,0,V2,3,1,5,3,5,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70356,2026-04-14 08:08:14,3,1,5,attack,coin,shield,gold,1,false,25000,585187557681,98693,5,5,1,10,1,0,1,0,0,7560,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,2,2,0,2,0,0,0,0,0,42,19,12,11,11,16,2,1,2,2,1,0,false,NORMAL,2,1,1,V2,3,1,5,3,1,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70357,2026-04-14 08:08:15,3,3,3,attack,attack,attack,attack,2,true,0,585187557681,98692,5,5,1,10,3,0,0,0,0,7560,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,3,5,0,2,0,0,1,0,0,43,22,12,11,11,16,3,1,2,0,0,0,false,SMALL,-1,-2,1,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70358,2026-04-14 08:08:18,1,1,4,coin,coin,steal,gold,1,false,50000,585196187681,98691,5,5,1,10,0,1,0,0,0,7560,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,"{""68171e9b"":""3295\/3500@m7""}",4,5,1,2,0,0,1,0,0,44,22,13,11,11,16,3,1,2,4,1,1,false,MIN,-4,-2,-2,V2,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70359,2026-04-14 08:08:19,3,3,1,attack,attack,coin,gold,1,false,25000,585196212681,98690,5,5,1,10,2,0,0,0,0,7560,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,5,7,1,2,0,0,1,0,0,45,24,13,11,11,16,3,1,2,5,0,0,false,MIN,-4,-2,-2,V2,3,1,5,3,3,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70360,2026-04-14 08:08:20,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,585196362681,98689,5,5,1,10,0,0,0,0,1,7561,20000,42,1,37.8,bonus_as10_gae1_no,107,700000,,,,,6,7,1,2,0,1,1,0,0,46,24,13,11,11,17,3,1,2,3,7,8,false,BIG,5,6,-1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70361,2026-04-14 08:08:21,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,585198362681,98688,5,5,1,10,0,0,0,0,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,7,7,1,2,0,1,1,0,0,47,24,13,11,11,17,3,1,2,3,3,3,false,BIG,4,4,0,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70362,2026-04-14 08:08:22,5,5,5,shield,shield,shield,shield,3,true,1,585198362681,98688,5,5,1,10,0,0,3,0,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,8,7,1,5,0,1,1,0,1,48,24,13,14,11,17,3,1,3,2,2,2,false,SMALL,-1,-1,0,V2,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70363,2026-04-14 08:08:23,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,585200362681,98687,5,5,1,10,0,0,0,0,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,"{""68171e9b"":""3296\/3500@m7""}",9,7,1,5,0,1,1,0,1,49,24,13,14,11,17,3,1,3,7,7,7,false,NORMAL,1,1,0,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70364,2026-04-14 08:08:24,3,3,1,attack,attack,coin,gold,1,false,25000,585200387681,98686,5,5,1,10,2,0,0,0,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,10,9,1,5,0,1,1,0,1,50,26,13,14,11,17,3,1,3,1,0,0,false,SMALL,-1,-1,0,V2,3,1,5,3,3,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70365,2026-04-14 08:08:25,1,5,5,coin,shield,shield,gold,1,false,25000,585200412681,98685,5,5,1,10,0,0,2,0,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,11,9,1,7,0,1,1,0,1,51,26,13,16,11,17,3,1,3,2,2,1,false,MIN,-5,-3,-2,V2,3,1,5,1,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70366,2026-04-14 08:08:27,1,1,1,coin,coin,coin,gold,1,true,250000,585200662681,98684,5,5,1,10,0,0,0,0,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,12,9,1,7,0,1,1,0,1,52,26,13,16,11,17,3,1,3,1,5,1,false,MIN,-9,-7,-2,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70367,2026-04-14 08:08:27,3,3,1,attack,attack,coin,gold,1,false,25000,585200687681,98683,5,5,1,10,2,0,0,0,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,"{""c8bff241"":""2600\/3500@m3""}",13,11,1,7,0,1,1,0,1,53,28,13,16,11,17,3,1,3,5,0,0,false,MIN,-4,-2,-2,V2,3,1,5,3,3,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70368,2026-04-14 08:08:28,4,6,2,steal,spins,goldSack,gold,1,false,100000,585200787681,98682,5,5,1,10,0,1,0,1,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,"{""820004c2"":""1200\/2500@m7""}",14,11,2,7,1,1,1,0,1,54,28,14,16,12,17,3,1,3,3,6,4,false,NORMAL,0,1,-1,V2,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70369,2026-04-14 08:08:29,3,6,2,attack,spins,goldSack,gold,1,false,100000,585200887681,98681,5,5,1,10,1,0,0,1,0,7561,20000,42,0,37.8,bonus_as10_gae1_no,107,700000,,,,,15,12,2,7,2,1,1,0,1,55,29,14,16,13,17,3,1,3,3,6,0,false,NORMAL,3,3,0,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
