seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,full_strip1,full_strip2,full_strip3,repl_map1,repl_map2,repl_map3,cm_balance,profile_name,slot_prob_seg
70799,2026-04-14 08:21:33,3,3,3,attack,attack,attack,attack,2,true,0,1026319954681,165808,5,5,1,10,3,0,0,0,0,288,500,50,0,57.6,,107,700000,,,,"{""68171e9b"":""3939\/5300@m8""}",10,9,0,3,2,3,2,0,1,101,55,34,20,20,34,8,3,5,0,0,0,false,NORMAL,0,-1,1,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70800,2026-04-14 08:21:37,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1026337454681,165807,5,5,1,10,0,0,0,0,1,289,500,50,1,57.8,,107,700000,,,,,11,9,0,3,2,4,2,0,1,102,55,34,20,20,35,8,3,5,7,3,8,false,MAX,9,7,2,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70801,2026-04-14 08:21:38,5,5,5,shield,shield,shield,shield,3,true,1,1026337454681,165807,5,5,1,10,0,0,3,0,0,289,500,50,0,57.8,,107,700000,,,,,12,9,0,6,2,4,2,0,2,103,55,34,23,20,35,8,3,6,2,2,2,false,NORMAL,1,-1,2,V2,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70802,2026-04-14 08:21:39,1,6,6,coin,spins,spins,gold,1,false,25000,1026337504681,165806,5,5,1,10,0,0,0,2,0,289,500,50,0,57.8,,107,700000,,,,,13,9,0,6,4,4,2,0,2,104,55,34,23,22,35,8,3,6,6,6,1,false,MIN,-6,-5,-1,V2,3,1,5,1,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70803,2026-04-14 08:21:39,1,1,1,coin,coin,coin,gold,1,true,250000,1026338004681,165805,5,5,1,10,0,0,0,0,0,289,500,50,0,57.8,,107,700000,,,,,14,9,0,6,4,4,2,0,2,105,55,34,23,22,35,8,3,6,5,5,1,false,MIN,-9,-8,-1,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70804,2026-04-14 08:21:40,3,3,3,attack,attack,attack,attack,2,true,0,1026338004681,165804,5,5,1,10,3,0,0,0,0,289,500,50,0,57.8,,107,700000,,,,,15,12,0,6,4,4,3,0,2,106,58,34,23,22,35,9,3,6,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70805,2026-04-14 08:21:44,1,1,1,coin,coin,coin,gold,1,true,250000,1026355704681,165803,5,5,1,10,0,0,0,0,0,289,500,50,0,57.8,,107,700000,,,,"{""c8bff241"":""4136\/18000@m5""}",16,12,0,6,4,4,3,0,2,107,58,34,23,22,35,9,3,6,1,5,1,false,MIN,-7,-6,-1,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70806,2026-04-14 08:21:44,1,4,4,coin,steal,steal,gold,1,false,25000,1026355754681,165802,5,5,1,10,0,2,0,0,0,289,500,50,0,57.8,,107,700000,,,,,17,12,2,6,4,4,3,0,2,108,58,36,23,22,35,9,3,6,4,4,1,false,MIN,-4,-3,-1,V2,3,1,5,1,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70807,2026-04-14 08:21:45,3,3,2,attack,attack,goldSack,gold,1,false,100000,1026355954681,165801,5,5,1,10,2,0,0,0,0,289,500,50,0,57.8,,107,700000,,,,,18,14,2,6,4,4,3,0,2,109,60,36,23,22,35,9,3,6,3,0,0,false,NORMAL,0,1,-1,V2,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70808,2026-04-14 08:21:46,1,4,4,coin,steal,steal,gold,1,false,25000,1026356004681,165800,5,5,1,10,0,2,0,0,0,289,500,50,0,57.8,,107,700000,,,,"{""820004c2"":""2674\/4000@m9""}",19,14,4,6,4,4,3,0,2,110,60,38,23,22,35,9,3,6,4,4,1,false,MIN,-5,-4,-1,V2,3,1,5,1,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70809,2026-04-14 08:21:47,3,4,2,attack,steal,goldSack,gold,1,false,100000,1026356204681,165799,5,5,1,10,1,1,0,0,0,289,500,50,0,57.8,,107,700000,,,,,20,15,5,6,4,4,3,0,2,111,61,39,23,22,35,9,3,6,3,4,0,false,NORMAL,2,3,-1,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70810,2026-04-14 08:21:47,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,1026356254681,165798,5,5,1,10,0,0,0,0,2,291,500,50,2,58.2,,107,700000,,,,"{""68171e9b"":""3940\/5300@m8""}",21,15,5,6,4,6,3,0,2,112,61,39,23,22,37,9,3,6,1,8,8,false,NORMAL,0,1,-1,V2,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70811,2026-04-14 08:21:49,3,4,2,attack,steal,goldSack,gold,1,false,100000,1026356454681,165797,5,5,1,10,1,1,0,0,0,291,500,50,0,58.2,,107,700000,,,,,22,16,6,6,4,6,3,0,2,113,62,40,23,22,37,9,3,6,3,4,0,false,BIG,4,3,1,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70812,2026-04-14 08:21:51,30,30,30,accumulation,accumulation,accumulation,gold,10,true,0,1026356454681,165796,5,5,1,10,0,0,0,0,3,301,500,50,10,60.2,,107,700000,,,,"{""820004c2"":""2676\/4000@m9""}",23,16,6,6,4,9,3,0,2,114,62,40,23,22,40,9,3,6,8,8,8,true,NORMAL,2,1,1,V2,3,1,5,30,30,30,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70813,2026-04-14 08:21:54,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,1026360454681,165795,5,5,1,10,0,0,0,0,0,301,500,50,0,60.2,,107,700000,,,,,1,0,0,0,0,0,0,0,0,115,62,40,23,22,40,9,3,6,7,3,3,false,BIG,6,5,1,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70814,2026-04-14 08:21:54,1,1,1,coin,coin,coin,gold,1,true,250000,1026360954681,165794,5,5,1,10,0,0,0,0,0,301,500,50,0,60.2,,107,700000,,,,,2,0,0,0,0,0,0,0,0,116,62,40,23,22,40,9,3,6,1,1,5,false,NORMAL,1,0,1,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70815,2026-04-14 08:21:55,3,6,2,attack,spins,goldSack,gold,1,false,100000,1026361154681,165793,5,5,1,10,1,0,0,1,0,301,500,50,0,60.2,,107,700000,,,,,3,1,0,0,1,0,0,0,0,117,63,40,23,23,40,9,3,6,7,6,0,false,SMALL,-1,-2,1,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70816,2026-04-14 08:21:57,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,1026361204681,165792,5,5,1,10,0,0,0,0,2,303,500,50,2,60.6,,107,700000,,,,"{""68171e9b"":""3941\/5300@m8""}",4,1,0,0,1,2,0,0,0,118,63,40,23,23,42,9,3,6,5,8,8,false,NORMAL,1,0,1,V2,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70817,2026-04-14 08:21:58,3,4,2,attack,steal,goldSack,gold,1,false,100000,1026361404681,165791,5,5,1,10,1,1,0,0,0,303,500,50,0,60.6,,107,700000,,,,,5,2,1,0,1,2,0,0,0,119,64,41,23,23,42,9,3,6,3,4,0,false,BIG,4,3,1,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70818,2026-04-14 08:21:59,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1026361704681,165790,5,5,1,10,0,0,0,0,1,304,500,50,1,60.8,,107,700000,,,,,6,2,1,0,1,3,0,0,0,120,64,41,23,23,43,9,3,6,3,3,8,false,BIG,6,5,1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70819,2026-04-14 08:22:00,3,4,2,attack,steal,goldSack,gold,1,false,100000,1026361904681,165789,5,5,1,10,1,1,0,0,0,304,500,50,0,60.8,,107,700000,,,,,7,3,2,0,1,3,0,0,0,121,65,42,23,23,43,9,3,6,3,4,0,false,BIG,5,4,1,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70820,2026-04-14 08:22:00,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1026362204681,165788,5,5,1,10,0,0,0,0,1,305,500,50,1,61.0,,107,700000,,,,,8,3,2,0,1,4,0,0,0,122,65,42,23,23,44,9,3,6,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70821,2026-04-14 08:22:01,5,2,2,shield,goldSack,goldSack,gold,1,false,150000,1026362504681,165787,5,5,1,10,0,0,1,0,0,305,500,50,0,61.0,,107,700000,,,,,9,3,2,1,1,4,0,0,0,123,65,42,24,23,44,9,3,6,7,3,2,false,BIG,5,4,1,V2,3,1,5,5,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70822,2026-04-14 08:22:02,1,4,6,coin,steal,spins,gold,1,false,25000,1026362554681,165786,5,5,1,10,0,1,0,1,0,305,500,50,0,61.0,,107,700000,,,,,10,3,3,1,2,4,0,0,0,124,65,43,24,24,44,9,3,6,6,4,5,false,BIG,4,3,1,V2,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70823,2026-04-14 08:22:03,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1026362854681,165785,5,5,1,10,0,0,0,0,1,306,500,50,1,61.2,,107,700000,,,,"{""820004c2"":""2678\/4000@m9"",""68171e9b"":""3942\/5300@m8""}",11,3,3,1,2,5,0,0,0,125,65,43,24,24,45,9,3,6,3,3,8,false,BIG,5,4,1,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70824,2026-04-14 08:22:04,1,1,1,coin,coin,coin,gold,1,true,250000,1026363354681,165784,5,5,1,10,0,0,0,0,0,306,500,50,0,61.2,,107,700000,,,,,12,3,3,1,2,5,0,0,0,126,65,43,24,24,45,9,3,6,1,5,5,false,NORMAL,1,0,1,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70825,2026-04-14 08:22:05,1,1,1,coin,coin,coin,gold,1,true,250000,1026363854681,165783,5,5,1,10,0,0,0,0,0,306,500,50,0,61.2,,107,700000,,,,,13,3,3,1,2,5,0,0,0,127,65,43,24,24,45,9,3,6,5,1,1,false,MIN,-6,-4,-2,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70826,2026-04-14 08:22:06,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1026364154681,165782,5,5,1,10,0,0,0,0,1,307,500,50,1,61.4,,107,700000,,,,,14,3,3,1,2,6,0,0,0,128,65,43,24,24,46,9,3,6,7,7,8,false,BIG,6,8,-2,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70827,2026-04-14 08:22:07,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1026364454681,165781,5,5,1,10,0,0,0,0,1,308,500,50,1,61.6,,107,700000,,,,,15,3,3,1,2,7,0,0,0,129,65,43,24,24,47,9,3,6,3,7,8,false,BIG,6,8,-2,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70828,2026-04-14 08:22:08,3,4,2,attack,steal,goldSack,gold,1,false,100000,1026364654681,165780,5,5,1,10,1,1,0,0,0,308,500,50,0,61.6,,107,700000,,,,"{""68171e9b"":""3943\/5300@m8""}",16,4,4,1,2,7,0,0,0,130,66,44,24,24,47,9,3,6,7,4,0,false,SMALL,-2,-1,-1,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70829,2026-04-14 08:22:09,3,3,2,attack,attack,goldSack,gold,1,false,100000,1026364854681,165779,5,5,1,10,2,0,0,0,0,308,500,50,0,61.6,,107,700000,,,,"{""820004c2"":""2680\/4000@m9""}",17,6,4,1,2,7,0,0,0,131,68,44,24,24,47,9,3,6,7,0,0,false,NORMAL,0,0,0,V2,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70830,2026-04-14 08:22:10,3,4,2,attack,steal,goldSack,gold,1,false,100000,1026365054681,165778,5,5,1,10,1,1,0,0,0,308,500,50,0,61.6,,107,700000,,,,,18,7,5,1,2,7,0,0,0,132,69,45,24,24,47,9,3,6,7,4,0,false,NORMAL,1,1,0,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70831,2026-04-14 08:22:10,1,1,6,coin,coin,spins,gold,1,false,50000,1026365154681,165777,5,5,1,10,0,0,0,1,0,308,500,50,0,61.6,,107,700000,,,,,19,7,5,1,3,7,0,0,0,133,69,45,24,25,47,9,3,6,6,1,5,false,NORMAL,2,2,0,V2,3,1,5,1,1,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70832,2026-04-14 08:22:11,3,4,2,attack,steal,goldSack,gold,1,false,100000,1026365354681,165776,5,5,1,10,1,1,0,0,0,308,500,50,0,61.6,,107,700000,,,,,20,8,6,1,3,7,0,0,0,134,70,46,24,25,47,9,3,6,7,4,0,false,SMALL,-1,-1,0,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70833,2026-04-14 08:22:11,4,4,4,steal,steal,steal,steal,4,true,0,1026365354681,165775,5,5,1,10,0,3,0,0,0,308,500,50,0,61.6,,107,700000,,,,,21,8,9,1,3,7,0,1,0,135,70,49,24,25,47,9,4,6,4,4,4,false,MIN,-5,-5,0,V2,3,1,5,4,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70834,2026-04-14 08:22:17,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1026465654681,165774,5,5,1,10,0,0,0,0,1,309,500,50,1,61.8,,107,700000,,,,"{""c8bff241"":""4138\/18000@m5""}",22,8,9,1,3,8,0,1,0,136,70,49,24,25,48,9,4,6,3,7,8,false,BIG,6,6,0,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70835,2026-04-14 08:22:18,1,1,6,coin,coin,spins,gold,1,false,50000,1026465754681,165773,5,5,1,10,0,0,0,1,0,309,500,50,0,61.8,,107,700000,,,,,23,8,9,1,4,8,0,1,0,137,70,49,24,26,48,9,4,6,6,1,5,false,BIG,5,4,1,V2,3,1,5,1,1,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70836,2026-04-14 08:22:19,3,1,1,attack,coin,coin,gold,1,false,50000,1026465854681,165772,5,5,1,10,1,0,0,0,0,309,500,50,0,61.8,,107,700000,,,,"{""68171e9b"":""3944\/5300@m8"",""820004c2"":""2682\/4000@m9""}",24,9,9,1,4,8,0,1,0,138,71,49,24,26,48,9,4,6,1,5,0,false,SMALL,-1,-2,1,V2,3,1,5,3,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70837,2026-04-14 08:22:20,4,4,4,steal,steal,steal,steal,4,true,0,1026465854681,165771,5,5,1,10,0,3,0,0,0,309,500,50,0,61.8,,107,700000,,,,,25,9,12,1,4,8,0,2,0,139,71,52,24,26,48,9,5,6,4,4,4,false,SMALL,-2,-5,3,V2,3,1,5,4,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70838,2026-04-14 08:22:25,1,6,6,coin,spins,spins,gold,1,false,25000,1026890904681,165770,5,5,1,10,0,0,0,2,0,309,500,50,0,61.8,,107,700000,,,,,26,9,12,1,6,8,0,2,0,140,71,52,24,28,48,9,5,6,6,6,1,false,MIN,-3,-3,0,V2,3,1,5,1,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70839,2026-04-14 08:22:25,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,1026894904681,165769,5,5,1,10,0,0,0,0,0,309,500,50,0,61.8,,107,700000,,,,,27,9,12,1,6,8,0,2,0,141,71,52,24,28,48,9,5,6,7,7,3,false,BIG,7,7,0,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70840,2026-04-14 08:22:26,3,3,3,attack,attack,attack,attack,2,true,0,1026894904681,165768,5,5,1,10,3,0,0,0,0,309,500,50,0,61.8,,107,700000,,,,,28,12,12,1,6,8,1,2,0,142,74,52,24,28,48,10,5,6,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70841,2026-04-14 08:22:29,3,3,3,attack,attack,attack,attack,2,true,0,1026944904681,165767,5,5,1,10,3,0,0,0,0,309,500,50,0,61.8,,107,700000,,,,,29,15,12,1,6,8,2,2,0,143,77,52,24,28,48,11,5,6,0,0,0,false,SMALL,-2,-2,0,V2,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70842,2026-04-14 08:22:34,4,4,4,steal,steal,steal,steal,4,true,0,1026962104681,165766,5,5,1,10,0,3,0,0,0,309,500,50,0,61.8,,107,700000,,,,,30,15,15,1,6,8,2,3,0,144,77,55,24,28,48,11,6,6,4,4,4,false,MIN,-3,-5,2,V2,3,1,5,4,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70843,2026-04-14 08:22:39,1,5,5,coin,shield,shield,gold,1,false,25000,1027137154681,165765,5,5,1,10,0,0,2,0,0,309,500,50,0,61.8,,107,700000,,,,,31,15,15,3,6,8,2,3,0,145,77,55,26,28,48,11,6,6,2,2,5,false,NORMAL,2,0,2,V2,3,1,5,1,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70844,2026-04-14 08:22:39,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,1027137454681,165764,5,5,1,10,0,0,0,0,1,310,500,50,1,62.0,,107,700000,,,,"{""820004c2"":""2684\/4000@m9""}",32,15,15,3,6,9,2,3,0,146,77,55,26,28,49,11,6,6,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70845,2026-04-14 08:22:41,1,1,1,coin,coin,coin,gold,1,true,250000,1027137954681,165763,5,5,1,10,0,0,0,0,0,310,500,50,0,62.0,,107,700000,,,,"{""c8bff241"":""4140\/18000@m5"",""68171e9b"":""3945\/5300@m8""}",33,15,15,3,6,9,2,3,0,147,77,55,26,28,49,11,6,6,1,1,5,false,BIG,5,3,2,V2,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70846,2026-04-14 08:22:42,3,4,2,attack,steal,goldSack,gold,1,false,100000,1027138154681,165762,5,5,1,10,1,1,0,0,0,310,500,50,0,62.0,,107,700000,,,,,34,16,16,3,6,9,2,3,0,148,78,56,26,28,49,11,6,6,3,4,0,false,BIG,5,3,2,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70847,2026-04-14 08:22:43,3,4,2,attack,steal,goldSack,gold,1,false,100000,1027138354681,165761,5,5,1,10,1,1,0,0,0,310,500,50,0,62.0,,107,700000,,,,,35,17,17,3,6,9,2,3,0,149,79,57,26,28,49,11,6,6,7,4,0,false,NORMAL,2,0,2,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70848,2026-04-14 08:22:45,1,4,6,coin,steal,spins,gold,1,false,25000,1027138404681,165760,5,5,1,10,0,1,0,1,0,310,500,50,0,62.0,,107,700000,,,,,36,17,18,3,7,9,2,3,0,150,79,58,26,29,49,11,6,6,6,4,5,false,BIG,6,4,2,V2,3,1,5,1,4,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70849,2026-04-14 08:22:50,3,4,2,attack,steal,goldSack,gold,1,false,40000000,1027218404681,165360,5,5,400,10,1,1,0,0,0,310,500,50,0,62.0,,107,700000,,,,,37,18,19,3,7,9,2,3,0,151,80,59,26,29,49,11,6,6,7,4,0,false,SMALL,-1,-1,0,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70850,2026-04-14 08:22:51,3,6,2,attack,spins,goldSack,gold,1,false,40000000,1027298404681,164960,5,5,400,10,1,0,0,1,0,310,500,50,0,62.0,,107,700000,,,,,38,19,19,3,8,9,2,3,0,152,81,59,26,30,49,11,6,6,3,6,0,false,BIG,4,3,1,V2,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70851,2026-04-14 08:22:52,3,4,2,attack,steal,goldSack,gold,1,false,40000000,1027378404681,164560,5,5,400,10,1,1,0,0,0,310,500,50,0,62.0,,107,700000,,,,,39,20,20,3,8,9,2,3,0,153,82,60,26,30,49,11,6,6,3,4,0,false,BIG,5,5,0,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70852,2026-04-14 08:22:53,1,1,6,coin,coin,spins,gold,1,false,20000000,1027418404681,164160,5,5,400,10,0,0,0,1,0,310,500,50,0,62.0,,107,700000,,,,,40,20,20,3,9,9,2,3,0,154,82,60,26,31,49,11,6,6,6,5,5,false,SMALL,-1,-1,0,V2,3,1,5,1,1,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70853,2026-04-14 08:22:54,1,1,6,coin,coin,spins,gold,1,false,20000000,1027458404681,163760,5,5,400,10,0,0,0,1,0,310,500,50,0,62.0,,107,700000,,,,,41,20,20,3,10,9,2,3,0,155,82,60,26,32,49,11,6,6,6,1,1,false,MIN,-4,-1,-3,V2,3,1,5,1,1,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70854,2026-04-14 08:22:56,2,2,2,goldSack,goldSack,goldSack,gold,1,true,800000000,1028958404681,163360,5,5,400,10,0,0,0,0,0,310,500,50,0,62.0,,107,700000,,,,"{""68171e9b"":""4345\/5300@m8""}",42,20,20,3,10,9,2,3,0,156,82,60,26,32,49,11,6,6,7,3,3,false,NORMAL,2,5,-3,V2,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70855,2026-04-14 08:22:57,1,4,4,coin,steal,steal,gold,1,false,10000000,1028978404681,162960,5,5,400,10,0,2,0,0,0,310,500,50,0,62.0,,107,700000,,,,,43,20,22,3,10,9,2,3,0,157,82,62,26,32,49,11,6,6,4,4,1,false,MIN,-7,-4,-3,V2,3,1,5,1,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70856,2026-04-14 08:22:58,5,5,5,shield,shield,shield,shield,3,true,400,1028978404681,162960,5,5,400,10,0,0,3,0,0,310,500,50,0,62.0,,107,700000,,,,,44,20,22,6,10,9,2,3,1,158,82,62,29,32,49,11,6,7,2,2,2,false,MIN,-4,-1,-3,V2,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70857,2026-04-14 08:23:00,30,2,2,accumulation,goldSack,goldSack,gold,1,false,60000000,1029103404681,162560,5,5,400,10,0,0,0,0,1,210,300,51,0,70.0,,107,700000,,,,,45,20,22,6,10,10,2,3,1,159,82,62,29,32,50,11,6,7,3,7,8,false,NORMAL,1,4,-3,V2,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
70858,2026-04-14 08:23:03,3,4,2,attack,steal,goldSack,gold,1,false,40000000,1029143404681,162160,5,5,400,10,1,1,0,0,0,210,300,51,0,70.0,,107,700000,,,,,46,21,23,6,10,10,2,3,1,160,83,63,29,32,50,11,6,7,7,4,0,false,SMALL,-2,-1,-1,V2,3,1,5,3,4,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
