seq,timestamp,r1,r2,r3,reel_1,reel_2,reel_3,spin_result,reward_code,is_triple,coins_won,coins,spins_remaining,shields,max_shields,bet_multiplier,bet_level,atk_count,stl_count,shd_count,spn_count,acc_count,accum_current,accum_total,accum_mission,accum_delta,accum_pct,gae_segment,gae_last_mission,gae_grand_prize,slot2_r1,slot2_r2,slot2_r3,event_bars,sa_spins,sa_atk,sa_stl,sa_shd,sa_spn,sa_acc,sa_3x_atk,sa_3x_stl,sa_3x_shd,ss_spins,ss_atk,ss_stl,ss_shd,ss_spn,ss_acc,ss_3x_atk,ss_3x_stl,ss_3x_shd,r1_idx,r2_idx,r3_idx,is_valuable,strategy_tier,strategy_score,l1_score,l2_score,scorer_cfg,mem_sym1,mem_sym2,mem_sym3,res_sym1,res_sym2,res_sym3,cm_balance,profile_name,slot_prob_seg
74665,2026-04-20 19:26:01,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,25682281289194,33710,5,5,1,8,0,0,0,0,0,174,225,11,0,77.3,bonus_as10_gae1_no,107,700000,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,false,MAX,4,2,2,V1,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74666,2026-04-20 19:26:01,3,3,2,attack,attack,goldSack,gold,1,false,100000,25682281489194,33709,5,5,1,8,2,0,0,0,0,174,225,11,0,77.3,bonus_as10_gae1_no,107,700000,,,,,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,false,BIG,2,0,2,V1,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74667,2026-04-20 19:26:02,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,25682281539194,33708,5,5,1,8,0,0,0,0,2,176,225,11,2,78.2,bonus_as10_gae1_no,107,700000,,,,,3,2,0,0,0,2,0,0,0,3,2,0,0,0,2,0,0,0,1,8,8,false,BIG,3,0,3,V1,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74668,2026-04-20 19:26:03,1,1,4,coin,coin,steal,gold,1,false,50000,25682281639194,33707,5,5,1,8,0,1,0,0,0,176,225,11,0,78.2,bonus_as10_gae1_no,107,700000,,,,,4,2,1,0,0,2,0,0,0,4,2,1,0,0,2,0,0,0,4,1,5,false,BIG,3,0,3,V1,3,1,5,1,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74669,2026-04-20 19:26:04,3,6,2,attack,spins,goldSack,gold,1,false,100000,25682281839194,33706,5,5,1,8,1,0,0,1,0,176,225,11,0,78.2,bonus_as10_gae1_no,107,700000,,,,,5,3,1,0,1,2,0,0,0,5,3,1,0,1,2,0,0,0,3,6,0,false,MAX,6,1,5,V1,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74670,2026-04-20 19:26:05,30,30,1,accumulation,accumulation,coin,gold,1,false,25000,25682281889194,33705,5,5,1,8,0,0,0,0,2,178,225,11,2,79.1,bonus_as10_gae1_no,107,700000,,,,,6,3,1,0,1,4,0,0,0,6,3,1,0,1,4,0,0,0,5,8,8,false,MAX,4,-1,5,V1,3,1,5,30,30,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74671,2026-04-20 19:26:06,1,1,1,coin,coin,coin,gold,1,true,250000,25682282389194,33704,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,7,3,1,0,1,4,0,0,0,7,3,1,0,1,4,0,0,0,1,1,5,false,MAX,5,0,5,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74672,2026-04-20 19:26:07,3,6,2,attack,spins,goldSack,gold,1,false,100000,25682282589194,33703,5,5,1,8,1,0,0,1,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,8,4,1,0,2,4,0,0,0,8,4,1,0,2,4,0,0,0,3,6,0,false,MAX,6,1,5,V1,3,1,5,3,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74673,2026-04-20 19:26:07,5,5,5,shield,shield,shield,shield,3,true,1,25682282589194,33703,5,5,1,8,0,0,3,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,9,4,1,3,2,4,0,0,1,9,4,1,3,2,4,0,0,1,2,2,2,false,MAX,4,-1,5,V1,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74674,2026-04-20 19:26:09,1,1,1,coin,coin,coin,gold,1,true,250000,25682283089194,33702,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,10,4,1,3,2,4,0,0,1,10,4,1,3,2,4,0,0,1,5,5,1,false,SMALL,-1,-3,2,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74675,2026-04-20 19:26:10,5,2,2,shield,goldSack,goldSack,gold,1,false,150000,25682283389194,33701,5,5,1,8,0,0,1,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,11,4,1,4,2,4,0,0,1,11,4,1,4,2,4,0,0,1,3,3,2,false,BIG,3,2,1,V1,3,1,5,5,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74676,2026-04-20 19:26:11,3,3,2,attack,attack,goldSack,gold,1,false,100000,25682283589194,33700,5,5,1,8,2,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,12,6,1,4,2,4,0,0,1,12,6,1,4,2,4,0,0,1,7,0,0,false,SMALL,-1,-2,1,V1,3,1,5,3,3,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74677,2026-04-20 19:26:12,3,1,5,attack,coin,shield,gold,1,false,25000,25682283639194,33699,5,5,1,8,1,0,1,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,13,7,1,5,2,4,0,0,1,13,7,1,5,2,4,0,0,1,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74678,2026-04-20 19:26:13,1,6,6,coin,spins,spins,gold,1,false,25000,25682283689194,33698,5,5,1,8,0,0,0,2,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,14,7,1,5,4,4,0,0,1,14,7,1,5,4,4,0,0,1,6,6,5,false,BIG,3,0,3,V1,3,1,5,1,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74679,2026-04-20 19:26:14,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,25682287689194,33697,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,15,7,1,5,4,4,0,0,1,15,7,1,5,4,4,0,0,1,7,7,3,false,MAX,8,5,3,V1,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74680,2026-04-20 19:26:14,3,1,1,attack,coin,coin,gold,1,false,50000,25682287789194,33696,5,5,1,8,1,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,16,8,1,5,4,4,0,0,1,16,8,1,5,4,4,0,0,1,1,5,0,false,BIG,2,0,2,V1,3,1,5,3,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74681,2026-04-20 19:26:15,3,1,1,attack,coin,coin,gold,1,false,50000,25682287889194,33695,5,5,1,8,1,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,17,9,1,5,4,4,0,0,1,17,9,1,5,4,4,0,0,1,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74682,2026-04-20 19:26:16,1,4,4,coin,steal,steal,gold,1,false,25000,25682287939194,33694,5,5,1,8,0,2,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,18,9,3,5,4,4,0,0,1,18,9,3,5,4,4,0,0,1,4,4,1,false,MIN,-4,-4,0,V1,3,1,5,1,4,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74683,2026-04-20 19:26:16,3,3,3,attack,attack,attack,attack,2,true,0,25682287939194,33693,5,5,1,8,3,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,19,12,3,5,4,4,1,0,1,19,12,3,5,4,4,1,0,1,0,0,0,false,SMALL,-2,-2,0,V1,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74684,2026-04-20 19:26:21,4,6,2,steal,spins,goldSack,gold,1,false,100000,25682388139194,33692,5,5,1,8,0,1,0,1,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,20,12,4,5,5,4,1,0,1,20,12,4,5,5,4,1,0,1,3,6,4,false,BIG,2,1,1,V1,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74685,2026-04-20 19:26:22,1,1,1,coin,coin,coin,gold,1,true,250000,25682388639194,33691,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,21,12,4,5,5,4,1,0,1,21,12,4,5,5,4,1,0,1,1,5,1,false,SMALL,-1,-2,1,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74686,2026-04-20 19:26:22,3,1,1,attack,coin,coin,gold,1,false,50000,25682388739194,33690,5,5,1,8,1,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,22,13,4,5,5,4,1,0,1,22,13,4,5,5,4,1,0,1,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74687,2026-04-20 19:26:23,1,1,1,coin,coin,coin,gold,1,true,250000,25682389239194,33689,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,23,13,4,5,5,4,1,0,1,23,13,4,5,5,4,1,0,1,5,5,1,false,SMALL,-2,-3,1,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74688,2026-04-20 19:26:23,5,5,5,shield,shield,shield,shield,3,true,1,25682389239194,33689,5,5,1,8,0,0,3,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,24,13,4,8,5,4,1,0,2,24,13,4,8,5,4,1,0,2,2,2,2,false,NORMAL,0,-1,1,V1,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74689,2026-04-20 19:26:24,4,6,2,steal,spins,goldSack,gold,1,false,100000,25682389439194,33688,5,5,1,8,0,1,0,1,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,25,13,5,8,6,4,1,0,2,25,13,5,8,6,4,1,0,2,3,6,4,false,MAX,4,1,3,V1,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74690,2026-04-20 19:26:25,1,1,1,coin,coin,coin,gold,1,true,250000,25682389939194,33687,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,26,13,5,8,6,4,1,0,2,26,13,5,8,6,4,1,0,2,5,5,5,false,MAX,4,-1,5,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74691,2026-04-20 19:26:26,4,6,2,steal,spins,goldSack,gold,1,false,100000,25682390139194,33686,5,5,1,8,0,1,0,1,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,27,13,6,8,7,4,1,0,2,27,13,6,8,7,4,1,0,2,3,6,4,false,MAX,6,1,5,V1,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74692,2026-04-20 19:26:27,1,1,1,coin,coin,coin,gold,1,true,250000,25682390639194,33685,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,28,13,6,8,7,4,1,0,2,28,13,6,8,7,4,1,0,2,5,5,1,false,NORMAL,0,-3,3,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74693,2026-04-20 19:26:27,1,1,1,coin,coin,coin,gold,1,true,250000,25682391139194,33684,5,5,1,8,0,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,29,13,6,8,7,4,1,0,2,29,13,6,8,7,4,1,0,2,1,5,1,false,NORMAL,0,-2,2,V1,3,1,5,1,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74694,2026-04-20 19:26:28,3,1,1,attack,coin,coin,gold,1,false,50000,25682391239194,33683,5,5,1,8,1,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,30,14,6,8,7,4,1,0,2,30,14,6,8,7,4,1,0,2,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74695,2026-04-20 19:26:29,1,5,5,coin,shield,shield,gold,1,false,25000,25682391289194,33682,5,5,1,8,0,0,2,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,31,14,6,10,7,4,1,0,2,31,14,6,10,7,4,1,0,2,2,2,1,false,SMALL,-1,-3,2,V1,3,1,5,1,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74696,2026-04-20 19:26:29,3,1,1,attack,coin,coin,gold,1,false,50000,25682391389194,33681,5,5,1,8,1,0,0,0,0,178,225,11,0,79.1,bonus_as10_gae1_no,107,700000,,,,,32,15,6,10,7,4,1,0,2,32,15,6,10,7,4,1,0,2,5,1,0,false,NORMAL,1,-1,2,V1,3,1,5,3,1,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74697,2026-04-20 19:26:30,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682391689194,33680,5,5,1,8,0,0,0,0,1,179,225,11,1,79.6,bonus_as10_gae1_no,107,700000,,,,,33,15,6,10,7,5,1,0,2,33,15,6,10,7,5,1,0,2,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74698,2026-04-20 19:26:31,4,6,2,steal,spins,goldSack,gold,1,false,100000,25682391889194,33679,5,5,1,8,0,1,0,1,0,179,225,11,0,79.6,bonus_as10_gae1_no,107,700000,,,,,34,15,7,10,8,5,1,0,2,34,15,7,10,8,5,1,0,2,7,6,4,false,BIG,3,1,2,V1,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74699,2026-04-20 19:26:32,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682392189194,33678,5,5,1,8,0,0,0,0,1,180,225,11,1,80.0,bonus_as10_gae1_no,107,700000,,,,,35,15,7,10,8,6,1,0,2,35,15,7,10,8,6,1,0,2,7,3,8,false,MAX,7,3,4,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74700,2026-04-20 19:26:33,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682392489194,33677,5,5,1,8,0,0,0,0,1,181,225,11,1,80.4,bonus_as10_gae1_no,107,700000,,,,,36,15,7,10,8,7,1,0,2,36,15,7,10,8,7,1,0,2,7,3,8,false,MAX,7,3,4,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74701,2026-04-20 19:26:34,5,5,5,shield,shield,shield,shield,3,true,1,25682392489194,33677,5,5,1,8,0,0,3,0,0,181,225,11,0,80.4,bonus_as10_gae1_no,107,700000,,,,,37,15,7,13,8,7,1,0,3,37,15,7,13,8,7,1,0,3,2,2,2,false,BIG,3,-1,4,V1,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74702,2026-04-20 19:26:35,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682392789194,33676,5,5,1,8,0,0,0,0,1,182,225,11,1,80.9,bonus_as10_gae1_no,107,700000,,,,,38,15,7,13,8,8,1,0,3,38,15,7,13,8,8,1,0,3,3,3,8,false,MAX,6,2,4,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74703,2026-04-20 19:26:36,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682393089194,33675,5,5,1,8,0,0,0,0,1,183,225,11,1,81.3,bonus_as10_gae1_no,107,700000,,,,,39,15,7,13,8,9,1,0,3,39,15,7,13,8,9,1,0,3,7,7,8,false,MAX,8,7,1,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74704,2026-04-20 19:26:37,3,3,1,attack,attack,coin,gold,1,false,25000,25682393139194,33674,5,5,1,8,2,0,0,0,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,40,17,7,13,8,9,1,0,3,40,17,7,13,8,9,1,0,3,5,0,0,false,SMALL,-1,-2,1,V1,3,1,5,3,3,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74705,2026-04-20 19:26:37,4,6,2,steal,spins,goldSack,gold,1,false,100000,25682393339194,33673,5,5,1,8,0,1,0,1,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,41,17,8,13,9,9,1,0,3,41,17,8,13,9,9,1,0,3,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74706,2026-04-20 19:26:38,3,1,4,attack,coin,steal,gold,1,false,25000,25682393389194,33672,5,5,1,8,1,1,0,0,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,42,18,9,13,9,9,1,0,3,42,18,9,13,9,9,1,0,3,4,5,0,false,NORMAL,0,0,0,V1,3,1,5,3,1,4,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74707,2026-04-20 19:26:39,4,6,2,steal,spins,goldSack,gold,1,false,100000,25682393589194,33671,5,5,1,8,0,1,0,1,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,43,18,10,13,10,9,1,0,3,43,18,10,13,10,9,1,0,3,3,6,4,false,MAX,6,1,5,V1,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74708,2026-04-20 19:26:40,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,25682397589194,33670,5,5,1,8,0,0,0,0,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,44,18,10,13,10,9,1,0,3,44,18,10,13,10,9,1,0,3,7,3,3,false,MAX,7,2,5,V1,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74709,2026-04-20 19:26:40,3,3,3,attack,attack,attack,attack,2,true,0,25682397589194,33669,5,5,1,8,3,0,0,0,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,45,21,10,13,10,9,2,0,3,45,21,10,13,10,9,2,0,3,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74710,2026-04-20 19:26:45,2,2,2,goldSack,goldSack,goldSack,gold,1,true,2000000,25682451589194,33668,5,5,1,8,0,0,0,0,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,46,21,10,13,10,9,2,0,3,46,21,10,13,10,9,2,0,3,3,7,7,false,MAX,7,4,3,V1,3,1,5,2,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74711,2026-04-20 19:26:46,3,1,5,attack,coin,shield,gold,1,false,25000,25682451639194,33667,5,5,1,8,1,0,1,0,0,183,225,11,0,81.3,bonus_as10_gae1_no,107,700000,,,,,47,22,10,14,10,9,2,0,3,47,22,10,14,10,9,2,0,3,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74712,2026-04-20 19:26:46,30,30,2,accumulation,accumulation,goldSack,gold,1,false,100000,25682451839194,33666,5,5,1,8,0,0,0,0,2,185,225,11,2,82.2,bonus_as10_gae1_no,107,700000,,,,,48,22,10,14,10,11,2,0,3,48,22,10,14,10,11,2,0,3,3,8,8,false,MAX,5,1,4,V1,3,1,5,30,30,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74713,2026-04-20 19:26:47,3,3,1,attack,attack,coin,gold,1,false,25000,25682451889194,33665,5,5,1,8,2,0,0,0,0,185,225,11,0,82.2,bonus_as10_gae1_no,107,700000,,,,,49,24,10,14,10,11,2,0,3,49,24,10,14,10,11,2,0,3,5,0,0,false,BIG,2,-2,4,V1,3,1,5,3,3,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74714,2026-04-20 19:26:48,4,6,2,steal,spins,goldSack,gold,1,false,100000,25682452089194,33664,5,5,1,8,0,1,0,1,0,185,225,11,0,82.2,bonus_as10_gae1_no,107,700000,,,,,50,24,11,14,11,11,2,0,3,50,24,11,14,11,11,2,0,3,7,6,4,false,MAX,7,1,6,V1,3,1,5,4,6,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74715,2026-04-20 19:26:49,3,3,1,attack,attack,coin,gold,1,false,25000,25682452139194,33663,5,5,1,8,2,0,0,0,0,185,225,11,0,82.2,bonus_as10_gae1_no,107,700000,,,,,51,26,11,14,11,11,2,0,3,51,26,11,14,11,11,2,0,3,1,0,0,false,MAX,6,-1,7,V1,3,1,5,3,3,1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74716,2026-04-20 19:26:49,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682452439194,33662,5,5,1,8,0,0,0,0,1,186,225,11,1,82.7,bonus_as10_gae1_no,107,700000,,,,,52,26,11,14,11,12,2,0,3,52,26,11,14,11,12,2,0,3,-1,-1,-1,false,,0,0,0,,-1,-1,-1,-1,-1,-1,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74717,2026-04-20 19:26:50,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682452739194,33661,5,5,1,8,0,0,0,0,1,187,225,11,1,83.1,bonus_as10_gae1_no,107,700000,,,,,53,26,11,14,11,13,2,0,3,53,26,11,14,11,13,2,0,3,3,7,8,false,MAX,13,5,8,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74718,2026-04-20 19:26:51,1,6,6,coin,spins,spins,gold,1,false,25000,25682452789194,33660,5,5,1,8,0,0,0,2,0,187,225,11,0,83.1,bonus_as10_gae1_no,107,700000,,,,,54,26,11,14,13,13,2,0,3,54,26,11,14,13,13,2,0,3,6,6,5,false,MAX,8,0,8,V1,3,1,5,1,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74719,2026-04-20 19:26:52,3,3,3,attack,attack,attack,attack,2,true,0,25682452789194,33659,5,5,1,8,3,0,0,0,0,187,225,11,0,83.1,bonus_as10_gae1_no,107,700000,,,,,55,29,11,14,13,13,3,0,3,55,29,11,14,13,13,3,0,3,0,0,0,false,MAX,6,-2,8,V1,3,1,5,3,3,3,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74720,2026-04-20 19:26:57,5,5,5,shield,shield,shield,shield,3,true,1,25682469989194,33659,5,5,1,8,0,0,3,0,0,187,225,11,0,83.1,bonus_as10_gae1_no,107,700000,,,,,56,29,11,17,13,13,3,0,4,56,29,11,17,13,13,3,0,4,2,2,2,false,MAX,4,-1,5,V1,3,1,5,5,5,5,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74721,2026-04-20 19:26:58,30,30,2,accumulation,accumulation,goldSack,gold,1,false,100000,25682470189194,33658,5,5,1,8,0,0,0,0,2,189,225,11,2,84.0,bonus_as10_gae1_no,107,700000,,,,,57,29,11,17,13,15,3,0,4,57,29,11,17,13,15,3,0,4,7,8,8,false,MAX,7,2,5,V1,3,1,5,30,30,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74722,2026-04-20 19:26:59,6,6,6,spins,spins,spins,spins,5,true,10,25682470189194,33667,5,5,1,8,0,0,0,3,0,189,225,11,0,84.0,bonus_as10_gae1_no,107,700000,,,,,58,29,11,17,16,15,3,0,4,58,29,11,17,16,15,3,0,4,6,6,6,true,MAX,4,0,4,V1,3,1,5,6,6,6,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
74723,2026-04-20 19:27:00,30,2,2,accumulation,goldSack,goldSack,gold,1,false,150000,25682470489194,33666,5,5,1,8,0,0,0,0,1,190,225,11,1,84.4,bonus_as10_gae1_no,107,700000,,,,,59,29,11,17,16,16,3,0,4,1,0,0,0,0,1,0,0,0,7,3,8,false,MAX,7,3,4,V1,3,1,5,30,2,2,0,3_5_fbios_PABUnityIAPiOSDefensiveBase,segment_tag_core_slot_prob_nu_29_06_var_a
