feature,mean_importance
t,1000.1666666666666
last_coin_triple_gap,883.6666666666666
last_shd_triple_gap,796.5
last_stl_triple_gap,794.6666666666666
last_gs_triple_gap,733.5
last_atk_triple_gap,688.1666666666666
vt_gap_lag1,455.6666666666667
cooldown_age,370.6666666666667
cur_cat_id,370.6666666666667
spn_gap_lag3,370.1666666666667
vt_gap_mean3,355.8333333333333
spn_gap_lag2,327.8333333333333
vt_gap_lag4,321.3333333333333
acc_gap_std3,317.8333333333333
spn_gap_lag1,299.1666666666667
spn_gap_lag4,296.3333333333333
cum_any_triples,295.5
spn_gap_std3,293.3333333333333
acc_gap_lag4,289.5
acc_gap_lag1,288.1666666666667
acc_gap_lag3,278.8333333333333
cat_lag3,275.1666666666667
vt_gap_std3,271.3333333333333
vt_gap_lag3,265.6666666666667
vt_gap_lag2,259.0
last_any_triple_gap,252.5
acc_gap_lag2,245.5
cat_lag1,238.5
acc_gap_mean3,221.33333333333334
spn_gap_mean3,216.83333333333334
cat_lag2,212.16666666666666
density_any_last10,158.5
cum_coin_triple,157.66666666666666
cooldown_last10,131.83333333333334
cum_atk_triples,130.5
cum_gs_triple,110.5
cum_shd_triples,98.0
pvt_ACC,94.66666666666667
cum_stl_triples,82.33333333333333
density_any_last5,79.5
cooldown_last5,66.0
last_real_triple_gap,46.5
pvt_SPN,28.333333333333332
reel_dup_last,22.0
reel_dup_streak,8.166666666666666
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
