feature,mean_importance
t,1044.0
last_stl_triple_gap,862.3333333333334
last_shd_triple_gap,837.1666666666666
last_gs_triple_gap,788.6666666666666
last_atk_triple_gap,735.6666666666666
last_coin_triple_gap,721.1666666666666
vt_gap_lag1,421.0
cooldown_age,402.6666666666667
cum_any_triples,353.0
acc_gap_lag4,333.0
vt_gap_lag3,331.3333333333333
spn_gap_lag4,328.5
acc_gap_lag2,324.0
acc_gap_mean3,322.3333333333333
vt_gap_mean3,322.1666666666667
spn_gap_lag1,313.8333333333333
acc_gap_std3,313.5
acc_gap_lag3,308.1666666666667
vt_gap_lag2,304.1666666666667
vt_gap_std3,303.3333333333333
vt_gap_lag4,290.3333333333333
spn_gap_mean3,285.8333333333333
spn_gap_lag3,277.3333333333333
spn_gap_lag2,272.5
acc_gap_lag1,255.0
spn_gap_std3,250.16666666666666
cum_gs_triple,227.5
cur_cat_id,226.16666666666666
cum_atk_triples,192.66666666666666
cum_coin_triple,183.16666666666666
cat_lag3,168.33333333333334
density_any_last10,161.33333333333334
last_any_triple_gap,148.83333333333334
cat_lag2,148.83333333333334
cat_lag1,132.0
cum_stl_triples,115.33333333333333
density_any_last5,113.33333333333333
pvt_ACC,101.16666666666667
cum_shd_triples,91.66666666666667
cooldown_last10,79.16666666666667
cooldown_last5,33.5
pvt_SPN,27.166666666666668
last_real_triple_gap,23.666666666666668
reel_dup_last,16.5
reel_dup_streak,8.5
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
