cycle_id,account,session_id,cycle_start_seq,cycle_end_seq,cycle_end_symbol,seq,t,spins_to_vt,prev_vt_type,cum_any_triples,cum_acc_triples,cum_spn_triples,cum_atk_triples,cum_shd_triples,cum_stl_triples,cum_coin_triple,cum_gs_triple,last_any_triple_gap,last_real_triple_gap,last_acc_triple_gap,last_spn_triple_gap,last_atk_triple_gap,last_shd_triple_gap,last_stl_triple_gap,last_coin_triple_gap,last_gs_triple_gap,cooldown_age,density_any_last5,density_any_last10,cooldown_last5,cooldown_last10,reel_dup_last,reel_dup_streak,cur_cat_id,cat_lag1,cat_lag2,cat_lag3,y_any_next3,y_acc_next3,y_spn_next3,y_any_next5,y_acc_next5,y_spn_next5,y_any_next10,y_acc_next10,y_spn_next10,acc_gap_lag1,acc_gap_lag2,acc_gap_lag3,acc_gap_lag4,spn_gap_lag1,spn_gap_lag2,spn_gap_lag3,spn_gap_lag4,vt_gap_lag1,vt_gap_lag2,vt_gap_lag3,vt_gap_lag4,acc_gap_mean3,acc_gap_std3,spn_gap_mean3,spn_gap_std3,vt_gap_mean3,vt_gap_std3,pvt_ACC,pvt_SPN
1121,Nick,Nick|spin_history_2026-04-04.csv,60970,60976,SPN,60970,0,6,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,13,-1,-1,-1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,False,True
1121,Nick,Nick|spin_history_2026-04-04.csv,60970,60976,SPN,60971,1,5,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,2,13,-1,-1,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,False,True
1121,Nick,Nick|spin_history_2026-04-04.csv,60970,60976,SPN,60972,2,4,SPN,1,0,0,1,0,0,0,0,1.0,1.0,,,1.0,,,,,1.0,1,1,1,1,0,0,12,2,13,-1,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,False,True
1121,Nick,Nick|spin_history_2026-04-04.csv,60970,60976,SPN,60973,3,3,SPN,1,0,0,1,0,0,0,0,2.0,2.0,,,2.0,,,,,2.0,1,1,1,1,0,0,2,12,2,13,1,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,False,True
1121,Nick,Nick|spin_history_2026-04-04.csv,60970,60976,SPN,60974,4,2,SPN,2,0,0,2,0,0,0,0,1.0,1.0,,,1.0,,,,,1.0,2,2,2,2,1,1,2,2,12,2,1,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,False,True
1121,Nick,Nick|spin_history_2026-04-04.csv,60970,60976,SPN,60975,5,1,SPN,3,0,0,3,0,0,0,0,1.0,1.0,,,1.0,,,,,1.0,3,3,3,3,0,0,13,2,2,12,1,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60977,0,14,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,14,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60978,1,13,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,12,14,-1,-1,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60979,2,12,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,14,12,14,-1,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60980,3,11,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,14,14,12,14,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60981,4,10,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,6,14,14,12,0,0,0,0,0,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60982,5,9,SPN,1,0,0,0,0,0,0,1,1.0,1.0,,,,,,,1.0,,1,1,0,0,1,1,6,6,14,14,0,0,0,0,0,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60983,6,8,SPN,2,0,0,0,0,0,0,2,1.0,1.0,,,,,,,1.0,,2,2,0,0,0,0,5,6,6,14,0,0,0,0,0,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60984,7,7,SPN,3,0,0,0,0,0,1,2,1.0,1.0,,,,,,1.0,2.0,,3,3,0,0,0,0,3,5,6,6,0,0,0,0,0,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60985,8,6,SPN,4,0,0,0,1,0,1,2,1.0,1.0,,,,1.0,,2.0,3.0,1.0,4,4,1,1,0,0,14,3,5,6,0,0,0,0,0,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60986,9,5,SPN,4,0,0,0,1,0,1,2,2.0,2.0,,,,2.0,,3.0,4.0,2.0,4,4,1,1,0,0,7,14,3,5,0,0,0,1,1,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60987,10,4,SPN,4,0,0,0,1,0,1,2,3.0,3.0,,,,3.0,,4.0,5.0,3.0,3,4,1,1,0,0,12,7,14,3,0,0,0,1,1,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60988,11,3,SPN,4,0,0,0,1,0,1,2,4.0,4.0,,,,4.0,,5.0,6.0,4.0,2,4,1,1,0,0,14,12,7,14,1,1,0,1,1,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60989,12,2,SPN,4,0,0,0,1,0,1,2,5.0,5.0,,,,5.0,,6.0,7.0,5.0,1,4,1,1,0,0,11,14,12,7,1,1,0,1,1,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1122,Nick,Nick|spin_history_2026-04-04.csv,60977,60991,ACC,60990,13,1,SPN,4,0,0,0,1,0,1,2,6.0,6.0,,,,6.0,,7.0,8.0,6.0,0,4,0,1,0,0,4,11,14,12,1,1,0,1,1,0,1,1,0,,,,,7.0,,,,7.0,,,,,,7.0,,7.0,,False,True
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60992,0,37,ACC,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,14,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60993,1,36,ACC,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,12,14,-1,-1,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60994,2,35,ACC,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,11,12,14,-1,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60995,3,34,ACC,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,13,11,12,14,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60996,4,33,ACC,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,12,13,11,12,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60997,5,32,ACC,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,2,12,13,11,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60998,6,31,ACC,1,0,0,1,0,0,0,0,1.0,1.0,,,1.0,,,,,1.0,1,1,1,1,0,0,13,2,12,13,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,60999,7,30,ACC,1,0,0,1,0,0,0,0,2.0,2.0,,,2.0,,,,,2.0,1,1,1,1,0,0,14,13,2,12,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61000,8,29,ACC,1,0,0,1,0,0,0,0,3.0,3.0,,,3.0,,,,,3.0,1,1,1,1,0,0,5,14,13,2,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61001,9,28,ACC,2,0,0,1,0,0,1,0,1.0,1.0,,,4.0,,,1.0,,4.0,2,2,1,1,0,0,13,5,14,13,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61002,10,27,ACC,2,0,0,1,0,0,1,0,2.0,2.0,,,5.0,,,2.0,,5.0,2,2,1,1,1,1,13,13,5,14,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61003,11,26,ACC,2,0,0,1,0,0,1,0,3.0,3.0,,,6.0,,,3.0,,6.0,1,2,0,1,0,0,14,13,13,5,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61004,12,25,ACC,2,0,0,1,0,0,1,0,4.0,4.0,,,7.0,,,4.0,,7.0,1,2,0,1,1,1,14,14,13,13,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61005,13,24,ACC,2,0,0,1,0,0,1,0,5.0,5.0,,,8.0,,,5.0,,8.0,1,2,0,1,0,0,9,14,14,13,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61006,14,23,ACC,2,0,0,1,0,0,1,0,6.0,6.0,,,9.0,,,6.0,,9.0,0,2,0,1,0,0,2,9,14,14,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61007,15,22,ACC,3,0,0,2,0,0,1,0,1.0,1.0,,,1.0,,,7.0,,1.0,1,3,1,2,1,1,2,2,9,14,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61008,16,21,ACC,4,0,0,3,0,0,1,0,1.0,1.0,,,1.0,,,8.0,,1.0,2,3,2,2,0,0,13,2,2,9,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61009,17,20,ACC,4,0,0,3,0,0,1,0,2.0,2.0,,,2.0,,,9.0,,2.0,2,3,2,2,0,0,7,13,2,2,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61010,18,19,ACC,4,0,0,3,0,0,1,0,3.0,3.0,,,3.0,,,10.0,,3.0,2,3,2,2,0,0,2,7,13,2,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61011,19,18,ACC,5,0,0,4,0,0,1,0,1.0,1.0,,,1.0,,,11.0,,1.0,3,3,3,3,0,0,14,2,7,13,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61012,20,17,ACC,5,0,0,4,0,0,1,0,2.0,2.0,,,2.0,,,12.0,,2.0,2,3,2,3,0,0,11,14,2,7,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61013,21,16,ACC,5,0,0,4,0,0,1,0,3.0,3.0,,,3.0,,,13.0,,3.0,1,3,1,3,0,0,14,11,14,2,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61014,22,15,ACC,5,0,0,4,0,0,1,0,4.0,4.0,,,4.0,,,14.0,,4.0,1,3,1,3,0,0,12,14,11,14,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61015,23,14,ACC,5,0,0,4,0,0,1,0,5.0,5.0,,,5.0,,,15.0,,5.0,1,3,1,3,0,0,4,12,14,11,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61016,24,13,ACC,6,0,0,4,0,1,1,0,1.0,1.0,,,6.0,,1.0,16.0,,1.0,1,4,1,4,1,1,4,4,12,14,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61017,25,12,ACC,7,0,0,4,0,2,1,0,1.0,1.0,,,7.0,,1.0,17.0,,1.0,2,4,2,4,0,0,3,4,4,12,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61018,26,11,ACC,8,0,0,4,1,2,1,0,1.0,1.0,,,8.0,1.0,2.0,18.0,,1.0,3,4,3,4,0,0,13,3,4,4,0,0,0,0,0,0,0,0,0,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61019,27,10,ACC,8,0,0,4,1,2,1,0,2.0,2.0,,,9.0,2.0,3.0,19.0,,2.0,3,4,3,4,1,1,13,13,3,4,0,0,0,0,0,0,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61020,28,9,ACC,8,0,0,4,1,2,1,0,3.0,3.0,,,10.0,3.0,4.0,20.0,,3.0,3,4,3,4,0,0,8,13,13,3,0,0,0,0,0,0,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61021,29,8,ACC,8,0,0,4,1,2,1,0,4.0,4.0,,,11.0,4.0,5.0,21.0,,4.0,2,3,2,3,0,0,3,8,13,13,0,0,0,0,0,0,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61022,30,7,ACC,9,0,0,4,2,2,1,0,1.0,1.0,,,12.0,1.0,6.0,22.0,,1.0,2,4,2,4,0,0,9,3,8,13,0,0,0,0,0,0,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61023,31,6,ACC,9,0,0,4,2,2,1,0,2.0,2.0,,,13.0,2.0,7.0,23.0,,2.0,1,4,1,4,0,0,14,9,3,8,0,0,0,0,0,0,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61024,32,5,ACC,9,0,0,4,2,2,1,0,3.0,3.0,,,14.0,3.0,8.0,24.0,,3.0,1,4,1,4,0,0,6,14,9,3,0,0,0,1,0,1,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61025,33,4,ACC,10,0,0,4,2,2,1,1,1.0,1.0,,,15.0,4.0,9.0,25.0,1.0,4.0,2,5,1,4,0,0,7,6,14,9,0,0,0,1,0,1,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61026,34,3,ACC,10,0,0,4,2,2,1,1,2.0,2.0,,,16.0,5.0,10.0,26.0,2.0,5.0,2,4,1,3,0,0,14,7,6,14,1,0,1,1,0,1,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61027,35,2,ACC,10,0,0,4,2,2,1,1,3.0,3.0,,,17.0,6.0,11.0,27.0,3.0,6.0,1,3,0,2,0,0,7,14,7,6,1,0,1,1,0,1,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1123,Nick,Nick|spin_history_2026-04-04.csv,60992,61029,SPN,61028,36,1,ACC,10,0,0,4,2,2,1,1,4.0,4.0,,,18.0,7.0,12.0,28.0,4.0,7.0,1,2,0,1,0,0,13,7,14,7,1,0,1,1,0,1,1,0,1,,,,,7.0,,,,15.0,7.0,,,,,7.0,,11.0,4.0,True,False
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61030,0,38,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,12,-1,-1,-1,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61031,1,37,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,13,12,-1,-1,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61032,2,36,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,1,1,13,13,12,-1,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61033,3,35,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,11,13,13,12,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61034,4,34,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,13,11,13,13,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61035,5,33,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,1,1,13,13,11,13,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61036,6,32,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,1,2,13,13,13,11,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61037,7,31,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,1,3,13,13,13,13,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61038,8,30,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,9,13,13,13,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61039,9,29,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,7,9,13,13,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61040,10,28,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,12,7,9,13,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61041,11,27,SPN,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,3,12,7,9,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61042,12,26,SPN,1,0,0,0,1,0,0,0,1.0,1.0,,,,1.0,,,,1.0,1,1,1,1,0,0,11,3,12,7,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61043,13,25,SPN,1,0,0,0,1,0,0,0,2.0,2.0,,,,2.0,,,,2.0,1,1,1,1,0,0,14,11,3,12,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61044,14,24,SPN,1,0,0,0,1,0,0,0,3.0,3.0,,,,3.0,,,,3.0,1,1,1,1,0,0,12,14,11,3,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61045,15,23,SPN,1,0,0,0,1,0,0,0,4.0,4.0,,,,4.0,,,,4.0,1,1,1,1,0,0,14,12,14,11,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61046,16,22,SPN,1,0,0,0,1,0,0,0,5.0,5.0,,,,5.0,,,,5.0,1,1,1,1,0,0,14,14,12,14,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61047,17,21,SPN,1,0,0,0,1,0,0,0,6.0,6.0,,,,6.0,,,,6.0,0,1,0,1,0,0,12,14,14,12,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61048,18,20,SPN,1,0,0,0,1,0,0,0,7.0,7.0,,,,7.0,,,,7.0,0,1,0,1,0,0,9,12,14,14,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61049,19,19,SPN,1,0,0,0,1,0,0,0,8.0,8.0,,,,8.0,,,,8.0,0,1,0,1,0,0,3,9,12,14,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61050,20,18,SPN,2,0,0,0,2,0,0,0,1.0,1.0,,,,1.0,,,,1.0,1,2,1,2,0,0,6,3,9,12,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61051,21,17,SPN,3,0,0,0,2,0,0,1,1.0,1.0,,,,2.0,,,1.0,2.0,2,3,1,2,0,0,12,6,3,9,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61052,22,16,SPN,3,0,0,0,2,0,0,1,2.0,2.0,,,,3.0,,,2.0,3.0,2,2,1,1,0,0,6,12,6,3,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
1124,Nick,Nick|spin_history_2026-04-04.csv,61030,61068,SPN,61053,23,15,SPN,4,0,0,0,2,0,0,2,1.0,1.0,,,,4.0,,,1.0,4.0,3,3,1,1,0,0,13,6,12,6,0,0,0,0,0,0,0,0,0,,,,,53.0,7.0,,,38.0,15.0,7.0,,,,30.0,23.0,20.0,13.140268896284683,False,True
