cycle_id,account,session_id,cycle_start_seq,cycle_end_seq,cycle_end_symbol,seq,t,spins_to_vt,prev_vt_type,cum_any_triples,cum_acc_triples,cum_spn_triples,cum_atk_triples,cum_shd_triples,cum_stl_triples,cum_coin_triple,cum_gs_triple,last_any_triple_gap,last_real_triple_gap,last_acc_triple_gap,last_spn_triple_gap,last_atk_triple_gap,last_shd_triple_gap,last_stl_triple_gap,last_coin_triple_gap,last_gs_triple_gap,cooldown_age,density_any_last5,density_any_last10,cooldown_last5,cooldown_last10,reel_dup_last,reel_dup_streak,cur_cat_id,cat_lag1,cat_lag2,cat_lag3,y_any_next3,y_acc_next3,y_spn_next3,y_any_next5,y_acc_next5,y_spn_next5,y_any_next10,y_acc_next10,y_spn_next10,acc_gap_lag1,acc_gap_lag2,acc_gap_lag3,acc_gap_lag4,spn_gap_lag1,spn_gap_lag2,spn_gap_lag3,spn_gap_lag4,vt_gap_lag1,vt_gap_lag2,vt_gap_lag3,vt_gap_lag4,acc_gap_mean3,acc_gap_std3,spn_gap_mean3,spn_gap_std3,vt_gap_mean3,vt_gap_std3,pvt_ACC,pvt_SPN
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80204,15,99,SPN,6,0,0,1,2,2,0,1,1.0,1.0,,,11.0,2.0,1.0,,7.0,1.0,3,5,3,4,0,0,14,4,3,9,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80205,16,98,SPN,6,0,0,1,2,2,0,1,2.0,2.0,,,12.0,3.0,2.0,,8.0,2.0,3,5,3,4,1,1,14,14,4,3,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80206,17,97,SPN,6,0,0,1,2,2,0,1,3.0,3.0,,,13.0,4.0,3.0,,9.0,3.0,2,5,2,4,0,0,14,14,14,4,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80207,18,96,SPN,6,0,0,1,2,2,0,1,4.0,4.0,,,14.0,5.0,4.0,,10.0,4.0,2,5,2,4,0,0,13,14,14,14,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80208,19,95,SPN,6,0,0,1,2,2,0,1,5.0,5.0,,,15.0,6.0,5.0,,11.0,5.0,1,4,1,4,0,0,14,13,14,14,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80209,20,94,SPN,6,0,0,1,2,2,0,1,6.0,6.0,,,16.0,7.0,6.0,,12.0,6.0,0,3,0,3,0,0,2,14,13,14,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80210,21,93,SPN,7,0,0,2,2,2,0,1,1.0,1.0,,,1.0,8.0,7.0,,13.0,1.0,1,4,1,4,0,0,13,2,14,13,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80211,22,92,SPN,7,0,0,2,2,2,0,1,2.0,2.0,,,2.0,9.0,8.0,,14.0,2.0,1,3,1,3,0,0,12,13,2,14,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80212,23,91,SPN,7,0,0,2,2,2,0,1,3.0,3.0,,,3.0,10.0,9.0,,15.0,3.0,1,3,1,3,0,0,6,12,13,2,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80213,24,90,SPN,8,0,0,2,2,2,0,2,1.0,1.0,,,4.0,11.0,10.0,,1.0,4.0,2,3,1,2,0,0,5,6,12,13,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80214,25,89,SPN,9,0,0,2,2,2,1,2,1.0,1.0,,,5.0,12.0,11.0,1.0,2.0,5.0,3,3,1,1,0,0,12,5,6,12,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80215,26,88,SPN,9,0,0,2,2,2,1,2,2.0,2.0,,,6.0,13.0,12.0,2.0,3.0,6.0,2,3,0,1,0,0,6,12,5,6,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80216,27,87,SPN,10,0,0,2,2,2,1,3,1.0,1.0,,,7.0,14.0,13.0,3.0,1.0,7.0,3,4,0,1,0,0,13,6,12,5,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80217,28,86,SPN,10,0,0,2,2,2,1,3,2.0,2.0,,,8.0,15.0,14.0,4.0,2.0,8.0,3,4,0,1,0,0,8,13,6,12,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80218,29,85,SPN,10,0,0,2,2,2,1,3,3.0,3.0,,,9.0,16.0,15.0,5.0,3.0,9.0,2,4,0,1,0,0,14,8,13,6,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80219,30,84,SPN,10,0,0,2,2,2,1,3,4.0,4.0,,,10.0,17.0,16.0,6.0,4.0,10.0,1,4,0,1,0,0,9,14,8,13,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80220,31,83,SPN,10,0,0,2,2,2,1,3,5.0,5.0,,,11.0,18.0,17.0,7.0,5.0,11.0,1,3,0,0,0,0,12,9,14,8,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80221,32,82,SPN,10,0,0,2,2,2,1,3,6.0,6.0,,,12.0,19.0,18.0,8.0,6.0,12.0,0,3,0,0,1,1,12,12,9,14,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
1325,Nick,Nick|spin_history_Nick_2026-04-20.csv,80189,80303,ACC,80222,33,81,SPN,10,0,0,2,2,2,1,3,7.0,7.0,,,13.0,20.0,19.0,9.0,7.0,13.0,0,3,0,0,1,2,12,12,12,9,0,0,0,0,0,0,0,0,0,123.0,30.0,84.0,146.0,69.0,87.0,183.0,100.0,20.0,49.0,74.0,13.0,79.0,38.13135192987524,113.0,50.039984012787215,47.666666666666664,22.065558884580486,False,True
