feature,mean_importance
t,1167.0
last_shd_triple_gap,732.1666666666666
last_coin_triple_gap,707.6666666666666
last_stl_triple_gap,704.0
vt_gap_lag1,564.6666666666666
last_atk_triple_gap,530.0
last_gs_triple_gap,469.3333333333333
spn_gap_lag3,466.3333333333333
vt_gap_mean3,449.6666666666667
spn_gap_lag2,415.5
cum_any_triples,404.5
spn_gap_lag1,386.3333333333333
spn_gap_std3,374.0
spn_gap_lag4,363.6666666666667
acc_gap_std3,360.0
vt_gap_lag4,351.6666666666667
acc_gap_lag4,347.3333333333333
acc_gap_lag1,346.0
vt_gap_lag3,338.0
acc_gap_lag3,333.1666666666667
vt_gap_std3,330.5
vt_gap_lag2,327.8333333333333
acc_gap_lag2,311.1666666666667
acc_gap_mean3,256.1666666666667
spn_gap_mean3,245.5
cum_coin_triple,227.5
cooldown_age,225.16666666666666
cum_gs_triple,198.5
cur_cat_id,189.66666666666666
cum_atk_triples,181.0
cum_shd_triples,156.66666666666666
pvt_ACC,140.83333333333334
density_any_last10,134.5
cat_lag1,131.16666666666666
last_any_triple_gap,121.83333333333333
cat_lag3,109.33333333333333
cat_lag2,106.16666666666667
cum_stl_triples,101.16666666666667
density_any_last5,51.166666666666664
cooldown_last10,46.166666666666664
pvt_SPN,36.833333333333336
cooldown_last5,33.0
last_real_triple_gap,20.0
reel_dup_last,5.0
reel_dup_streak,2.1666666666666665
last_acc_triple_gap,0.0
last_spn_triple_gap,0.0
cum_spn_triples,0.0
cum_acc_triples,0.0
