================================================================================
CHUNK 2: SYMBOL COUNTER SWEEPS
================================================================================

======================================== ACC (178 gaps) ========================================

--- ACC: Each sa_* counter as rate gate (threshold=130) ---
     counter    gate   caught     bet%    mb/hit    lift
           sa_atk/sa_spn    1.40   58/178   12.13%      37.8    2.69x
           sa_atk/sa_spn    1.50   58/178   12.11%      37.7    2.69x
           sa_atk/sa_spn    1.60   55/178   11.67%      38.3    2.65x
           sa_atk/sa_spn    1.70   51/178   10.76%      38.1    2.66x
           sa_atk/sa_spn    1.80   49/178    9.69%      35.7    2.84x
           sa_atk/sa_spn    1.90   39/178    8.18%      37.9    2.68x
           sa_atk/sa_stl    0.30   59/178   12.55%      38.4    2.64x
           sa_atk/sa_stl    0.40   59/178   12.55%      38.4    2.64x
           sa_atk/sa_stl    0.50   59/178   12.55%      38.4    2.64x
           sa_atk/sa_stl    0.60   59/178   12.55%      38.4    2.64x
           sa_atk/sa_stl    0.70   59/178   12.55%      38.4    2.64x
           sa_atk/sa_stl    0.80   59/178   12.55%      38.4    2.64x
           sa_atk/sa_stl    0.90   59/178   12.55%      38.4    2.64x
           sa_atk/sa_stl    1.00   59/178   12.39%      37.9    2.67x
           sa_atk/sa_stl    1.10   56/178   11.99%      38.7    2.62x
           sa_atk/sa_stl    1.20   54/178   11.36%      38.0    2.67x
           sa_atk/sa_stl    1.30   49/178   10.03%      37.0    2.75x
           sa_atk/sa_stl    1.40   44/178    8.17%      33.5    3.02x
           sa_atk/sa_stl    1.50   36/178    6.22%      31.2    3.25x
           sa_atk/sa_stl    1.60   22/178    3.70%      30.4    3.34x
           sa_atk/sa_stl    1.70   11/178    2.16%      35.5    2.86x
           sa_atk/sa_stl    1.80    6/178    1.25%      37.7    2.69x
           sa_atk/sa_shd    0.30   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    0.40   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    0.50   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    0.60   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    0.70   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    0.80   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    0.90   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    1.00   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    1.10   59/178   12.55%      38.4    2.64x
           sa_atk/sa_shd    1.20   59/178   12.48%      38.2    2.66x
           sa_atk/sa_shd    1.30   59/178   12.29%      37.6    2.70x
           sa_atk/sa_shd    1.40   59/178   12.15%      37.2    2.73x
           sa_atk/sa_shd    1.50   58/178   12.00%      37.4    2.72x
           sa_atk/sa_shd    1.60   58/178   11.78%      36.7    2.77x
           sa_atk/sa_shd    1.70   58/178   11.41%      35.5    2.86x
           sa_atk/sa_shd    1.80   55/178   10.84%      35.6    2.85x
           sa_atk/sa_shd    1.90   51/178    9.90%      35.1    2.89x
           sa_stl/sa_acc    0.30   59/178   12.55%      38.4    2.64x
           sa_stl/sa_acc    0.40   59/178   12.55%      38.4    2.64x
           sa_stl/sa_acc    0.50   59/178   12.55%      38.4    2.64x
           sa_stl/sa_acc    0.60   59/178   12.55%      38.4    2.64x
           sa_stl/sa_acc    0.70   59/178   12.55%      38.4    2.64x
           sa_stl/sa_acc    0.80   58/178   12.46%      38.8    2.62x
           sa_stl/sa_acc    0.90   55/178   12.20%      40.1    2.53x
           sa_stl/sa_acc    1.00   49/178   11.76%      43.3    2.34x
           sa_stl/sa_acc    1.10   29/178    9.90%      61.7    1.65x
           sa_stl/sa_acc    1.20   19/178    6.89%      65.5    1.55x
           sa_stl/sa_acc    1.30    7/178    4.16%     107.4    0.94x
           sa_stl/sa_spn    0.30   59/178   12.55%      38.4    2.64x
           sa_stl/sa_spn    0.40   59/178   12.55%      38.4    2.64x
           sa_stl/sa_spn    0.50   59/178   12.55%      38.4    2.64x
           sa_stl/sa_spn    0.60   59/178   12.55%      38.4    2.64x
           sa_stl/sa_spn    0.70   59/178   12.55%      38.4    2.64x
           sa_stl/sa_spn    0.80   59/178   12.52%      38.3    2.65x
           sa_stl/sa_spn    0.90   58/178   12.46%      38.8    2.62x
           sa_stl/sa_spn    1.00   58/178   12.43%      38.7    2.62x
           sa_stl/sa_spn    1.10   56/178   11.70%      37.8    2.69x
           sa_stl/sa_spn    1.20   49/178    9.53%      35.1    2.89x
           sa_stl/sa_spn    1.30   31/178    6.87%      40.0    2.53x
           sa_stl/sa_spn    1.40   22/178    5.10%      41.9    2.42x
           sa_stl/sa_spn    1.50   12/178    3.68%      55.3    1.83x
           sa_stl/sa_spn    1.60    6/178    2.25%      67.8    1.50x
           sa_stl/sa_atk    0.30   59/178   12.55%      38.4    2.64x
           sa_stl/sa_atk    0.40   59/178   12.52%      38.3    2.65x
           sa_stl/sa_atk    0.50   57/178   12.35%      39.1    2.59x
           sa_stl/sa_atk    0.60   43/178   10.09%      42.4    2.39x
           sa_stl/sa_atk    0.70   18/178    5.03%      50.4    2.01x
           sa_stl/sa_atk    0.80    9/178    1.88%      37.8    2.69x
           sa_stl/sa_shd    0.30   59/178   12.55%      38.4    2.64x
           sa_stl/sa_shd    0.40   59/178   12.55%      38.4    2.64x
           sa_stl/sa_shd    0.50   59/178   12.55%      38.4    2.64x
           sa_stl/sa_shd    0.60   59/178   12.55%      38.4    2.64x
           sa_stl/sa_shd    0.70   59/178   12.55%      38.4    2.64x
           sa_stl/sa_shd    0.80   59/178   12.55%      38.4    2.64x
           sa_stl/sa_shd    0.90   59/178   12.55%      38.4    2.64x
           sa_stl/sa_shd    1.00   59/178   12.40%      37.9    2.67x
           sa_stl/sa_shd    1.10   57/178   12.09%      38.3    2.65x
           sa_stl/sa_shd    1.20   56/178   11.65%      37.6    2.70x
           sa_stl/sa_shd    1.30   53/178   10.81%      36.8    2.75x
           sa_stl/sa_shd    1.40   48/178    9.09%      34.2    2.97x
           sa_stl/sa_shd    1.50   40/178    7.75%      35.0    2.90x
           sa_stl/sa_shd    1.60   33/178    5.58%      30.5    3.32x
           sa_stl/sa_shd    1.70   22/178    3.54%      29.0    3.49x
           sa_stl/sa_shd    1.80   13/178    2.50%      34.7    2.92x
           sa_stl/sa_shd    1.90   10/178    2.03%      36.6    2.77x
           sa_shd/sa_acc    0.30   59/178   12.55%      38.4    2.64x
           sa_shd/sa_acc    0.40   58/178   12.51%      39.0    2.60x
           sa_shd/sa_acc    0.50   55/178   12.34%      40.5    2.50x
           sa_shd/sa_acc    0.60   43/178   10.89%      45.7    2.22x
           sa_shd/sa_acc    0.70   28/178    8.83%      57.0    1.78x
           sa_shd/sa_acc    0.80   13/178    5.94%      82.5    1.23x
           sa_shd/sa_acc    0.90    6/178    3.02%      90.8    1.12x
           sa_shd/sa_spn    0.30   59/178   12.55%      38.4    2.64x
           sa_shd/sa_spn    0.40   59/178   12.55%      38.4    2.64x
           sa_shd/sa_spn    0.50   59/178   12.42%      38.0    2.67x
           sa_shd/sa_spn    0.60   55/178   12.08%      39.7    2.56x
           sa_shd/sa_spn    0.70   46/178   10.63%      41.7    2.43x
           sa_shd/sa_spn    0.80   37/178    8.40%      41.0    2.47x
           sa_shd/sa_spn    0.90   18/178    4.83%      48.5    2.09x
           sa_shd/sa_spn    1.00   11/178    3.28%      53.9    1.88x
           sa_shd/sa_spn    1.10    5/178    1.91%      69.0    1.47x
           sa_shd/sa_atk    0.30   55/178   11.92%      39.1    2.59x
           sa_shd/sa_atk    0.40   33/178    7.94%      43.5    2.33x
           sa_shd/sa_atk    0.50    9/178    3.28%      65.9    1.54x
           sa_shd/sa_stl    0.30   59/178   12.55%      38.4    2.64x
           sa_shd/sa_stl    0.40   57/178   12.32%      39.0    2.60x
           sa_shd/sa_stl    0.50   53/178   11.22%      38.2    2.65x
           sa_shd/sa_stl    0.60   32/178    8.59%      48.5    2.09x
           sa_shd/sa_stl    0.70   12/178    3.82%      57.5    1.76x
           sa_shd/sa_stl    0.80    5/178    1.28%      46.2    2.20x

--- ACC: Total non-ACC symbols rate gate (threshold=130) ---
  gate   caught     bet%    mb/hit    lift
  0.40   59/178   12.55%      38.4    2.64x
  0.42   59/178   12.55%      38.4    2.64x
  0.44   59/178   12.55%      38.4    2.64x
  0.46   59/178   12.55%      38.4    2.64x
  0.48   59/178   12.55%      38.4    2.64x
  0.50   59/178   12.55%      38.4    2.64x
  0.52   59/178   12.55%      38.4    2.64x
  0.54   59/178   12.55%      38.4    2.64x
  0.56   59/178   12.55%      38.4    2.64x
  0.58   59/178   12.55%      38.4    2.64x
  0.60   59/178   12.55%      38.4    2.64x
  0.62   59/178   12.55%      38.4    2.64x
  0.64   59/178   12.55%      38.4    2.64x
  0.66   59/178   12.55%      38.4    2.64x
  0.68   59/178   12.55%      38.4    2.64x
  0.70   59/178   12.55%      38.4    2.64x
  0.72   59/178   12.55%      38.4    2.64x
  0.74   59/178   12.55%      38.4    2.64x
  0.76   59/178   12.55%      38.4    2.64x
  0.78   59/178   12.55%      38.4    2.64x
  0.80   59/178   12.55%      38.4    2.64x
  0.82   59/178   12.55%      38.4    2.64x
  0.84   59/178   12.55%      38.4    2.64x
  0.86   59/178   12.55%      38.4    2.64x
  0.88   59/178   12.55%      38.4    2.64x

--- ACC: Total other triples count gate (threshold=130, rate=0.30) ---
min_3x   caught     bet%    mb/hit    lift
     0   31/178    2.93%      17.1    5.93x
     1   31/178    2.93%      17.1    5.93x
     2   31/178    2.93%      17.1    5.93x
     3   31/178    2.93%      17.1    5.93x
     4   31/178    2.93%      17.1    5.93x
     5   31/178    2.93%      17.1    5.93x
     6   31/178    2.93%      17.1    5.93x
     7   31/178    2.93%      17.1    5.93x
     8   31/178    2.93%      17.1    5.93x
     9   31/178    2.93%      17.1    5.93x
    10   31/178    2.93%      17.1    5.93x
    11   31/178    2.93%      17.1    5.93x
    12   31/178    2.93%      17.1    5.93x
    13   31/178    2.93%      17.1    5.93x
    14   31/178    2.93%      17.1    5.93x
    15   29/178    2.88%      17.9    5.66x
    16   28/178    2.86%      18.4    5.51x
    17   28/178    2.81%      18.1    5.59x
    18   27/178    2.76%      18.4    5.50x
    19   25/178    2.55%      18.4    5.51x

======================================== SPN (213 gaps) ========================================

--- SPN: Each ss_* counter as rate gate (threshold=87) ---
     counter    gate   caught     bet%    mb/hit    lift
      ss_acc    0.15   95/213   25.91%      49.7    1.72x
      ss_acc    0.16   95/213   25.91%      49.7    1.72x
      ss_acc    0.17   95/213   25.91%      49.7    1.72x
      ss_acc    0.18   95/213   25.91%      49.7    1.72x
      ss_acc    0.19   95/213   25.91%      49.7    1.72x
      ss_acc    0.20   95/213   25.91%      49.7    1.72x
      ss_acc    0.21   95/213   25.91%      49.7    1.72x
      ss_acc    0.22   95/213   25.86%      49.6    1.72x
      ss_acc    0.23   95/213   25.83%      49.5    1.73x
      ss_acc    0.24   94/213   25.77%      49.9    1.71x
      ss_acc    0.25   92/213   25.57%      50.6    1.69x
      ss_acc    0.26   91/213   25.01%      50.0    1.71x
      ss_acc    0.27   87/213   24.33%      50.9    1.68x
      ss_acc    0.28   83/213   23.40%      51.3    1.67x
      ss_acc    0.29   73/213   21.66%      54.0    1.58x
      ss_acc    0.30   64/213   19.13%      54.4    1.57x
      ss_acc    0.31   51/213   15.91%      56.8    1.50x
      ss_acc    0.32   35/213   12.82%      66.7    1.28x
      ss_acc    0.33   26/213    9.52%      66.7    1.28x
      ss_acc    0.34   17/213    6.86%      73.5    1.16x
      ss_acc    0.35   10/213    4.43%      80.6    1.06x
      ss_acc    0.36    8/213    2.79%      63.5    1.35x
      ss_spn    0.15   95/213   25.70%      49.3    1.74x
      ss_spn    0.16   94/213   25.36%      49.1    1.74x
      ss_spn    0.17   93/213   24.82%      48.6    1.76x
      ss_spn    0.18   92/213   23.98%      47.5    1.80x
      ss_spn    0.19   91/213   22.29%      44.6    1.92x
      ss_spn    0.20   88/213   20.46%      42.4    2.02x
      ss_spn    0.21   84/213   18.01%      39.0    2.19x
      ss_spn    0.22   79/213   14.03%      32.3    2.64x
      ss_spn    0.23   66/213    9.13%      25.2    3.40x
      ss_spn    0.24   49/213    5.36%      19.9    4.29x
      ss_spn    0.25   40/213    3.20%      14.6    5.88x
      ss_spn    0.26   23/213    1.59%      12.6    6.78x
      ss_spn    0.27   14/213    1.08%      14.0    6.11x
      ss_spn    0.28    6/213    0.76%      23.0    3.72x
      ss_atk    0.15   95/213   25.91%      49.7    1.72x
      ss_atk    0.16   95/213   25.91%      49.7    1.72x
      ss_atk    0.17   95/213   25.91%      49.7    1.72x
      ss_atk    0.18   95/213   25.91%      49.7    1.72x
      ss_atk    0.19   95/213   25.91%      49.7    1.72x
      ss_atk    0.20   95/213   25.91%      49.7    1.72x
      ss_atk    0.21   95/213   25.91%      49.7    1.72x
      ss_atk    0.22   95/213   25.91%      49.7    1.72x
      ss_atk    0.23   95/213   25.91%      49.7    1.72x
      ss_atk    0.24   95/213   25.91%      49.7    1.72x
      ss_atk    0.25   95/213   25.91%      49.7    1.72x
      ss_atk    0.26   95/213   25.91%      49.7    1.72x
      ss_atk    0.27   95/213   25.91%      49.7    1.72x
      ss_atk    0.28   95/213   25.91%      49.7    1.72x
      ss_atk    0.29   95/213   25.91%      49.7    1.72x
      ss_atk    0.30   95/213   25.91%      49.7    1.72x
      ss_atk    0.31   95/213   25.91%      49.7    1.72x
      ss_atk    0.32   95/213   25.90%      49.7    1.72x
      ss_atk    0.33   95/213   25.88%      49.6    1.72x
      ss_atk    0.34   95/213   25.84%      49.5    1.73x
      ss_atk    0.35   95/213   25.79%      49.4    1.73x
      ss_atk    0.36   95/213   25.68%      49.2    1.74x
      ss_atk    0.37   95/213   25.57%      49.0    1.74x
      ss_atk    0.38   94/213   25.42%      49.3    1.74x
      ss_atk    0.39   92/213   25.16%      49.8    1.72x
      ss_atk    0.40   92/213   24.90%      49.3    1.73x
      ss_atk    0.41   92/213   24.68%      48.9    1.75x
      ss_atk    0.42   90/213   24.45%      49.5    1.73x
      ss_atk    0.43   87/213   24.08%      50.4    1.70x
      ss_atk    0.44   83/213   23.18%      50.9    1.68x
      ss_atk    0.45   79/213   22.29%      51.4    1.66x
      ss_stl    0.15   95/213   25.91%      49.7    1.72x
      ss_stl    0.16   95/213   25.91%      49.7    1.72x
      ss_stl    0.17   95/213   25.91%      49.7    1.72x
      ss_stl    0.18   95/213   25.91%      49.7    1.72x
      ss_stl    0.19   95/213   25.91%      49.7    1.72x
      ss_stl    0.20   95/213   25.91%      49.7    1.72x
      ss_stl    0.21   95/213   25.91%      49.7    1.72x
      ss_stl    0.22   95/213   25.89%      49.6    1.72x
      ss_stl    0.23   95/213   25.77%      49.4    1.73x
      ss_stl    0.24   95/213   25.66%      49.2    1.74x
      ss_stl    0.25   95/213   25.44%      48.8    1.75x
      ss_stl    0.26   95/213   24.99%      47.9    1.78x
      ss_stl    0.27   93/213   24.46%      47.9    1.79x
      ss_stl    0.28   89/213   23.81%      48.7    1.75x
      ss_stl    0.29   87/213   23.30%      48.8    1.75x
      ss_stl    0.30   80/213   22.12%      50.4    1.70x
      ss_stl    0.31   73/213   20.40%      50.9    1.68x
      ss_stl    0.32   66/213   18.30%      50.5    1.69x
      ss_stl    0.33   50/213   16.18%      58.9    1.45x
      ss_stl    0.34   43/213   13.46%      57.0    1.50x
      ss_stl    0.35   35/213   10.89%      56.7    1.51x
      ss_stl    0.36   30/213    8.74%      53.1    1.61x
      ss_stl    0.37   19/213    6.85%      65.7    1.30x
      ss_stl    0.38   12/213    5.16%      78.3    1.09x
      ss_stl    0.39    7/213    3.68%      95.7    0.89x
      ss_stl    0.40    5/213    2.53%      92.0    0.93x
      ss_shd    0.15   90/213   24.44%      49.5    1.73x
      ss_shd    0.16   85/213   23.33%      50.0    1.71x
      ss_shd    0.17   81/213   21.71%      48.8    1.75x
      ss_shd    0.18   73/213   19.60%      48.9    1.75x
      ss_shd    0.19   67/213   17.24%      46.9    1.82x
      ss_shd    0.20   59/213   15.15%      46.8    1.83x
      ss_shd    0.21   46/213   12.94%      51.2    1.67x
      ss_shd    0.22   39/213   10.34%      48.3    1.77x
      ss_shd    0.23   27/213    7.78%      52.4    1.63x
      ss_shd    0.24   20/213    5.70%      51.9    1.65x
      ss_shd    0.25   15/213    3.96%      48.1    1.78x
      ss_shd    0.26   10/213    2.52%      45.9    1.86x
      ss_shd    0.27    9/213    1.68%      34.0    2.51x
      ss_shd    0.28    5/213    1.22%      44.6    1.92x

--- SPN: ss_3x_* raw count gate (threshold=87, spn_rate>=0.25) ---
     counter  min_count   caught     bet%    mb/hit    lift
   ss_3x_atk          0   40/213    3.20%      14.6    5.88x
   ss_3x_atk          1   40/213    3.20%      14.6    5.88x
   ss_3x_atk          2   40/213    3.20%      14.6    5.88x
   ss_3x_atk          3   40/213    3.18%      14.5    5.90x
   ss_3x_atk          4   39/213    3.09%      14.4    5.92x
   ss_3x_atk          5   36/213    2.87%      14.5    5.90x
   ss_3x_atk          6   33/213    2.58%      14.2    6.02x
   ss_3x_atk          7   31/213    2.18%      12.8    6.68x
   ss_3x_atk          8   25/213    1.90%      13.8    6.18x
   ss_3x_atk          9   21/213    1.31%      11.3    7.54x
   ss_3x_atk         10   14/213    0.83%      10.9    7.88x
   ss_3x_atk         11   10/213    0.48%       8.7    9.83x
   ss_3x_atk         12    7/213    0.25%       6.6   13.01x
   ss_3x_atk         13    6/213    0.12%       3.5   24.43x
   ss_3x_stl          0   40/213    3.20%      14.6    5.88x
   ss_3x_stl          1   40/213    3.20%      14.6    5.88x
   ss_3x_stl          2   37/213    2.73%      13.5    6.35x
   ss_3x_stl          3   33/213    2.16%      11.9    7.16x
   ss_3x_stl          4   23/213    1.43%      11.3    7.56x
   ss_3x_stl          5   13/213    0.66%       9.3    9.19x
   ss_3x_stl          6    5/213    0.23%       8.4   10.18x
   ss_3x_shd          0   40/213    3.20%      14.6    5.88x
   ss_3x_shd          1   40/213    3.20%      14.6    5.88x
   ss_3x_shd          2   40/213    3.17%      14.4    5.92x
   ss_3x_shd          3   40/213    2.90%      13.2    6.47x
   ss_3x_shd          4   34/213    2.44%      13.1    6.55x
   ss_3x_shd          5   19/213    1.72%      16.5    5.19x
   ss_3x_shd          6   16/213    1.41%      16.1    5.32x
   ss_3x_shd          7   10/213    1.03%      18.7    4.57x
   ss_3x_shd          8    5/213    0.65%      23.6    3.62x
   ss_3x_shd          9    3/213    0.52%      31.7    2.70x

--- SPN: Sum of 2 ss_* counters rate gate (threshold=87) ---
                    pair    gate   caught     bet%    mb/hit    lift
           ss_acc+ss_spn    0.25   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.27   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.29   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.31   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.33   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.35   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.37   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.39   95/213   25.91%      49.7    1.72x
           ss_acc+ss_spn    0.41   95/213   25.89%      49.6    1.72x
           ss_acc+ss_spn    0.43   94/213   25.79%      50.0    1.71x
           ss_acc+ss_spn    0.45   94/213   25.67%      49.7    1.72x
           ss_acc+ss_spn    0.47   94/213   25.01%      48.5    1.76x
           ss_acc+ss_spn    0.49   94/213   23.58%      45.7    1.87x
           ss_acc+ss_spn    0.51   87/213   21.79%      45.6    1.87x
           ss_acc+ss_spn    0.53   77/213   16.92%      40.0    2.14x
           ss_acc+ss_atk    0.25   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.27   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.29   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.31   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.33   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.35   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.37   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.39   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.41   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.43   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.45   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.47   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.49   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.51   95/213   25.91%      49.7    1.72x
           ss_acc+ss_atk    0.53   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.25   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.27   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.29   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.31   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.33   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.35   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.37   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.39   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.41   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.43   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.45   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.47   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.49   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.51   95/213   25.91%      49.7    1.72x
           ss_acc+ss_stl    0.53   95/213   25.83%      49.5    1.73x
           ss_acc+ss_shd    0.25   95/213   25.91%      49.7    1.72x
           ss_acc+ss_shd    0.27   95/213   25.91%      49.7    1.72x
           ss_acc+ss_shd    0.29   95/213   25.91%      49.7    1.72x
           ss_acc+ss_shd    0.31   95/213   25.91%      49.7    1.72x
           ss_acc+ss_shd    0.33   95/213   25.91%      49.7    1.72x
           ss_acc+ss_shd    0.35   95/213   25.91%      49.7    1.72x
           ss_acc+ss_shd    0.37   95/213   25.91%      49.7    1.72x
           ss_acc+ss_shd    0.39   95/213   25.87%      49.6    1.72x
           ss_acc+ss_shd    0.41   94/213   25.68%      49.7    1.72x
           ss_acc+ss_shd    0.43   92/213   25.11%      49.7    1.72x
           ss_acc+ss_shd    0.45   90/213   24.34%      49.2    1.74x
           ss_acc+ss_shd    0.47   84/213   23.03%      49.9    1.71x
           ss_acc+ss_shd    0.49   74/213   20.71%      51.0    1.68x
           ss_acc+ss_shd    0.51   58/213   17.54%      55.1    1.55x
           ss_acc+ss_shd    0.53   40/213   13.12%      59.8    1.43x
           ss_spn+ss_atk    0.25   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.27   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.29   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.31   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.33   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.35   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.37   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.39   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.41   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.43   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.45   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.47   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.49   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.51   95/213   25.91%      49.7    1.72x
           ss_spn+ss_atk    0.53   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.25   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.27   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.29   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.31   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.33   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.35   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.37   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.39   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.41   95/213   25.91%      49.7    1.72x
           ss_spn+ss_stl    0.43   95/213   25.87%      49.6    1.72x
           ss_spn+ss_stl    0.45   95/213   25.51%      48.9    1.75x
           ss_spn+ss_stl    0.47   95/213   24.87%      47.7    1.79x
           ss_spn+ss_stl    0.49   93/213   23.76%      46.5    1.84x
           ss_spn+ss_stl    0.51   88/213   22.36%      46.3    1.85x
           ss_spn+ss_stl    0.53   81/213   19.73%      44.4    1.93x
           ss_spn+ss_shd    0.25   95/213   25.91%      49.7    1.72x
           ss_spn+ss_shd    0.27   95/213   25.91%      49.7    1.72x
           ss_spn+ss_shd    0.29   95/213   25.86%      49.6    1.72x
           ss_spn+ss_shd    0.31   95/213   25.61%      49.1    1.74x
           ss_spn+ss_shd    0.33   95/213   25.28%      48.5    1.76x
           ss_spn+ss_shd    0.35   92/213   24.58%      48.7    1.76x
           ss_spn+ss_shd    0.37   91/213   22.89%      45.8    1.87x
           ss_spn+ss_shd    0.39   86/213   20.80%      44.1    1.94x
           ss_spn+ss_shd    0.41   77/213   16.60%      39.3    2.18x
           ss_spn+ss_shd    0.43   63/213   12.73%      36.8    2.32x
           ss_spn+ss_shd    0.45   51/213    9.00%      32.1    2.66x
           ss_spn+ss_shd    0.47   32/213    5.44%      31.0    2.76x
           ss_spn+ss_shd    0.49   17/213    2.93%      31.4    2.73x
           ss_spn+ss_shd    0.51   12/213    1.64%      24.8    3.44x
           ss_spn+ss_shd    0.53    7/213    0.81%      21.0    4.07x
           ss_atk+ss_stl    0.25   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.27   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.29   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.31   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.33   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.35   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.37   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.39   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.41   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.43   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.45   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.47   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.49   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.51   95/213   25.91%      49.7    1.72x
           ss_atk+ss_stl    0.53   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.25   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.27   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.29   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.31   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.33   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.35   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.37   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.39   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.41   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.43   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.45   95/213   25.91%      49.7    1.72x
           ss_atk+ss_shd    0.47   95/213   25.91%      49.7    1.72x
