GAP_COMPARISON: +/- 20 vs +/- 30 WINDOW
Format: [Gap #] | Result_20 | Bets_20 | Result_30 | Bets_30
[acc] Gap #030 | FAIL  |  45 MB | FAIL  |  45 MB
[acc] Gap #031 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #032 | CATCH |   2 MB | CATCH |   2 MB
[acc] Gap #033 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #034 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #035 | FAIL  |  13 MB | FAIL  |  36 MB
[acc] Gap #036 | FAIL  |  25 MB | FAIL  |  25 MB
[acc] Gap #037 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #038 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #039 | CATCH |  10 MB | FAIL  |  28 MB
[acc] Gap #040 | CATCH |   4 MB | CATCH |   4 MB
[acc] Gap #041 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #042 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #043 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #044 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #045 | FAIL  |  60 MB | FAIL  |  60 MB
[acc] Gap #046 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #047 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #048 | CATCH |   4 MB | CATCH |   4 MB
[acc] Gap #049 | FAIL  |  43 MB | FAIL  |  43 MB
[acc] Gap #050 | FAIL  |  13 MB | FAIL  |  14 MB
[acc] Gap #051 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #052 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #053 | CATCH |   5 MB | FAIL  |  11 MB
[acc] Gap #054 | FAIL  |  26 MB | FAIL  |  31 MB
[acc] Gap #055 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #056 | CATCH |   5 MB | CATCH |  12 MB
[acc] Gap #057 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #058 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #059 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #060 | FAIL  |  15 MB | FAIL  |  15 MB
[acc] Gap #061 | FAIL  |  38 MB | FAIL  |  38 MB
[acc] Gap #062 | FAIL  |   9 MB | FAIL  |   9 MB
[acc] Gap #063 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #064 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #065 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #066 | FAIL  |  20 MB | FAIL  |  26 MB
[acc] Gap #067 | FAIL  |  53 MB | FAIL  |  55 MB
[acc] Gap #068 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #069 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #070 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #071 | FAIL  |   0 MB | CATCH |   7 MB
[acc] Gap #072 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #073 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #074 | FAIL  |  33 MB | FAIL  |  33 MB
[acc] Gap #075 | CATCH |  11 MB | CATCH |  11 MB
[acc] Gap #076 | FAIL  |   0 MB | CATCH |   1 MB
[acc] Gap #077 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #078 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #079 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #080 | FAIL  |  21 MB | FAIL  |  21 MB
[acc] Gap #081 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #082 | FAIL  |  31 MB | FAIL  |  31 MB
[acc] Gap #083 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #084 | FAIL  |  43 MB | FAIL  |  43 MB
[acc] Gap #085 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #086 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #087 | FAIL  |  19 MB | FAIL  |  19 MB
[acc] Gap #088 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #089 | CATCH |   2 MB | CATCH |   2 MB
[acc] Gap #090 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #091 | FAIL  |  75 MB | FAIL  |  75 MB
[acc] Gap #092 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #093 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #094 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #095 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #096 | FAIL  |   0 MB | CATCH |  10 MB
[acc] Gap #097 | FAIL  |  29 MB | FAIL  |  29 MB
[acc] Gap #098 | FAIL  |  34 MB | FAIL  |  34 MB
[acc] Gap #099 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #100 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #101 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #102 | CATCH |   2 MB | CATCH |   2 MB
[acc] Gap #103 | FAIL  |  31 MB | FAIL  |  31 MB
[acc] Gap #104 | FAIL  |   0 MB | FAIL  |   8 MB
[acc] Gap #105 | FAIL  |  28 MB | FAIL  |  28 MB
[acc] Gap #106 | FAIL  |  16 MB | FAIL  |  16 MB
[acc] Gap #107 | FAIL  |  21 MB | FAIL  |  21 MB
[acc] Gap #108 | FAIL  |  29 MB | FAIL  |  29 MB
[acc] Gap #109 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #110 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #111 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #112 | FAIL  |  17 MB | FAIL  |  17 MB
[acc] Gap #113 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #114 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #115 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #116 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #117 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #118 | FAIL  |  18 MB | FAIL  |  18 MB
[acc] Gap #119 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #120 | FAIL  |  41 MB | FAIL  |  41 MB
[acc] Gap #121 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #122 | FAIL  |   8 MB | FAIL  |   8 MB
[acc] Gap #123 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #124 | FAIL  |  15 MB | FAIL  |  27 MB
[acc] Gap #125 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #126 | CATCH |   4 MB | FAIL  |  12 MB
[acc] Gap #127 | FAIL  |  11 MB | FAIL  |  11 MB
[acc] Gap #128 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #129 | FAIL  |  24 MB | FAIL  |  24 MB
[acc] Gap #130 | FAIL  |   0 MB | FAIL  |   0 MB
[acc] Gap #131 | FAIL  |  35 MB | FAIL  |  35 MB
[spi] Gap #004 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #005 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #006 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #007 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #008 | FAIL  |   0 MB | FAIL  |  11 MB
[spi] Gap #009 | FAIL  |  12 MB | FAIL  |  12 MB
[spi] Gap #010 | FAIL  |  93 MB | FAIL  |  93 MB
[spi] Gap #011 | FAIL  | 105 MB | FAIL  | 105 MB
[spi] Gap #012 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #013 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #014 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #015 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #016 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #017 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #018 | FAIL  |  17 MB | FAIL  |  26 MB
[spi] Gap #019 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #020 | FAIL  |  12 MB | FAIL  |  24 MB
[spi] Gap #021 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #022 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #023 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #024 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #025 | CATCH |   8 MB | FAIL  |  15 MB
[spi] Gap #026 | CATCH |   2 MB | CATCH |   2 MB
[spi] Gap #027 | FAIL  |  16 MB | FAIL  |  16 MB
[spi] Gap #028 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #029 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #030 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #031 | FAIL  |  29 MB | FAIL  |  33 MB
[spi] Gap #032 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #033 | CATCH |   2 MB | CATCH |   2 MB
[spi] Gap #034 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #035 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #036 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #037 | FAIL  |  21 MB | FAIL  |  21 MB
[spi] Gap #038 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #039 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #040 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #041 | CATCH |   6 MB | FAIL  |  23 MB
[spi] Gap #042 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #043 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #044 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #045 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #046 | FAIL  |   0 MB | CATCH |   6 MB
[spi] Gap #047 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #048 | FAIL  |  12 MB | FAIL  |  12 MB
[spi] Gap #049 | FAIL  |  16 MB | FAIL  |  21 MB
[spi] Gap #050 | FAIL  |  44 MB | FAIL  |  52 MB
[spi] Gap #051 | FAIL  |  17 MB | FAIL  |  29 MB
[spi] Gap #052 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #053 | FAIL  |  25 MB | FAIL  |  25 MB
[spi] Gap #054 | CATCH |   6 MB | FAIL  |  10 MB
[spi] Gap #055 | FAIL  |  33 MB | FAIL  |  42 MB
[spi] Gap #056 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #057 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #058 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #059 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #060 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #061 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #062 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #063 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #064 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #065 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #066 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #067 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #068 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #069 | FAIL  |  13 MB | FAIL  |  13 MB
[spi] Gap #070 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #071 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #072 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #073 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #074 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #075 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #076 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #077 | CATCH |   5 MB | CATCH |   5 MB
[spi] Gap #078 | CATCH |   3 MB | FAIL  |  15 MB
[spi] Gap #079 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #080 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #081 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #082 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #083 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #084 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #085 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #086 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #087 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #088 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #089 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #090 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #091 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #092 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #093 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #094 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #095 | FAIL  |  11 MB | FAIL  |  11 MB
[spi] Gap #096 | FAIL  |   0 MB | FAIL  |  15 MB
[spi] Gap #097 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #098 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #099 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #100 | CATCH |  11 MB | CATCH |  11 MB
[spi] Gap #101 | FAIL  |   0 MB | CATCH |   5 MB
[spi] Gap #102 | FAIL  |  17 MB | FAIL  |  17 MB
[spi] Gap #103 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #104 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #105 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #106 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #107 | FAIL  |  41 MB | FAIL  |  41 MB
[spi] Gap #108 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #109 | FAIL  |  44 MB | FAIL  |  44 MB
[spi] Gap #110 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #111 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #112 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #113 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #114 | CATCH |   3 MB | CATCH |   3 MB
[spi] Gap #115 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #116 | FAIL  | 101 MB | FAIL  | 101 MB
[spi] Gap #117 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #118 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #119 | FAIL  |  14 MB | FAIL  |  14 MB
[spi] Gap #120 | FAIL  |  18 MB | FAIL  |  31 MB
[spi] Gap #121 | FAIL  |  75 MB | FAIL  |  76 MB
[spi] Gap #122 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #123 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #124 | CATCH |   5 MB | CATCH |   5 MB
[spi] Gap #125 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #126 | FAIL  |  17 MB | FAIL  |  14 MB
[spi] Gap #127 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #128 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #129 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #130 | FAIL  |  13 MB | FAIL  |  13 MB
[spi] Gap #131 | FAIL  |  30 MB | FAIL  |  46 MB
[spi] Gap #132 | FAIL  |  29 MB | FAIL  |  29 MB
[spi] Gap #133 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #134 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #135 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #136 | CATCH |   4 MB | CATCH |   4 MB
[spi] Gap #137 | FAIL  |   0 MB | CATCH |  11 MB
[spi] Gap #138 | FAIL  |  60 MB | FAIL  |  60 MB
[spi] Gap #139 | FAIL  |   8 MB | FAIL  |  19 MB
[spi] Gap #140 | CATCH |   3 MB | FAIL  |  18 MB
[spi] Gap #141 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #142 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #143 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #144 | CATCH |   0 MB | CATCH |   0 MB
[spi] Gap #145 | FAIL  |  45 MB | FAIL  |  45 MB
[spi] Gap #146 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #147 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #148 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #149 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #150 | FAIL  |   0 MB | FAIL  |   0 MB
[spi] Gap #151 | FAIL  |  27 MB | FAIL  |  27 MB
[spi] Gap #152 | FAIL  |   0 MB | FAIL  |   0 MB
