acct,session,round_idx,spins,cost,shields_or_hammers,catch_bet,catch_level,breakdown
Islam,1,95,103,7355,58,400,2,57@15 34@50 12@400
Islam,1,96,159,44555,80,1500,3,57@15 42@50 44@400 16@1500
Islam,1,97,48,720,16,15,0,48@15
Islam,1,98,77,2415,47,50,1,41@15 36@50
Islam,1,99,150,18420,66,400,2,68@15 44@50 38@400
Islam,1,100,102,10070,55,400,2,48@15 35@50 19@400
Islam,1,101,83,2120,37,50,1,58@15 25@50
Islam,1,102,70,1890,38,50,1,46@15 24@50
Islam,1,103,134,19685,74,400,2,49@15 43@50 42@400
Islam,1,104,69,1140,25,50,1,66@15 3@50
Islam,1,105,160,42800,78,1500,3,40@15 48@50 62@400 10@1500
Islam,1,106,108,9110,59,400,2,44@15 49@50 15@400
Islam,1,107,55,1070,28,50,1,48@15 7@50
Islam,1,108,173,52615,83,1500,3,51@15 51@50 52@400 19@1500
Islam,1,109,126,15785,64,400,2,59@15 34@50 33@400
Islam,1,110,77,2380,38,50,1,42@15 35@50
Islam,1,111,137,19520,63,400,2,38@15 59@50 40@400
Islam,1,112,280,742670,164,6000,4,58@15 34@50 54@400 19@1500 115@6000
Islam,1,113,292,733475,139,6000,4,55@15 57@50 32@400 38@1500 110@6000
Islam,1,114,443,1704135,247,6000,4,39@15 57@50 48@400 25@1500 274@6000
Islam,1,115,70,1435,34,50,1,59@15 11@50
Islam,1,116,166,26955,74,400,2,47@15 61@50 58@400
